,Time,BUT
0,1e-12,2.2078320817780028e-16
1,2e-12,4.3828675123121935e-16
2,3e-12,6.300234912414528e-16
3,4e-12,7.860656903677359e-16
4,5.0000000000000005e-12,9.093533083608581e-16
5,6e-12,9.521997986954471e-16
6,7.000000000000001e-12,1.0602161738692347e-15
7,8e-12,1.1900650660972745e-15
8,9.000000000000001e-12,1.3319954421858596e-15
9,1.0000000000000001e-11,1.5129490891853345e-15
10,1.1e-11,1.5641817071375145e-15
11,1.2e-11,1.6013532536246919e-15
12,1.3e-11,1.6078225442079498e-15
13,1.4000000000000002e-11,1.758767866144053e-15
14,1.5e-11,1.7750745961229187e-15
15,1.6e-11,1.9105714894793742e-15
16,1.7000000000000003e-11,2.142032577084501e-15
17,1.8000000000000002e-11,2.253726638372258e-15
18,1.9000000000000002e-11,2.3666778355349148e-15
19,2.0000000000000002e-11,2.4904697814356042e-15
20,2.1000000000000002e-11,2.545043201641717e-15
21,2.2e-11,2.7971851297584603e-15
22,2.3e-11,2.9243769681688497e-15
23,2.4e-11,2.956083832707515e-15
24,2.5e-11,2.8883513239711533e-15
25,2.6e-11,2.985625506976076e-15
26,2.7000000000000004e-11,3.076890976188017e-15
27,2.8000000000000003e-11,3.134919790814742e-15
28,2.9000000000000003e-11,3.0165382261113092e-15
29,3e-11,2.98579478354024e-15
30,3.1e-11,3.122976663431219e-15
31,3.2e-11,3.1148524597561584e-15
32,3.3e-11,3.2762650960375848e-15
33,3.4000000000000005e-11,3.515596057768069e-15
34,3.5e-11,3.541660438764899e-15
35,3.6000000000000005e-11,3.813476494041425e-15
36,3.7e-11,3.807232131327045e-15
37,3.8000000000000004e-11,3.722371222528821e-15
38,3.9e-11,3.676565337032497e-15
39,4.0000000000000004e-11,3.74125944271935e-15
40,4.1e-11,3.801043999615604e-15
41,4.2000000000000004e-11,3.705555030688331e-15
42,4.3e-11,3.652146780405901e-15
43,4.4e-11,3.66374627173059e-15
44,4.5000000000000006e-11,3.69806831482503e-15
45,4.6e-11,3.8666427324431026e-15
46,4.7000000000000006e-11,3.89370642482998e-15
47,4.8e-11,4.0045483064153966e-15
48,4.9000000000000005e-11,4.267016460357423e-15
49,5e-11,4.454179693199514e-15
50,5.1000000000000005e-11,4.288781983074113e-15
51,5.2e-11,4.247770936885737e-15
52,5.3000000000000004e-11,4.403921100530295e-15
53,5.400000000000001e-11,4.338837886945013e-15
54,5.5000000000000004e-11,4.4797618374724965e-15
55,5.600000000000001e-11,4.439660343111859e-15
56,5.7000000000000003e-11,4.410273556725629e-15
57,5.8000000000000007e-11,4.789066133737367e-15
58,5.9e-11,4.924861145023569e-15
59,6e-11,4.874111745355651e-15
60,6.100000000000001e-11,5.107426901330858e-15
61,6.2e-11,5.060392451688911e-15
62,6.3e-11,4.9238165001470494e-15
63,6.4e-11,4.992357771842124e-15
64,6.500000000000001e-11,5.149508747874753e-15
65,6.6e-11,5.327980630052924e-15
66,6.7e-11,5.42424128225243e-15
67,6.800000000000001e-11,5.544521754745747e-15
68,6.900000000000001e-11,5.466047633486595e-15
69,7e-11,5.6375732988782524e-15
70,7.1e-11,5.638983014602921e-15
71,7.200000000000001e-11,5.5104010052866835e-15
72,7.3e-11,5.561046908567255e-15
73,7.4e-11,5.767107113774295e-15
74,7.5e-11,5.832751788352727e-15
75,7.600000000000001e-11,5.648186514018525e-15
76,7.7e-11,5.660556367165393e-15
77,7.8e-11,5.563420201014865e-15
78,7.900000000000001e-11,5.708660045624597e-15
79,8.000000000000001e-11,5.5850083614405065e-15
80,8.1e-11,5.889014523474387e-15
81,8.2e-11,5.808020111227188e-15
82,8.300000000000001e-11,5.581034640434278e-15
83,8.400000000000001e-11,5.616789432560923e-15
84,8.5e-11,5.7743694368000505e-15
85,8.6e-11,5.620737755874787e-15
86,8.700000000000001e-11,5.79151766997633e-15
87,8.8e-11,5.836557637322689e-15
88,8.9e-11,5.960000386183651e-15
89,9.000000000000001e-11,6.058455941203532e-15
90,9.100000000000001e-11,6.051802602881166e-15
91,9.2e-11,5.988135424438477e-15
92,9.3e-11,5.868616254804925e-15
93,9.400000000000001e-11,5.9576172560694655e-15
94,9.500000000000001e-11,5.949313880452841e-15
95,9.6e-11,5.904009036343815e-15
96,9.7e-11,5.92178268044867e-15
97,9.800000000000001e-11,6.198369339310194e-15
98,9.900000000000001e-11,6.243259999577641e-15
99,1e-10,6.384213023217727e-15
100,1.0100000000000001e-10,6.423340189114228e-15
101,1.0200000000000001e-10,6.505616547654334e-15
102,1.03e-10,6.406508302421381e-15
103,1.04e-10,6.478988354574386e-15
104,1.0500000000000001e-10,6.408984056995707e-15
105,1.0600000000000001e-10,6.497970694115968e-15
106,1.07e-10,6.575186116132605e-15
107,1.0800000000000001e-10,6.7318997856950445e-15
108,1.0900000000000001e-10,6.577612623947403e-15
109,1.1000000000000001e-10,6.7104768791605375e-15
110,1.11e-10,6.651735319385038e-15
111,1.1200000000000001e-10,6.670023566137737e-15
112,1.1300000000000001e-10,6.604318494024441e-15
113,1.1400000000000001e-10,6.637605897974421e-15
114,1.15e-10,6.590193618584447e-15
115,1.1600000000000001e-10,6.55396772237222e-15
116,1.17e-10,6.380660476534193e-15
117,1.18e-10,6.467919305403202e-15
118,1.19e-10,6.739969530271985e-15
119,1.2e-10,6.808415739938885e-15
120,1.2100000000000002e-10,6.773798314096466e-15
121,1.2200000000000002e-10,6.753394920407355e-15
122,1.2300000000000001e-10,6.817194929465948e-15
123,1.24e-10,7.032847689925355e-15
124,1.25e-10,7.153328593217497e-15
125,1.26e-10,7.317550284236587e-15
126,1.27e-10,7.35164252246305e-15
127,1.28e-10,7.269900356440195e-15
128,1.2900000000000002e-10,7.206233356518141e-15
129,1.3000000000000002e-10,7.43360050365959e-15
130,1.31e-10,7.736230344450934e-15
131,1.32e-10,7.64876665780294e-15
132,1.33e-10,7.71441932823159e-15
133,1.34e-10,7.532642062618324e-15
134,1.35e-10,7.348588938112248e-15
135,1.3600000000000002e-10,7.214408216647366e-15
136,1.3700000000000002e-10,7.148188990187764e-15
137,1.3800000000000001e-10,7.19431596143731e-15
138,1.39e-10,7.18942452647336e-15
139,1.4e-10,7.336721574659712e-15
140,1.41e-10,7.307415931742624e-15
141,1.42e-10,7.1528015179836e-15
142,1.4300000000000002e-10,7.472627289265587e-15
143,1.4400000000000002e-10,7.2630694216066e-15
144,1.4500000000000002e-10,7.233721691369152e-15
145,1.46e-10,7.503248887944284e-15
146,1.47e-10,7.74794686810144e-15
147,1.48e-10,7.855032889348813e-15
148,1.49e-10,7.8651138521136e-15
