,Time,BUT,DMA
0,1e-12,1.287456372841476e-16,7.950317050722694e-17
1,2e-12,1.5251133434600063e-16,1.2391675961275678e-16
2,3e-12,2.437124302511256e-16,1.433559948850684e-16
3,4e-12,2.7034801034868555e-16,1.732128690911534e-16
4,5.0000000000000005e-12,2.5199375572043234e-16,1.6960654414563368e-16
5,6e-12,2.6630649430620144e-16,1.6949369830767533e-16
6,7.000000000000001e-12,2.790637713816429e-16,1.8481762551152351e-16
7,8e-12,2.859904753771324e-16,2.1277820841800883e-16
8,9.000000000000001e-12,3.1206929939910526e-16,2.2176961900506723e-16
9,1.0000000000000001e-11,3.225108765477029e-16,2.279950560786141e-16
10,1.1e-11,2.951930104361205e-16,2.231233960053857e-16
11,1.2e-11,3.531651937222142e-16,2.315399508066239e-16
12,1.3e-11,4.981985813049385e-16,2.90702443218044e-16
13,1.4000000000000002e-11,4.235287244932243e-16,2.795667860139127e-16
14,1.5e-11,4.777318968309565e-16,2.8921135972265304e-16
15,1.6e-11,4.813140838486891e-16,2.621993494823403e-16
16,1.7000000000000003e-11,4.4963998337418e-16,2.7380048653769086e-16
17,1.8000000000000002e-11,4.539029238547757e-16,2.9045724034330023e-16
18,1.9000000000000002e-11,4.314323787334165e-16,2.978473452568204e-16
19,2.0000000000000002e-11,4.2454320168655253e-16,3.230229672047759e-16
20,2.1000000000000002e-11,5.011223421452807e-16,2.8670869188454676e-16
21,2.2e-11,4.941638031881741e-16,3.210010554692329e-16
22,2.3e-11,4.67963346033794e-16,3.3050525163209556e-16
23,2.4e-11,4.726065833758762e-16,3.6283550721285583e-16
24,2.5e-11,5.261029938702011e-16,3.494618828119544e-16
25,2.6e-11,4.981485413403339e-16,3.7161377300691837e-16
26,2.7000000000000004e-11,4.764961930536059e-16,3.370547653593922e-16
27,2.8000000000000003e-11,5.033641682519385e-16,3.461306928826611e-16
28,2.9000000000000003e-11,5.266061834280003e-16,3.8363801504062567e-16
29,3e-11,5.086032343154394e-16,3.8074846527456743e-16
30,3.1e-11,5.620771255761053e-16,3.93606498163326e-16
31,3.2e-11,5.529793776712645e-16,4.0338699854389725e-16
32,3.3e-11,5.293259027547163e-16,4.349315322562471e-16
33,3.4000000000000005e-11,5.953596440355e-16,4.447870195243921e-16
34,3.5e-11,5.956646394231345e-16,4.713634179429428e-16
35,3.6000000000000005e-11,6.078884145792892e-16,4.643596244510198e-16
36,3.7e-11,5.981714557882631e-16,4.4502270190718995e-16
37,3.8000000000000004e-11,6.24309635254771e-16,4.3440295207398275e-16
38,3.9e-11,6.336511932468445e-16,4.567319211890619e-16
39,4.0000000000000004e-11,6.309407595536935e-16,4.560537362151222e-16
40,4.1e-11,6.7856236345240705e-16,4.90694753735307e-16
41,4.2000000000000004e-11,5.924517014691292e-16,4.84324642364043e-16
42,4.3e-11,5.56939997481596e-16,4.762735050222063e-16
43,4.4e-11,6.160285124197985e-16,4.998798889973242e-16
44,4.5000000000000006e-11,6.277553168267845e-16,5.333378885116682e-16
45,4.6e-11,6.833384920938059e-16,5.096765122715714e-16
