,Time,OCM
0,1e-12,6.420536670845161e-18
1,2e-12,8.786038344446385e-18
2,3e-12,9.316517345813327e-18
3,4e-12,1.0758168185737344e-17
4,5.0000000000000005e-12,1.5024339513954745e-17
5,6e-12,1.4874885159947795e-17
6,7.000000000000001e-12,1.5315832655955724e-17
7,8e-12,1.6575470117619428e-17
8,9.000000000000001e-12,1.6865505381302053e-17
9,1.0000000000000001e-11,1.97856919930537e-17
10,1.1e-11,1.8957237619483e-17
11,1.2e-11,2.1817728369034465e-17
12,1.3e-11,2.207009089244044e-17
13,1.4000000000000002e-11,2.1348845312363866e-17
14,1.5e-11,2.2028504061184878e-17
15,1.6e-11,2.3648410597988277e-17
16,1.7000000000000003e-11,2.5606910195583153e-17
17,1.8000000000000002e-11,2.4087686483306658e-17
18,1.9000000000000002e-11,2.437105686252629e-17
19,2.0000000000000002e-11,2.7325963939160064e-17
20,2.1000000000000002e-11,2.7455352933101627e-17
21,2.2e-11,2.7409586612318494e-17
22,2.3e-11,2.743642449258472e-17
23,2.4e-11,2.8102501045703924e-17
24,2.5e-11,2.910945644345458e-17
25,2.6e-11,2.806812064060485e-17
26,2.7000000000000004e-11,3.11043195847012e-17
27,2.8000000000000003e-11,3.319571776835949e-17
28,2.9000000000000003e-11,3.262482658145892e-17
29,3e-11,3.2595809096867957e-17
30,3.1e-11,3.281401863386994e-17
31,3.2e-11,3.361808294116156e-17
32,3.3e-11,3.599748078734838e-17
33,3.4000000000000005e-11,3.6569432812421255e-17
34,3.5e-11,3.888331119136368e-17
35,3.6000000000000005e-11,3.6182137196546423e-17
36,3.7e-11,3.6936018461693136e-17
37,3.8000000000000004e-11,3.8383903717001295e-17
38,3.9e-11,3.701770404927611e-17
39,4.0000000000000004e-11,3.795195441669579e-17
40,4.1e-11,3.6438183838563966e-17
41,4.2000000000000004e-11,3.758311861971615e-17
42,4.3e-11,3.8148313659649224e-17
43,4.4e-11,3.7735717204237464e-17
44,4.5000000000000006e-11,3.94144255715739e-17
45,4.6e-11,4.24634232444158e-17
46,4.7000000000000006e-11,4.264838832638143e-17
47,4.8e-11,4.4583487487043665e-17
48,4.9000000000000005e-11,4.1762184427276396e-17
49,5e-11,4.211342313164318e-17
50,5.1000000000000005e-11,4.433148295847923e-17
51,5.2e-11,4.394430442534168e-17
52,5.3000000000000004e-11,4.447821895420059e-17
53,5.400000000000001e-11,4.830576061321866e-17
54,5.5000000000000004e-11,4.592899391501841e-17
55,5.600000000000001e-11,4.840446900085941e-17
