,Time,OCM
0,1e-12,9.889331881320212e-18
1,2e-12,1.2636658064905881e-17
2,3e-12,1.0522838061461645e-17
3,4e-12,1.2144233132155994e-17
4,5.0000000000000005e-12,1.3015588262165967e-17
5,6e-12,1.3196790289478371e-17
6,7.000000000000001e-12,1.4679272878210613e-17
7,8e-12,1.6346796183479e-17
8,9.000000000000001e-12,1.8996270024552316e-17
9,1.0000000000000001e-11,1.972277203543811e-17
10,1.1e-11,2.1039436984084597e-17
11,1.2e-11,1.9569009189737714e-17
12,1.3e-11,2.050326195059221e-17
13,1.4000000000000002e-11,2.1008011797515572e-17
14,1.5e-11,1.9496868792336833e-17
15,1.6e-11,2.3653900941029438e-17
16,1.7000000000000003e-11,2.4463142941834558e-17
17,1.8000000000000002e-11,2.3699609001868784e-17
18,1.9000000000000002e-11,2.892978700895278e-17
19,2.0000000000000002e-11,3.165318949094046e-17
20,2.1000000000000002e-11,3.141852421781251e-17
21,2.2e-11,3.3890652813417624e-17
22,2.3e-11,3.5254801949009036e-17
23,2.4e-11,3.5281386961164275e-17
24,2.5e-11,3.612056012151997e-17
25,2.6e-11,3.591461652581829e-17
26,2.7000000000000004e-11,3.6278804565869217e-17
27,2.8000000000000003e-11,3.8021987910177816e-17
28,2.9000000000000003e-11,3.781359427917624e-17
29,3e-11,3.8589614719277065e-17
30,3.1e-11,4.004663310322299e-17
31,3.2e-11,3.930735771985665e-17
32,3.3e-11,4.0433770807401476e-17
33,3.4000000000000005e-11,3.9255610533856586e-17
34,3.5e-11,4.050138291685904e-17
35,3.6000000000000005e-11,4.260682858220097e-17
36,3.7e-11,3.992298571362537e-17
37,3.8000000000000004e-11,4.170789563029117e-17
38,3.9e-11,3.9918546967502557e-17
39,4.0000000000000004e-11,4.324518415797565e-17
40,4.1e-11,4.2505652437661505e-17
41,4.2000000000000004e-11,4.281224675545109e-17
42,4.3e-11,4.135677925113889e-17
43,4.4e-11,4.1467325084515735e-17
44,4.5000000000000006e-11,4.19276706025167e-17
45,4.6e-11,4.269128728827349e-17
46,4.7000000000000006e-11,4.182570228404104e-17
47,4.8e-11,4.1228470022616905e-17
48,4.9000000000000005e-11,4.268314405004223e-17
49,5e-11,4.334778838649957e-17
50,5.1000000000000005e-11,4.3488450238116315e-17
51,5.2e-11,4.4915694318230614e-17
52,5.3000000000000004e-11,4.2632101304089554e-17
53,5.400000000000001e-11,4.126059046019777e-17
