,Time,BUT,DMA
0,1e-12,1.2293606931632453e-16,9.364983087713348e-17
1,2e-12,1.3540038073879281e-16,8.877577951283862e-17
2,3e-12,1.5179452960596489e-16,1.142068424171776e-16
3,4e-12,1.8742526433025533e-16,1.300622804138229e-16
4,5.0000000000000005e-12,2.365531619819133e-16,1.4906092918054392e-16
5,6e-12,2.337066872367685e-16,1.429710577917109e-16
6,7.000000000000001e-12,2.6405770188756943e-16,1.7369858084744002e-16
7,8e-12,2.8026434456061187e-16,1.8267158750993908e-16
8,9.000000000000001e-12,2.606158453150937e-16,1.6528394408262475e-16
9,1.0000000000000001e-11,3.475422027353623e-16,1.939218413102003e-16
10,1.1e-11,2.780930057022767e-16,1.9880760748895494e-16
11,1.2e-11,3.184958692201689e-16,2.032793227486019e-16
12,1.3e-11,3.00919528270279e-16,2.0525745625690734e-16
13,1.4000000000000002e-11,3.1472545816098026e-16,2.0232745849854256e-16
14,1.5e-11,2.9473100050649976e-16,2.1205153286732604e-16
15,1.6e-11,3.0661825024884776e-16,2.506232315100507e-16
16,1.7000000000000003e-11,3.120595903099048e-16,2.26507956401271e-16
17,1.8000000000000002e-11,3.197571303489963e-16,2.0859406807143162e-16
18,1.9000000000000002e-11,2.9565607939130297e-16,2.4576256199646693e-16
19,2.0000000000000002e-11,3.0951163506441535e-16,2.363780286263752e-16
20,2.1000000000000002e-11,3.118570290054728e-16,2.458921717068003e-16
21,2.2e-11,3.227550348527864e-16,2.51116332368822e-16
22,2.3e-11,3.594326211890295e-16,2.7331134909060786e-16
23,2.4e-11,3.4915627095184817e-16,2.7745751117033114e-16
24,2.5e-11,3.757723056911142e-16,3.0929751832937204e-16
25,2.6e-11,3.824606272282017e-16,2.986750548645434e-16
26,2.7000000000000004e-11,3.8867228923741965e-16,2.8850882699968335e-16
27,2.8000000000000003e-11,3.67972457399265e-16,3.10975592317262e-16
28,2.9000000000000003e-11,4.1980886162664856e-16,3.3708697365465465e-16
29,3e-11,4.126187831283276e-16,3.292032119148632e-16
30,3.1e-11,3.8108858585696396e-16,3.4294145829233987e-16
31,3.2e-11,4.0277752732456173e-16,3.4651444883825596e-16
32,3.3e-11,4.1818106934578195e-16,3.7615696754139137e-16
33,3.4000000000000005e-11,4.725795799321113e-16,3.8603956012045343e-16
34,3.5e-11,4.69379783059494e-16,4.0037281240680385e-16
35,3.6000000000000005e-11,5.264746153331797e-16,3.9586100596982106e-16
36,3.7e-11,5.268207495785585e-16,3.8752303692209157e-16
37,3.8000000000000004e-11,5.7323818327760845e-16,4.114621744730233e-16
38,3.9e-11,5.87057913424848e-16,4.1102004221681606e-16
39,4.0000000000000004e-11,5.686972401424395e-16,4.145896056089547e-16
40,4.1e-11,6.07844762883804e-16,4.2520100991300846e-16
41,4.2000000000000004e-11,5.649159986413448e-16,4.451152956893254e-16
42,4.3e-11,6.234351242690902e-16,4.1948874751902473e-16
43,4.4e-11,5.918761240443385e-16,4.227130970356721e-16
44,4.5000000000000006e-11,6.553904001447738e-16,4.396905193171206e-16
45,4.6e-11,6.482348222189649e-16,4.443392892696508e-16
46,4.7000000000000006e-11,7.011569849660511e-16,4.606362826196404e-16
47,4.8e-11,7.007703487730795e-16,4.769985530912823e-16
48,4.9000000000000005e-11,7.328512936238682e-16,4.773143882407576e-16
49,5e-11,6.923234643161738e-16,4.762517301060487e-16
50,5.1000000000000005e-11,7.191537370705843e-16,5.021143881528838e-16
51,5.2e-11,6.630235623816076e-16,4.98895948184532e-16
52,5.3000000000000004e-11,7.1250325429405355e-16,4.953607939993903e-16
53,5.400000000000001e-11,7.970001007859255e-16,5.045995480006665e-16
54,5.5000000000000004e-11,7.331260988742044e-16,4.9781886293476775e-16
55,5.600000000000001e-11,7.643914292728175e-16,4.944295273952441e-16
56,5.7000000000000003e-11,7.64361135731453e-16,4.967214153606234e-16
57,5.8000000000000007e-11,7.555649709459602e-16,5.077673868056654e-16
58,5.9e-11,6.900691754834108e-16,4.531668870813726e-16
59,6e-11,7.627832991734051e-16,4.897068324429441e-16
60,6.100000000000001e-11,7.506779548869656e-16,4.815271339823406e-16
61,6.2e-11,7.102360467901066e-16,4.79765977407262e-16
62,6.3e-11,6.869571319893999e-16,4.972153333146498e-16
63,6.4e-11,7.476880166486689e-16,4.85215293816922e-16
64,6.500000000000001e-11,7.142929046166963e-16,4.655102919597175e-16
65,6.6e-11,7.054161600707609e-16,4.955079551554989e-16
