,Time,BUT,DMA
0,1e-12,9.916932637892692e-17,7.057421662522285e-17
1,2e-12,1.2060814177469546e-16,8.910702973618439e-17
2,3e-12,1.5987040613331707e-16,1.128945890671583e-16
3,4e-12,1.4957598358480783e-16,9.365320647533144e-17
4,5.0000000000000005e-12,1.9564918606778058e-16,1.177403563295327e-16
5,6e-12,2.371980382419603e-16,1.296557866038483e-16
6,7.000000000000001e-12,2.268901585150334e-16,1.4104596964138012e-16
7,8e-12,2.36917211908058e-16,1.573933152679759e-16
8,9.000000000000001e-12,2.526938894498958e-16,1.5104533241983895e-16
9,1.0000000000000001e-11,2.9081079462112395e-16,1.6510208058832867e-16
10,1.1e-11,3.1022216088478106e-16,1.7759265255791295e-16
11,1.2e-11,2.9936550809418886e-16,1.7654018202044176e-16
12,1.3e-11,3.061435701182898e-16,1.9932672962363964e-16
13,1.4000000000000002e-11,3.1844776996819104e-16,2.022855586910494e-16
14,1.5e-11,3.61571091826525e-16,2.1343858071315164e-16
15,1.6e-11,3.5762140845114396e-16,2.2513102886985187e-16
16,1.7000000000000003e-11,3.726601118086214e-16,2.368851304746445e-16
17,1.8000000000000002e-11,3.600361493508665e-16,2.619165649172129e-16
18,1.9000000000000002e-11,4.0379901527584755e-16,3.0388037575577623e-16
19,2.0000000000000002e-11,3.928111933759459e-16,3.3135237434471964e-16
20,2.1000000000000002e-11,3.7677366168429494e-16,2.9110384130370154e-16
21,2.2e-11,3.728554075498091e-16,2.9447029113696957e-16
22,2.3e-11,3.9568838415899013e-16,3.1213485142060766e-16
23,2.4e-11,4.260875555986958e-16,2.887798961878931e-16
24,2.5e-11,3.7215065365367853e-16,2.9252426360369627e-16
25,2.6e-11,3.6557007887043803e-16,2.9276241094449553e-16
26,2.7000000000000004e-11,3.795909918242686e-16,2.9785573207657344e-16
27,2.8000000000000003e-11,3.9304134118639373e-16,3.2883109951786597e-16
28,2.9000000000000003e-11,3.9830685941075017e-16,3.2621089623414904e-16
29,3e-11,3.923533329949553e-16,3.333179092833963e-16
30,3.1e-11,3.793811936450945e-16,3.2152264062711574e-16
31,3.2e-11,3.786419304774164e-16,3.36783714624149e-16
32,3.3e-11,3.829092621739029e-16,3.40779460537503e-16
33,3.4000000000000005e-11,3.7784018085460503e-16,3.0660402934914874e-16
34,3.5e-11,4.162322976443348e-16,3.238785394752249e-16
35,3.6000000000000005e-11,4.2358799901126187e-16,3.3873819057395926e-16
36,3.7e-11,4.0992746188104884e-16,3.1823088942311636e-16
37,3.8000000000000004e-11,4.384604415375167e-16,3.3168268671738146e-16
38,3.9e-11,4.791249255694061e-16,3.180254528116797e-16
39,4.0000000000000004e-11,4.593916773335331e-16,3.000077846755336e-16
40,4.1e-11,4.724014766297813e-16,3.4314420620272507e-16
41,4.2000000000000004e-11,4.253881258633958e-16,3.4735290667648126e-16
42,4.3e-11,3.95861331730025e-16,3.5040165616274245e-16
43,4.4e-11,4.2789526913224785e-16,3.3824467323621883e-16
44,4.5000000000000006e-11,4.614148588130613e-16,3.684137797856323e-16
45,4.6e-11,4.716866421976304e-16,3.6356323128216116e-16
46,4.7000000000000006e-11,4.3024781456742195e-16,3.7368608778323166e-16
47,4.8e-11,4.634694030833577e-16,3.6634799600078853e-16
48,4.9000000000000005e-11,4.760118039200639e-16,3.84484103800642e-16
49,5e-11,4.752781941894741e-16,3.7560064099217133e-16
50,5.1000000000000005e-11,4.751930646337794e-16,3.541616308347748e-16
51,5.2e-11,5.242378899421148e-16,3.998227303482192e-16
52,5.3000000000000004e-11,5.22932193984931e-16,3.795206748037691e-16
53,5.400000000000001e-11,4.642955583834008e-16,3.635978332247301e-16
54,5.5000000000000004e-11,4.4336234831799215e-16,3.8167841315525327e-16
55,5.600000000000001e-11,5.18537560464574e-16,3.925103819286162e-16
56,5.7000000000000003e-11,5.106106344508194e-16,4.1555840470004504e-16
