,Time,BUT,DMA
0,1e-12,1.1298685564420969e-16,7.144980115370431e-17
1,2e-12,1.3728407683416517e-16,9.62987488445882e-17
2,3e-12,1.9708879156861422e-16,1.177011948876053e-16
3,4e-12,2.083197019914368e-16,1.2906919767527958e-16
4,5.0000000000000005e-12,2.1869746765864648e-16,1.366767044802583e-16
5,6e-12,2.1677136907229139e-16,1.49300196469311e-16
6,7.000000000000001e-12,2.1964115470006191e-16,1.6391147318607444e-16
7,8e-12,2.488930625004378e-16,2.021075826517807e-16
8,9.000000000000001e-12,2.439805165244629e-16,2.193822791856043e-16
9,1.0000000000000001e-11,2.9436089759306523e-16,2.3029170424621464e-16
10,1.1e-11,3.1231894026851554e-16,2.386482650775085e-16
11,1.2e-11,2.7725414203420827e-16,2.376814439491145e-16
12,1.3e-11,3.185016598825999e-16,2.511071040934043e-16
13,1.4000000000000002e-11,3.2569721588632014e-16,2.714565410916348e-16
14,1.5e-11,3.623652632225802e-16,2.830737279138762e-16
15,1.6e-11,3.9504021809753834e-16,2.6338045367019717e-16
16,1.7000000000000003e-11,4.20941391485201e-16,2.9391393991703915e-16
17,1.8000000000000002e-11,4.06880278401821e-16,2.778128378649358e-16
18,1.9000000000000002e-11,4.3259226667695847e-16,2.943063324285534e-16
19,2.0000000000000002e-11,4.546796221482203e-16,3.159543037609501e-16
20,2.1000000000000002e-11,4.470717866662578e-16,2.965659006391745e-16
21,2.2e-11,4.2230956030323457e-16,3.1115132093841103e-16
22,2.3e-11,4.644631146174651e-16,3.351980823155656e-16
23,2.4e-11,4.666148263514182e-16,3.4400362845198704e-16
24,2.5e-11,4.3836799579328984e-16,3.3227192212771447e-16
25,2.6e-11,4.607345737639799e-16,3.5930221500091083e-16
26,2.7000000000000004e-11,4.495824374058683e-16,3.4764963332659844e-16
27,2.8000000000000003e-11,4.593468917504039e-16,3.337024095844659e-16
28,2.9000000000000003e-11,4.711215482689105e-16,3.219932581959136e-16
29,3e-11,4.583487927183824e-16,3.425652230190411e-16
30,3.1e-11,4.985812167686917e-16,3.544839313461272e-16
31,3.2e-11,4.479462147470671e-16,3.946708100273773e-16
32,3.3e-11,5.17688428817298e-16,4.015238507568429e-16
33,3.4000000000000005e-11,5.334260980325247e-16,4.09502852459038e-16
34,3.5e-11,4.910183618779577e-16,3.9468152635752905e-16
35,3.6000000000000005e-11,5.572597696680459e-16,4.0922767590943876e-16
36,3.7e-11,5.715363362735491e-16,4.132472053738158e-16
37,3.8000000000000004e-11,5.057021118504251e-16,4.0604505374664134e-16
38,3.9e-11,5.268217811994151e-16,4.159405319154207e-16
39,4.0000000000000004e-11,5.242355250617181e-16,4.313454812263665e-16
40,4.1e-11,5.092516527258951e-16,3.9013948454399364e-16
41,4.2000000000000004e-11,5.547608450043819e-16,4.617614809953264e-16
42,4.3e-11,5.735842704288806e-16,4.556450975703419e-16
43,4.4e-11,5.5338642416695525e-16,4.761596756824371e-16
44,4.5000000000000006e-11,5.387061581727098e-16,4.50955708081664e-16
45,4.6e-11,5.169657738817395e-16,4.679144234325598e-16
46,4.7000000000000006e-11,5.272220498455802e-16,4.3193375572253394e-16
47,4.8e-11,5.417909928724147e-16,5.020201796043808e-16
48,4.9000000000000005e-11,5.871890220192102e-16,5.172083048831256e-16
49,5e-11,5.574395115665522e-16,4.823891586136241e-16
50,5.1000000000000005e-11,5.998102447806477e-16,5.034226680634223e-16
51,5.2e-11,6.090011432594928e-16,4.944904438266007e-16
52,5.3000000000000004e-11,5.743397436938155e-16,5.196103961330205e-16
53,5.400000000000001e-11,5.737575525620243e-16,4.753698057712908e-16
54,5.5000000000000004e-11,5.770271032592382e-16,5.027071674065224e-16
55,5.600000000000001e-11,5.961904434314369e-16,5.193426815835345e-16
56,5.7000000000000003e-11,6.660433735125186e-16,5.093424569736085e-16
57,5.8000000000000007e-11,5.8680703711667e-16,5.189884956507039e-16
58,5.9e-11,6.593514190007029e-16,5.340895220826093e-16
59,6e-11,6.604291233968915e-16,4.970961513584062e-16
60,6.100000000000001e-11,6.1135538546446235e-16,5.094514909527913e-16
61,6.2e-11,6.611135375219472e-16,5.134403213660792e-16
62,6.3e-11,6.628174246584307e-16,5.144977582269714e-16
63,6.4e-11,6.636950459115203e-16,5.093337485211366e-16
64,6.500000000000001e-11,6.928015211550796e-16,5.028374458020973e-16
65,6.6e-11,7.104781910148895e-16,5.240834632204885e-16
66,6.7e-11,6.788665319313451e-16,5.19625676203112e-16
67,6.800000000000001e-11,6.22269577855304e-16,4.99490151117703e-16
68,6.900000000000001e-11,6.969473212714143e-16,5.495818274202307e-16
69,7e-11,7.171413555679361e-16,5.697983911081521e-16
70,7.1e-11,6.628999650378639e-16,5.704611755358876e-16
71,7.200000000000001e-11,6.479842078366305e-16,5.50388194088453e-16
72,7.3e-11,6.315235263932059e-16,5.195867532591171e-16
73,7.4e-11,6.627189212993212e-16,5.140110093240326e-16
74,7.5e-11,6.20115963808075e-16,5.080439531796653e-16
75,7.600000000000001e-11,6.351371670491268e-16,4.820788583506351e-16
76,7.7e-11,7.312885389283103e-16,5.223257313322652e-16
77,7.8e-11,7.057828304914423e-16,4.886946645825778e-16
78,7.900000000000001e-11,7.66130275069477e-16,5.39631532396596e-16
79,8.000000000000001e-11,7.624984448053758e-16,5.402291813899961e-16
80,8.1e-11,7.927547796198355e-16,5.388494167334601e-16
81,8.2e-11,7.301175559697308e-16,5.213208884803944e-16
82,8.300000000000001e-11,7.350140600915074e-16,4.914292173381124e-16
83,8.400000000000001e-11,7.400008428261461e-16,5.233575453604859e-16
84,8.5e-11,7.219010354482311e-16,5.267239847020493e-16
85,8.6e-11,7.209217877357419e-16,5.271698434436679e-16
86,8.700000000000001e-11,7.502828216589806e-16,5.368019641354767e-16
87,8.8e-11,7.555587483839206e-16,5.398476570158941e-16
88,8.9e-11,7.699226893300642e-16,5.279609919114117e-16
89,9.000000000000001e-11,7.284467954459701e-16,5.055606463523905e-16
90,9.100000000000001e-11,7.382897390598596e-16,5.22091506056405e-16
91,9.2e-11,7.351946651066144e-16,5.432023248098968e-16
92,9.3e-11,8.294711598893582e-16,5.228597352876919e-16
93,9.400000000000001e-11,7.593879421451721e-16,5.245782451641913e-16
94,9.500000000000001e-11,8.01367784510809e-16,5.481626687519363e-16
95,9.6e-11,8.712618983604388e-16,5.943743455878792e-16
96,9.7e-11,8.066065484213444e-16,5.616737723429065e-16
97,9.800000000000001e-11,8.94521532631455e-16,6.129508282722694e-16
98,9.900000000000001e-11,8.160326399360162e-16,6.017618282049096e-16
99,1e-10,8.039166976218599e-16,6.294552255611191e-16
100,1.0100000000000001e-10,8.624995663245741e-16,6.797997019806964e-16
