,Time,BUT,DMA
0,1e-12,1.1839910899667242e-16,8.34041900890384e-17
1,2e-12,1.9234175804988712e-16,1.0792043205765774e-16
2,3e-12,2.628723014629121e-16,1.4619363249383895e-16
3,4e-12,2.287582037209222e-16,1.3812368987502088e-16
4,5.0000000000000005e-12,2.2194345330142217e-16,1.4343436529162218e-16
5,6e-12,2.2259289511050586e-16,1.4295865353864874e-16
6,7.000000000000001e-12,2.2854455688908657e-16,1.3888244573003245e-16
7,8e-12,2.506856072538651e-16,1.7895765944522891e-16
8,9.000000000000001e-12,2.480278259180409e-16,1.6228135890707589e-16
9,1.0000000000000001e-11,2.3862545506042544e-16,2.0314651363934093e-16
10,1.1e-11,2.2119921632449644e-16,1.973926290827529e-16
11,1.2e-11,2.7540972281189127e-16,2.0464002824921143e-16
12,1.3e-11,2.937420504146008e-16,2.1021310967469213e-16
13,1.4000000000000002e-11,2.983506593908097e-16,2.0214037388423856e-16
14,1.5e-11,2.4770787660541465e-16,2.0534112892693417e-16
15,1.6e-11,2.7947304695823777e-16,1.9705893689497187e-16
16,1.7000000000000003e-11,3.1161414325636545e-16,2.0801568993932438e-16
17,1.8000000000000002e-11,3.547765710817915e-16,2.2330539197064225e-16
18,1.9000000000000002e-11,3.8429075141565846e-16,2.4340682685993954e-16
19,2.0000000000000002e-11,2.9565669919380093e-16,2.266696458797826e-16
20,2.1000000000000002e-11,3.846881059227389e-16,2.511124495196625e-16
21,2.2e-11,4.69786073491105e-16,2.6147422284441314e-16
22,2.3e-11,4.3075863643555884e-16,2.506178310361794e-16
23,2.4e-11,4.489330048594429e-16,2.8086771664311856e-16
24,2.5e-11,4.487348139096046e-16,2.81535352347823e-16
25,2.6e-11,4.375580402499619e-16,2.5840237884645046e-16
26,2.7000000000000004e-11,4.930253274619378e-16,2.7497073841977437e-16
27,2.8000000000000003e-11,5.128157335630826e-16,2.8245940787018256e-16
28,2.9000000000000003e-11,4.780721996892046e-16,2.9070063561419483e-16
29,3e-11,4.652990894779632e-16,2.763140222904641e-16
30,3.1e-11,5.286324579696277e-16,3.0155343607314726e-16
31,3.2e-11,4.54633606098479e-16,2.9108424554970354e-16
32,3.3e-11,4.593408396588711e-16,2.8236421822032684e-16
33,3.4000000000000005e-11,4.951868279804442e-16,2.995752962771435e-16
34,3.5e-11,4.76798850251351e-16,2.98588831971754e-16
35,3.6000000000000005e-11,4.863473983613705e-16,3.205728041777209e-16
36,3.7e-11,4.822531009383809e-16,2.7099600620342727e-16
37,3.8000000000000004e-11,4.3448749717126598e-16,2.999438573411706e-16
38,3.9e-11,4.3466153180824256e-16,2.813935516342312e-16
39,4.0000000000000004e-11,5.075729933218372e-16,2.6274370114217103e-16
40,4.1e-11,5.076877426827017e-16,3.107630714154252e-16
41,4.2000000000000004e-11,4.849296338557054e-16,2.974996648309549e-16
42,4.3e-11,4.592693258780538e-16,3.3353412747629686e-16
43,4.4e-11,4.449460857622281e-16,3.0722327899752443e-16
44,4.5000000000000006e-11,5.071326188584268e-16,2.9482335275072e-16
45,4.6e-11,5.312599785428315e-16,3.098256763640235e-16
46,4.7000000000000006e-11,5.421270734476185e-16,2.990926344872371e-16
