,Time,PET,BUT
0,1e-12,5.404035314141768e-17,5.992976302655113e-17
1,2e-12,7.292616581421905e-17,1.439056555027136e-16
2,3e-12,8.379419667602753e-17,1.2162788139710952e-16
3,4e-12,1.0389588790453773e-16,1.4929406241698276e-16
4,5.0000000000000005e-12,1.1146967478725905e-16,1.4917255346325567e-16
5,6e-12,1.3400904524240146e-16,1.6636343752296419e-16
6,7.000000000000001e-12,1.3342958604131575e-16,2.087851897853948e-16
7,8e-12,1.4144936741698802e-16,1.8618301003296758e-16
8,9.000000000000001e-12,1.5543760153922395e-16,2.1972771983381485e-16
9,1.0000000000000001e-11,1.4098811627106275e-16,2.256291355042377e-16
10,1.1e-11,1.544671547402549e-16,2.0652512473061518e-16
11,1.2e-11,1.6085729512385864e-16,2.56539064506974e-16
12,1.3e-11,1.6275744841671815e-16,2.298156968837032e-16
13,1.4000000000000002e-11,1.9049939056979795e-16,2.8491348017767597e-16
14,1.5e-11,1.9011996203042278e-16,2.835069191952066e-16
15,1.6e-11,2.2064652813708042e-16,3.195522592899326e-16
16,1.7000000000000003e-11,2.258878954478555e-16,2.8372602656092263e-16
17,1.8000000000000002e-11,2.1417756490833523e-16,2.95387595859836e-16
18,1.9000000000000002e-11,2.2313791689225736e-16,3.057643588182726e-16
19,2.0000000000000002e-11,2.0143988974113936e-16,2.5803985867922633e-16
20,2.1000000000000002e-11,2.5212840340408026e-16,3.0561589934632715e-16
21,2.2e-11,2.3773529551971734e-16,4.020425066496323e-16
22,2.3e-11,2.362972800438534e-16,4.1177598461115147e-16
23,2.4e-11,2.407376064095312e-16,3.854664315906938e-16
24,2.5e-11,2.4650665939345323e-16,4.211114922210437e-16
25,2.6e-11,2.7309447716718387e-16,3.543597400319394e-16
26,2.7000000000000004e-11,2.7613297606468644e-16,3.651702207415649e-16
27,2.8000000000000003e-11,2.762778423654336e-16,3.447812794007304e-16
28,2.9000000000000003e-11,2.6904074927988196e-16,3.911032347890725e-16
29,3e-11,2.601169593335348e-16,4.080371642081608e-16
30,3.1e-11,2.704463337123686e-16,4.1609732623544585e-16
31,3.2e-11,2.582347219825609e-16,4.3181884833804436e-16
32,3.3e-11,2.911637210805119e-16,4.44658944662294e-16
33,3.4000000000000005e-11,2.842633087374503e-16,4.117227765028176e-16
34,3.5e-11,2.66939731988301e-16,3.883658483476185e-16
35,3.6000000000000005e-11,2.710533517734713e-16,4.234331819367122e-16
36,3.7e-11,3.023995992593368e-16,4.840888238146773e-16
37,3.8000000000000004e-11,2.9608747145446625e-16,4.721344914162635e-16
38,3.9e-11,2.9043319560927365e-16,4.229947900440433e-16
39,4.0000000000000004e-11,2.856349370591724e-16,4.561000219395372e-16
40,4.1e-11,2.871843156354151e-16,4.401483179686617e-16
41,4.2000000000000004e-11,3.102950149027571e-16,3.8365180163696527e-16
42,4.3e-11,3.0696985155670307e-16,3.9893124277727226e-16
43,4.4e-11,3.0001383856203187e-16,3.6890979608757467e-16
44,4.5000000000000006e-11,2.9962565875877523e-16,3.895064544226386e-16
45,4.6e-11,3.2893621343156034e-16,4.476735643337139e-16
46,4.7000000000000006e-11,3.067737950655851e-16,3.96105412400726e-16
47,4.8e-11,3.20132790179933e-16,4.004871109723266e-16
48,4.9000000000000005e-11,3.3846455782875665e-16,3.9232690005024095e-16
49,5e-11,3.42018428307852e-16,4.291042107298438e-16
50,5.1000000000000005e-11,3.5043887739954654e-16,4.3761883417387756e-16
51,5.2e-11,3.4077242604817435e-16,4.321647625345253e-16
52,5.3000000000000004e-11,3.4241378611344126e-16,4.2989275965701094e-16
53,5.400000000000001e-11,3.4066148901651205e-16,4.753212020429092e-16
54,5.5000000000000004e-11,3.589663255088725e-16,4.448676331260978e-16
55,5.600000000000001e-11,3.363933799512442e-16,4.2849121892254963e-16
56,5.7000000000000003e-11,3.519276843422418e-16,4.2767430992082437e-16
57,5.8000000000000007e-11,3.679984492700627e-16,3.9965667975399336e-16
58,5.9e-11,3.7359748860293913e-16,4.552272642634125e-16
59,6e-11,3.545008394735148e-16,4.708997614126496e-16
60,6.100000000000001e-11,3.5046273929183023e-16,4.742845875722198e-16
61,6.2e-11,3.777637194664914e-16,4.924664455313729e-16
62,6.3e-11,3.752511909717168e-16,5.047275967723657e-16
63,6.4e-11,3.7409735306135977e-16,4.88886751710745e-16
64,6.500000000000001e-11,3.8422607901367873e-16,5.216962110239201e-16
65,6.6e-11,3.7906028169660807e-16,5.38093780749063e-16
66,6.7e-11,3.523938495539049e-16,4.7316840811503545e-16
67,6.800000000000001e-11,3.4740636513564564e-16,4.58289615352763e-16
68,6.900000000000001e-11,3.8641432073293867e-16,5.250993068326954e-16
69,7e-11,3.830268465994971e-16,5.481861635802938e-16
70,7.1e-11,3.8574843455804876e-16,5.60804321711606e-16
