,Time,PET,BUT
0,1e-12,5.76527211887012e-17,8.170914441196948e-17
1,2e-12,7.071015132192234e-17,8.273514523249125e-17
2,3e-12,7.963133329191075e-17,1.3114369384028607e-16
3,4e-12,8.746827078098103e-17,1.6356720269312286e-16
4,5.0000000000000005e-12,1.0415277081361431e-16,1.5478582279861455e-16
5,6e-12,1.0100499937105078e-16,1.6893471523891227e-16
6,7.000000000000001e-12,1.1140412560291144e-16,1.9029077884851693e-16
7,8e-12,1.2191404848380247e-16,1.985685985756792e-16
8,9.000000000000001e-12,1.2506473374450774e-16,2.413309143301071e-16
9,1.0000000000000001e-11,1.2061176174270766e-16,1.9157720102671345e-16
10,1.1e-11,1.3581486915846882e-16,2.5743718165424532e-16
11,1.2e-11,1.4230357290183792e-16,2.0281678949082327e-16
12,1.3e-11,1.5100730181405283e-16,2.223861715450813e-16
13,1.4000000000000002e-11,1.669643988830471e-16,2.3492744479418715e-16
14,1.5e-11,1.5437686157592945e-16,2.2286563252212736e-16
15,1.6e-11,1.6673448552463496e-16,2.456193164419798e-16
16,1.7000000000000003e-11,1.6482696346712948e-16,2.0991793371542982e-16
17,1.8000000000000002e-11,1.8298937210041358e-16,2.1157497910149334e-16
18,1.9000000000000002e-11,1.7977718724383638e-16,2.571047572951305e-16
19,2.0000000000000002e-11,1.89605159050683e-16,2.681607475027577e-16
20,2.1000000000000002e-11,1.8693791316576596e-16,2.0546239845319003e-16
21,2.2e-11,1.9439420578359175e-16,2.5087379954019746e-16
22,2.3e-11,1.8729024164728735e-16,2.963709747567707e-16
23,2.4e-11,1.950817434006574e-16,2.7397648741499896e-16
24,2.5e-11,1.989016377801335e-16,2.52025471687687e-16
25,2.6e-11,2.0130576563356928e-16,2.821646534575882e-16
26,2.7000000000000004e-11,2.3226822892125943e-16,2.843647807693668e-16
27,2.8000000000000003e-11,2.317024241798493e-16,2.824718800097702e-16
28,2.9000000000000003e-11,2.3384787635655936e-16,3.6265270546640074e-16
29,3e-11,2.2292845080487364e-16,3.8445374696692974e-16
30,3.1e-11,2.3149053367340263e-16,3.7506117212873885e-16
31,3.2e-11,2.2304971398428464e-16,4.1802746554288157e-16
32,3.3e-11,2.435259608079598e-16,4.119053997475644e-16
33,3.4000000000000005e-11,2.6788015636833505e-16,4.358862906197894e-16
