,compound,x,Temperature,rho,w_mass,w_vol,time,D,Viscosity,D0,E
656,dmag,11.990940175206527,30.69999999999999,1.07,4.85,7.413571428571428,3924.5,94657.32087227417,3.2099999999999986,259880180.9695961,20010.594808262063
657,dmag,11.990940175206527,30.80000000000001,1.07,4.85,7.413571428571429,3922.0,94688.47352024923,3.2099999999999995,259880180.9695961,20010.594808262063
658,dmag,11.990940175206527,30.899999999999977,1.07,4.85,7.413571428571429,3941.5,94719.62616822422,3.210000000000002,259880180.9695961,20010.594808262063
659,dmag,11.990940175206527,31.0,1.07,4.85,7.413571428571429,3964.5806451612902,95344.82758620685,3.1900000000000013,259880180.9695961,20010.594808262063
660,dmag,11.990940175206527,31.100000000000023,1.07,4.85,7.413571428571429,4001.0,95526.13808876008,3.1849999999999996,259880180.9695961,20010.594808262063
661,dmag,11.990940175206527,31.19999999999999,1.07,4.85,7.413571428571429,4042.953488372093,96398.61852895407,3.1572093023255827,259880180.96959612,20010.594808262063
662,dmag,11.990940175206527,31.30000000000001,1.07,4.85,7.413571428571429,4075.5,96650.79365079365,3.15,259880180.96959606,20010.594808262063
663,dmag,11.990940175206527,31.399999999999977,1.07,4.85,7.413571428571429,4082.5,88275.3623188406,3.4499999999999984,259880180.9695961,20010.594808262063
664,dmag,11.990940175206527,31.80000000000001,1.07,4.85,7.413571428571428,4116.9,96957.43956522709,3.1460000000000004,259880180.9695961,20010.594808262063
665,dmag,11.990940175206527,31.899999999999977,1.07,4.85,7.413571428571429,4107.571428571428,92663.38923934368,3.2985714285714285,259880180.9695961,20010.594808262063
666,dmag,11.990940175206527,32.0,1.07,4.85,7.413571428571429,4106.666666666667,97596.1709128642,3.126666666666667,259880180.96959606,20010.594808262063
667,dmag,11.990940175206527,32.10000000000002,1.07,4.85,7.413571428571429,4129.5,93545.46221322537,3.2699999999999996,259880180.9695961,20010.594808262063
668,dmag,11.990940175206527,32.19999999999999,1.07,4.85,7.413571428571429,4131.5,97868.58974358972,3.12,259880180.9695961,20010.594808262063
669,dmag,11.990940175206527,32.30000000000001,1.07,4.85,7.413571428571429,4159.0,98532.25806451621,3.0999999999999974,259880180.9695961,20010.594808262063
670,dmag,11.990940175206527,32.39999999999998,1.07,4.85,7.413571428571429,4156.0,98564.51612903221,3.1000000000000014,259880180.9695961,20010.594808262063
671,dmag,11.990940175206527,32.5,1.07,4.85,7.413571428571428,4154.4,98596.77419354842,3.0999999999999983,259880180.9695961,20010.594808262063
672,dmag,11.990940175206527,32.60000000000002,1.07,4.85,7.413571428571429,4173.5,98629.03225806459,3.099999999999998,259880180.9695961,20010.594808262063
673,dmag,11.990940175206527,32.69999999999999,1.07,4.85,7.413571428571429,4175.5,98980.58252427187,3.089999999999999,259880180.9695961,20010.594808262063
674,dmag,11.990940175206527,32.80000000000001,1.07,4.85,7.413571428571429,4206.5,99657.98045602614,3.0699999999999976,259880180.9695961,20010.594808262063
675,dmag,11.990940175206527,32.89999999999998,1.07,4.85,7.413571428571428,4196.7,99690.55374592831,3.0700000000000003,259880180.9695961,20010.594808262063
676,dmag,11.990940175206527,33.0,1.07,4.85,7.413571428571429,4188.75,99723.12703583059,3.07,259880180.96959606,20010.594808262063
677,dmag,11.990940175206527,33.10000000000002,1.07,4.85,7.413571428571429,4219.0,100081.6993464053,3.0599999999999974,259880180.96959606,20010.594808262063
678,dmag,11.990940175206527,33.19999999999999,1.07,4.85,7.413571428571429,4241.5,100897.74540776442,3.036250000000001,259880180.9695961,20010.594808262063
679,dmag,11.990940175206527,33.30000000000001,1.07,4.85,7.413571428571428,4231.3,100805.92105263159,3.0399999999999996,259880180.9695961,20010.594808262063
680,dmag,11.990940175206527,33.39999999999998,1.07,4.85,7.413571428571429,4251.0,101171.6171617162,3.029999999999999,259880180.9695961,20010.594808262063
681,dmag,11.990940175206527,33.5,1.07,4.85,7.413571428571428,4257.0,101204.6204620462,3.0300000000000002,259880180.9695961,20010.594808262063
682,dmag,11.990940175206527,33.60000000000002,1.07,4.85,7.413571428571429,4262.5,101237.62376237626,3.0299999999999994,259880180.96959606,20010.594808262063
683,dmag,11.990940175206527,33.69999999999999,1.07,4.85,7.413571428571429,4287.615384615385,101943.52159468437,3.01,259880180.9695961,20010.594808262063
684,dmag,11.990940175206527,33.80000000000001,1.07,4.85,7.413571428571429,4297.5,101976.74418604655,3.0099999999999993,259880180.96959606,20010.594808262063
685,dmag,11.990940175206527,33.89999999999998,1.07,4.85,7.413571428571429,4302.0,102009.96677740868,3.009999999999998,259880180.96959606,20010.594808262063
686,dmag,11.990940175206527,34.0,1.07,4.85,7.413571428571429,4305.0,102043.18936877073,3.0100000000000002,259880180.96959606,20010.594808262063
687,dmag,11.990940175206527,34.10000000000002,1.07,4.85,7.413571428571428,4324.210526315789,102416.66666666663,3.000000000000001,259880180.96959612,20010.594808262063
688,dmag,11.990940175206527,34.19999999999999,1.07,4.85,7.413571428571428,4314.0,102450.00000000007,2.9999999999999973,259880180.96959606,20010.594808262063
689,dmag,11.990940175206527,34.30000000000001,1.07,4.85,7.413571428571429,4376.411764705882,103518.5185185185,2.97,259880180.9695961,20010.594808262063
690,dmag,11.990940175206527,34.39999999999998,1.07,4.85,7.413571428571428,4367.9473684210525,103552.18855218859,2.969999999999999,259880180.96959612,20010.594808262063
691,dmag,11.990940175206527,34.5,1.07,4.85,7.413571428571429,4394.5,104288.13559322029,2.950000000000001,259880180.9695961,20010.594808262063
692,dmag,11.990940175206527,34.60000000000002,1.07,4.85,7.413571428571429,4396.5,104322.033898305,2.950000000000002,259880180.9695961,20010.594808262063
693,dmag,11.990940175206527,34.69999999999999,1.07,4.85,7.413571428571429,4413.8,104261.91785005336,2.9526666666666683,259880180.9695961,20010.594808262063
694,dmag,11.990940175206527,34.80000000000001,1.07,4.85,7.413571428571428,4405.777777777777,104389.83050847458,2.9499999999999997,259880180.96959606,20010.594808262063
695,dmag,11.990940175206527,34.89999999999998,1.07,4.85,7.413571428571429,4464.5,105496.5753424657,2.920000000000001,259880180.9695961,20010.594808262063
696,dmag,11.990940175206527,35.0,1.07,4.85,7.413571428571429,4455.909090909091,105530.82191780832,2.9199999999999973,259880180.9695961,20010.594808262063
697,dmag,11.990940175206527,35.10000000000002,1.07,4.85,7.413571428571429,4476.0,105565.06849315068,2.9200000000000004,259880180.96959606,20010.594808262063
698,dmag,11.990940175206527,35.19999999999999,1.07,4.85,7.413571428571429,4478.5,105599.3150684931,2.9200000000000013,259880180.9695961,20010.594808262063
699,dmag,11.990940175206527,35.30000000000001,1.07,4.85,7.413571428571429,4499.34375,105996.56357388319,2.909999999999999,259880180.9695961,20010.594808262063
700,dmag,11.990940175206527,35.39999999999998,1.07,4.85,7.413571428571429,4518.0,106764.70588235288,2.890000000000001,259880180.96959606,20010.594808262063
701,dmag,11.990940175206527,35.5,1.07,4.85,7.413571428571429,4522.0,106799.30795847754,2.889999999999999,259880180.96959606,20010.594808262063
702,dmag,11.990940175206527,35.60000000000002,1.07,4.85,7.413571428571429,4550.571428571428,107204.86111111104,2.8800000000000017,259880180.9695961,20010.594808262063
703,dmag,11.990940175206527,35.69999999999999,1.07,4.85,7.413571428571429,4533.5,106868.5121107266,2.890000000000001,259880180.9695961,20010.594808262063
704,dmag,11.990940175206527,35.80000000000001,1.07,4.85,7.413571428571429,4565.0,107274.3055555556,2.8799999999999977,259880180.96959606,20010.594808262063
705,dmag,11.990940175206527,35.89999999999998,1.07,4.85,7.413571428571429,4591.25,107309.02777777775,2.8800000000000003,259880180.9695961,20010.594808262063
706,dmag,11.990940175206527,36.0,1.07,4.85,7.413571428571428,4577.5,107343.74999999991,2.8800000000000026,259880180.9695961,20010.594808262063
707,dmag,11.990940175206527,36.19999999999999,1.07,4.85,7.413571428571429,4706.191176470588,108543.85964912275,2.850000000000001,259880180.9695961,20010.594808262063
708,dmag,11.990940175206527,36.30000000000001,1.07,4.85,7.413571428571429,4746.666666666667,108578.94736842102,2.85,259880180.96959606,20010.594808262063
709,dmag,11.990940175206527,36.39999999999998,1.07,4.85,7.413571428571429,4749.5,109381.62544169601,2.8300000000000023,259880180.9695961,20010.594808262063
710,dmag,11.990940175206527,36.5,1.07,4.85,7.413571428571429,4772.0,109416.96113074197,2.830000000000002,259880180.9695961,20010.594808262063
711,dmag,11.990940175206527,36.60000000000002,1.07,4.85,7.413571428571428,4771.85,109452.29681978805,2.8299999999999983,259880180.9695961,20010.594808262063
712,dmag,11.990940175206527,36.69999999999999,1.07,4.85,7.413571428571429,4771.666666666667,109487.63250883385,2.8300000000000005,259880180.96959606,20010.594808262063
713,dmag,11.990940175206527,36.80000000000001,1.07,4.85,7.413571428571429,4793.5,109911.3475177304,2.820000000000002,259880180.9695961,20010.594808262063
714,dmag,11.990940175206527,36.89999999999998,1.07,4.85,7.413571428571429,4820.64705882353,109946.80851063825,2.8200000000000007,259880180.9695961,20010.594808262063
715,dmag,11.990940175206527,37.0,1.07,4.85,7.413571428571429,4813.4,109982.269503546,2.820000000000002,259880180.9695961,20010.594808262063
716,dmag,11.990940175206527,37.10000000000002,1.07,4.85,7.413571428571428,4807.222222222223,110017.73049645395,2.819999999999999,259880180.96959606,20010.594808262063
717,dmag,11.990940175206527,37.19999999999999,1.07,4.85,7.413571428571429,4867.066666666667,111236.55913978496,2.789999999999999,259880180.9695961,20010.594808262063
718,dmag,11.990940175206527,37.30000000000001,1.07,4.85,7.413571428571429,4846.5,110874.99999999991,2.800000000000002,259880180.9695961,20010.594808262063
719,dmag,11.990940175206527,37.39999999999998,1.07,4.85,7.413571428571428,4886.0,111308.24372759847,2.7900000000000023,259880180.96959606,20010.594808262063
720,dmag,11.990940175206527,37.5,1.07,4.85,7.413571428571429,4892.5,111344.08602150538,2.7899999999999996,259880180.9695961,20010.594808262063
721,dmag,11.990940175206527,37.60000000000002,1.07,4.85,7.413571428571429,4920.0,112184.11552346566,2.770000000000001,259880180.9695961,20010.594808262063
722,dmag,11.990940175206527,37.69999999999999,1.07,4.85,7.413571428571428,4919.0,112220.21660649808,2.7700000000000022,259880180.9695961,20010.594808262063
723,dmag,11.990940175206527,37.80000000000001,1.07,4.85,7.413571428571429,4934.5,112256.31768953077,2.769999999999998,259880180.9695961,20010.594808262063
724,dmag,11.990940175206527,37.89999999999998,1.07,4.85,7.413571428571428,4961.263157894737,112699.27536231892,2.7599999999999976,259880180.96959612,20010.594808262063
725,dmag,11.990940175206527,38.0,1.07,4.85,7.413571428571429,4949.75,112735.50724637677,2.7600000000000007,259880180.9695961,20010.594808262063
726,dmag,11.990940175206527,38.10000000000002,1.07,4.85,7.413571428571429,4991.5,113594.89051094888,2.7400000000000007,259880180.96959606,20010.594808262063
727,dmag,11.990940175206527,38.19999999999999,1.07,4.85,7.413571428571428,5005.142857142857,113631.38686131395,2.7399999999999975,259880180.9695961,20010.594808262063
728,dmag,11.990940175206527,38.30000000000001,1.07,4.85,7.413571428571429,4998.75,113667.88321167878,2.7400000000000007,259880180.96959606,20010.594808262063
729,dmag,11.990940175206527,38.39999999999998,1.07,4.85,7.413571428571429,5027.5,114120.879120879,2.730000000000002,259880180.9695961,20010.594808262063
730,dmag,11.990940175206527,38.5,1.07,4.85,7.413571428571429,5030.0,113740.87591240874,2.74,259880180.9695961,20010.594808262063
731,dmag,11.990940175206527,38.60000000000002,1.07,4.85,7.413571428571429,5055.333333333333,114194.13919413912,2.7300000000000018,259880180.96959606,20010.594808262063
732,dmag,11.990940175206527,38.69999999999999,1.07,4.85,7.413571428571429,5038.5,114230.76923076919,2.7300000000000004,259880180.9695961,20010.594808262063
733,dmag,11.990940175206527,38.80000000000001,1.07,4.85,7.413571428571429,5073.5,115110.70110701099,2.7100000000000017,259880180.9695961,20010.594808262063
734,dmag,11.990940175206527,38.89999999999998,1.07,4.85,7.413571428571429,5104.0,115574.07407407403,2.7000000000000006,259880180.9695961,20010.594808262063
735,dmag,11.990940175206527,39.0,1.07,4.85,7.413571428571428,5102.666666666667,115611.11111111107,2.7000000000000006,259880180.96959606,20010.594808262063
736,dmag,11.990940175206527,39.10000000000002,1.07,4.85,7.413571428571429,5136.909090909091,115648.14814814822,2.6999999999999984,259880180.9695961,20010.594808262063
737,dmag,11.990940175206527,39.19999999999999,1.07,4.85,7.413571428571428,5131.684210526316,115685.18518518512,2.7000000000000015,259880180.96959612,20010.594808262063
738,dmag,11.990940175206527,39.30000000000001,1.07,4.85,7.413571428571429,5182.9111111111115,116585.8208955225,2.6799999999999975,259880180.9695961,20010.594808262063
739,dmag,11.990940175206527,39.39999999999998,1.07,4.85,7.413571428571429,5209.0,117059.92509363299,2.6699999999999986,259880180.9695961,20010.594808262063
740,dmag,11.990940175206527,39.5,1.07,4.85,7.413571428571429,5235.666666666667,117097.37827715355,2.6699999999999995,259880180.96959606,20010.594808262063
741,dmag,11.990940175206527,39.60000000000002,1.07,4.85,7.413571428571429,5229.36,117134.8314606741,2.6700000000000013,259880180.9695961,20010.594808262063
742,dmag,11.990940175206527,39.69999999999999,1.07,4.85,7.413571428571429,5236.75,117614.44420888982,2.6599999999999997,259880180.9695961,20010.594808262063
743,dmag,11.990940175206527,39.80000000000001,1.07,4.85,7.413571428571429,5278.357142857143,118094.33962264152,2.6499999999999995,259880180.9695961,20010.594808262063
744,dmag,11.990940175206527,39.89999999999998,1.07,4.85,7.413571428571429,5274.48,118132.07547169802,2.6500000000000017,259880180.9695961,20010.594808262063
745,dmag,11.990940175206527,40.0,1.07,4.85,7.413571428571429,5328.5,118617.42424242414,2.6400000000000023,259880180.9695961,20010.594808262063
746,dmag,11.990940175206527,40.10000000000002,1.07,4.85,7.413571428571429,5316.6,118655.30303030307,2.6399999999999992,259880180.9695961,20010.594808262063
747,dmag,11.990940175206527,40.19999999999999,1.07,4.85,7.413571428571428,5377.333333333333,119599.2366412213,2.620000000000001,259880180.9695961,20010.594808262063
748,dmag,11.990940175206527,40.30000000000001,1.07,4.85,7.413571428571428,5377.315789473684,119637.40458015256,2.6200000000000023,259880180.96959612,20010.594808262063
749,dmag,11.990940175206527,40.39999999999998,1.07,4.85,7.413571428571429,5398.5,119675.57251908402,2.6199999999999988,259880180.9695961,20010.594808262063
750,dmag,22.36703749599699,14.600000000000023,1.05,9.73,14.595000000000004,166.2173913043478,70874.38423645323,4.059999999999998,207726214.04821512,19107.247195441036
751,dmag,22.36703749599699,14.699999999999989,1.05,9.73,14.595000000000004,234.85981308411215,70899.01477832516,4.059999999999997,207726214.04821512,19107.247195441036
752,dmag,22.36703749599699,14.800000000000011,1.05,9.73,14.595000000000004,379.42857142857144,71629.35323383087,4.019999999999999,207726214.04821512,19107.247195441036
753,dmag,22.36703749599699,14.899999999999977,1.05,9.73,14.595000000000004,421.625,71476.42679900747,4.029999999999998,207726214.04821512,19107.247195441036
754,dmag,22.36703749599699,15.0,1.05,9.73,14.595000000000004,410.6875,71501.24069478904,4.030000000000002,207726214.04821512,19107.247195441036
755,dmag,22.36703749599699,15.100000000000023,1.05,9.73,14.595000000000004,433.5,71172.83950617285,4.05,207726214.04821512,19107.247195441036
756,dmag,22.36703749599699,15.199999999999989,1.05,9.73,14.595000000000004,459.83870967741933,71550.86848635231,4.030000000000002,207726214.04821512,19107.247195441036
757,dmag,22.36703749599699,15.300000000000011,1.05,9.73,14.595000000000004,487.95652173913044,71575.68238213398,4.030000000000001,207726214.04821512,19107.247195441036
758,dmag,22.36703749599699,15.399999999999977,1.05,9.73,14.595000000000004,494.6,71600.49627791556,4.030000000000003,207726214.0482151,19107.247195441036
759,dmag,22.36703749599699,15.5,1.05,9.73,14.595000000000004,543.1025641025641,71803.48258706472,4.019999999999997,207726214.04821512,19107.247195441036
760,dmag,22.36703749599699,15.600000000000023,1.05,9.730000000000002,14.595000000000004,601.7777777777778,72187.50000000001,3.999999999999999,207726214.04821512,19107.247195441036
761,dmag,22.36703749599699,15.699999999999989,1.05,9.73,14.595000000000004,674.84,72393.48370927318,3.9899999999999993,207726214.0482151,19107.247195441036
762,dmag,22.36703749599699,15.800000000000011,1.05,9.73,14.595000000000004,711.5,72418.5463659148,3.9899999999999993,207726214.04821512,19107.247195441036
763,dmag,22.36703749599699,15.899999999999977,1.05,9.73,14.595000000000004,727.0,72443.60902255632,3.9900000000000033,207726214.04821512,19107.247195441036
764,dmag,22.36703749599699,16.0,1.05,9.73,14.595000000000004,751.8571428571429,72833.75314861455,3.970000000000003,207726214.04821512,19107.247195441036
765,dmag,22.36703749599699,16.100000000000023,1.05,9.73,14.595000000000004,769.0,72858.94206549124,3.9699999999999975,207726214.04821512,19107.247195441036
766,dmag,22.36703749599699,16.19999999999999,1.05,9.73,14.595000000000006,797.5,73068.18181818184,3.9599999999999986,207726214.04821512,19107.247195441036
767,dmag,22.36703749599699,16.30000000000001,1.05,9.73,14.595000000000002,787.3333333333334,73093.43434343435,3.96,207726214.04821515,19107.247195441036
768,dmag,22.36703749599699,16.399999999999977,1.05,9.73,14.595000000000004,817.0,73489.84771573599,3.9400000000000026,207726214.04821512,19107.247195441036
769,dmag,22.36703749599699,16.5,1.05,9.73,14.595000000000004,843.2083333333334,73702.29007633592,3.9299999999999975,207726214.04821512,19107.247195441036
770,dmag,22.36703749599699,16.600000000000023,1.05,9.73,14.595000000000004,862.8636363636364,74210.3604510453,3.9045454545454534,207726214.04821512,19107.247195441036
771,dmag,22.36703749599699,16.69999999999999,1.05,9.73,14.595000000000006,915.5555555555555,74597.64550522102,3.8855555555555585,207726214.04821512,19107.247195441036
772,dmag,22.36703749599699,16.80000000000001,1.05,9.73,14.595000000000004,1009.2241379310345,74869.26363242939,3.872758620689655,207726214.04821512,19107.247195441036
773,dmag,22.36703749599699,16.899999999999977,1.05,9.73,14.595000000000004,1144.3963963963963,74901.33414402173,3.8724324324324324,207726214.04821512,19107.247195441036
774,dmag,22.36703749599699,17.0,1.05,9.73,14.595000000000004,1252.421052631579,74974.16020671836,3.869999999999999,207726214.04821512,19107.247195441036
775,dmag,22.36703749599699,17.100000000000023,1.05,9.73,14.595000000000004,1268.0,74999.99999999996,3.8700000000000023,207726214.04821512,19107.247195441036
776,dmag,22.36703749599699,17.19999999999999,1.05,9.73,14.595000000000004,1301.5,75415.58441558447,3.8499999999999965,207726214.04821512,19107.247195441036
777,dmag,22.36703749599699,17.30000000000001,1.05,9.73,14.595000000000004,1297.6818181818182,75441.55844155847,3.8499999999999983,207726214.04821512,19107.247195441036
778,dmag,22.36703749599699,17.399999999999977,1.05,9.73,14.595000000000004,1280.5,75467.53246753242,3.850000000000002,207726214.04821512,19107.247195441036
779,dmag,22.36703749599699,17.5,1.05,9.73,14.595000000000002,1342.2380952380952,76086.387434555,3.819999999999998,207726214.04821515,19107.247195441036
780,dmag,22.36703749599699,17.600000000000023,1.05,9.73,14.595000000000004,1330.875,76312.33595800523,3.8100000000000005,207726214.04821512,19107.247195441036
781,dmag,22.36703749599699,17.69999999999999,1.05,9.73,14.595000000000004,1379.1875,76622.4773307631,3.7959375,207726214.04821512,19107.247195441036
782,dmag,22.36703749599699,17.80000000000001,1.05,9.73,14.595000000000004,1414.642857142857,76806.4850501994,3.7882142857142855,207726214.04821512,19107.247195441036
783,dmag,22.36703749599699,17.899999999999977,1.05,9.73,14.595000000000004,1510.0625,76997.35449735443,3.7800000000000025,207726214.04821512,19107.247195441036
784,dmag,22.36703749599699,18.0,1.05,9.73,14.595000000000004,1612.0526315789473,77433.51063829787,3.76,207726214.04821512,19107.247195441036
785,dmag,22.36703749599699,18.100000000000023,1.05,9.73,14.595000000000004,1646.5,77460.10638297876,3.759999999999998,207726214.04821512,19107.247195441036
786,dmag,22.36703749599699,18.19999999999999,1.05,9.73,14.595000000000004,1672.0,77486.70212765962,3.7599999999999976,207726214.04821512,19107.247195441036
787,dmag,22.36703749599699,18.30000000000001,1.05,9.730000000000002,14.595000000000004,1667.111111111111,77513.29787234047,3.7599999999999976,207726214.04821512,19107.247195441036
788,dmag,22.36703749599699,18.399999999999977,1.05,9.73,14.595000000000004,1710.8947368421052,77746.66666666664,3.750000000000001,207726214.04821512,19107.247195441036
789,dmag,22.36703749599699,18.5,1.05,9.73,14.595000000000004,1758.0588235294117,78375.80950394513,3.7211764705882358,207726214.04821512,19107.247195441036
790,dmag,22.36703749599699,18.600000000000023,1.05,9.73,14.595000000000004,1797.2,78915.45814106785,3.6970000000000014,207726214.04821512,19107.247195441036
791,dmag,22.36703749599699,18.69999999999999,1.05,9.73,14.595000000000002,1908.9166666666667,78878.37837837831,3.700000000000002,207726214.04821515,19107.247195441036
792,dmag,22.36703749599699,18.80000000000001,1.05,9.73,14.595000000000004,1974.5,79119.24119241188,3.690000000000002,207726214.04821512,19107.247195441036
793,dmag,22.36703749599699,18.899999999999977,1.05,9.73,14.595000000000004,1976.5,79146.34146341457,3.690000000000002,207726214.04821512,19107.247195441036
794,dmag,22.36703749599699,19.0,1.05,9.73,14.595000000000004,1979.0,79173.44173441728,3.6900000000000026,207726214.04821512,19107.247195441036
795,dmag,22.36703749599699,19.100000000000023,1.05,9.73,14.595000000000004,2007.875,79968.9243561873,3.654583333333335,207726214.04821512,19107.247195441036
796,dmag,22.36703749599699,19.19999999999999,1.05,9.73,14.595000000000006,1990.3333333333333,79659.40054495918,3.669999999999997,207726214.04821512,19107.247195441036
797,dmag,22.36703749599699,19.30000000000001,1.05,9.73,14.595000000000004,2023.5,80343.40659340663,3.6399999999999983,207726214.04821512,19107.247195441036
798,dmag,22.36703749599699,19.399999999999977,1.05,9.73,14.595000000000004,2052.4545454545455,80370.87912087918,3.6399999999999966,207726214.04821512,19107.247195441036
799,dmag,22.36703749599699,19.5,1.05,9.73,14.595000000000004,2057.935483870968,80558.01358417266,3.632903225806451,207726214.04821512,19107.247195441036
800,dmag,22.36703749599699,19.600000000000023,1.05,9.73,14.595000000000004,2120.818181818182,81094.18282548472,3.610000000000002,207726214.04821512,19107.247195441036
801,dmag,22.36703749599699,19.69999999999999,1.05,9.73,14.595000000000002,2123.6190476190477,81121.88365650963,3.610000000000003,207726214.04821515,19107.247195441036
802,dmag,22.36703749599699,19.80000000000001,1.05,9.73,14.595000000000004,2200.3076923076924,81375.0,3.5999999999999996,207726214.04821512,19107.247195441036
803,dmag,22.36703749599699,19.899999999999977,1.05,9.730000000000002,14.595000000000004,2304.675925925926,81857.54189944135,3.579999999999999,207726214.04821512,19107.247195441036
804,dmag,22.36703749599699,20.0,1.05,9.73,14.595000000000004,2420.086956521739,82114.84593837529,3.5700000000000016,207726214.04821512,19107.247195441036
805,dmag,22.36703749599699,20.100000000000023,1.05,9.73,14.595000000000004,2445.0,82142.85714285713,3.5700000000000003,207726214.04821512,19107.247195441036
806,dmag,22.36703749599699,20.19999999999999,1.05,9.73,14.595000000000004,2447.0,82170.86834733891,3.5700000000000007,207726214.04821512,19107.247195441036
807,dmag,22.36703749599699,20.30000000000001,1.05,9.73,14.595000000000004,2448.5,82198.8795518207,3.5700000000000007,207726214.04821512,19107.247195441036
808,dmag,22.36703749599699,20.399999999999977,1.05,9.73,14.595000000000004,2479.0,82690.14084507042,3.55,207726214.04821512,19107.247195441036
809,dmag,22.36703749599699,20.5,1.05,9.73,14.595000000000004,2464.1,82718.30985915489,3.5500000000000016,207726214.04821512,19107.247195441036
810,dmag,22.36703749599699,20.600000000000023,1.05,9.73,14.595000000000004,2459.5,82746.47887323951,3.5499999999999967,207726214.04821512,19107.247195441036
811,dmag,22.36703749599699,20.69999999999999,1.05,9.73,14.595000000000004,2493.0,83008.4745762711,3.540000000000003,207726214.04821512,19107.247195441036
812,dmag,22.36703749599699,20.80000000000001,1.05,9.73,14.595000000000004,2523.5,83508.52272727274,3.5199999999999996,207726214.04821512,19107.247195441036
813,dmag,22.36703749599699,20.899999999999977,1.05,9.73,14.595000000000004,2511.4375,83536.93181818188,3.5199999999999965,207726214.04821512,19107.247195441036
814,dmag,22.36703749599699,21.0,1.05,9.73,14.595000000000004,2503.0,83565.34090909088,3.520000000000001,207726214.04821512,19107.247195441036
815,dmag,22.36703749599699,21.100000000000023,1.05,9.73,14.595000000000004,2569.0625,84312.32091690536,3.4900000000000033,207726214.04821512,19107.247195441036
816,dmag,22.36703749599699,21.19999999999999,1.05,9.73,14.595000000000004,2564.1666666666665,84340.97421203443,3.489999999999997,207726214.04821512,19107.247195441036
817,dmag,22.36703749599699,21.30000000000001,1.05,9.73,14.595000000000004,2611.375,84612.06896551728,3.479999999999998,207726214.04821512,19107.247195441036
818,dmag,22.36703749599699,21.399999999999977,1.05,9.73,14.595000000000002,2605.0,84622.14892113119,3.4807692307692317,207726214.04821512,19107.247195441036
819,dmag,22.36703749599699,21.5,1.05,9.73,14.595000000000004,2747.7843137254904,85405.79710144927,3.45,207726214.04821512,19107.247195441036
820,dmag,22.36703749599699,21.600000000000023,1.05,9.730000000000002,14.595000000000004,2876.037037037037,85932.94460641398,3.4300000000000006,207726214.04821512,19107.247195441036
821,dmag,22.36703749599699,21.69999999999999,1.05,9.73,14.595000000000004,2942.0,85962.09912536443,3.4299999999999997,207726214.04821512,19107.247195441036
822,dmag,22.36703749599699,21.80000000000001,1.05,9.73,14.595000000000004,2945.5,86242.69005847957,3.4199999999999986,207726214.04821512,19107.247195441036
823,dmag,22.36703749599699,21.899999999999977,1.05,9.73,14.595000000000004,2968.6666666666665,86271.92982456138,3.4200000000000004,207726214.04821512,19107.247195441036
824,dmag,22.36703749599699,22.0,1.05,9.73,14.595000000000006,2977.277777777778,86301.16959064324,3.4200000000000013,207726214.04821512,19107.247195441036
825,dmag,22.36703749599699,22.100000000000023,1.05,9.73,14.595000000000006,2964.8333333333335,86330.40935672511,3.4200000000000013,207726214.04821512,19107.247195441036
826,dmag,22.36703749599699,22.19999999999999,1.05,9.73,14.595000000000004,2992.0,86359.649122807,3.4200000000000004,207726214.04821512,19107.247195441036
827,dmag,22.36703749599699,22.30000000000001,1.05,9.73,14.595000000000004,3024.818181818182,87153.39233038346,3.3900000000000006,207726214.04821512,19107.247195441036
828,dmag,22.36703749599699,22.399999999999977,1.05,9.73,14.595000000000004,3020.5333333333333,87182.89085545727,3.3899999999999975,207726214.04821512,19107.247195441036
829,dmag,22.36703749599699,22.5,1.05,9.73,14.595000000000006,3024.8888888888887,87212.389380531,3.3899999999999983,207726214.04821512,19107.247195441036
830,dmag,22.36703749599699,22.600000000000023,1.05,9.73,14.595000000000002,3069.5,87759.64391691388,3.3700000000000023,207726214.04821512,19107.247195441036
831,dmag,22.36703749599699,22.69999999999999,1.05,9.73,14.595000000000004,3111.0526315789475,88050.59523809525,3.359999999999999,207726214.04821512,19107.247195441036
832,dmag,22.36703749599699,22.80000000000001,1.05,9.73,14.595000000000004,3114.65625,88080.35714285707,3.3600000000000025,207726214.04821512,19107.247195441036
833,dmag,22.36703749599699,22.899999999999977,1.05,9.73,14.595000000000004,3173.1132075471696,88637.72455089822,3.3399999999999985,207726214.04821512,19107.247195441036
834,dmag,22.36703749599699,23.0,1.05,9.73,14.595000000000004,3257.0,89611.78404013763,3.3050000000000024,207726214.04821512,19107.247195441036
835,dmag,22.36703749599699,23.100000000000023,1.05,9.73,14.595000000000004,3218.0,79423.59249329758,3.7300000000000004,207726214.04821512,19107.247195441036
836,dmag,22.36703749599699,23.19999999999999,1.05,9.73,14.595000000000004,3247.5,89531.72205438068,3.309999999999999,207726214.04821512,19107.247195441036
837,dmag,22.36703749599699,23.30000000000001,1.05,9.73,14.595000000000004,3244.0,89382.63036450343,3.316666666666668,207726214.04821512,19107.247195441036
838,dmag,22.36703749599699,23.399999999999977,1.05,9.73,14.595000000000004,3235.7,84386.35720573946,3.5239999999999996,207726214.04821512,19107.247195441036
839,dmag,22.36703749599699,23.5,1.05,9.73,14.595000000000004,3262.5,89758.14794470379,3.3050000000000015,207726214.04821512,19107.247195441036
