,compound,x,Temperature,rho,w_mass,w_vol,time,D,Viscosity,D0,E
79,butanol,100.0,21.19999999999999,0.7,100.0,100.0,1642.875,94951.6129032258,3.0999999999999996,294247430.08677375,19660.651840746672
80,butanol,100.0,21.30000000000001,0.7,100.0,100.0,1639.5714285714287,94897.73388215291,3.102857142857143,294247430.08677375,19660.651840746672
81,butanol,100.0,21.399999999999977,0.6999999999999998,100.0,100.0,1629.0,95016.129032258,3.1000000000000014,294247430.08677375,19660.651840746672
82,butanol,100.0,21.5,0.7,100.0,100.0,1696.75,95977.19869706847,3.0699999999999976,294247430.08677375,19660.651840746672
83,butanol,100.0,21.600000000000023,0.7,100.0,100.0,1686.888888888889,96009.77198697074,3.0699999999999985,294247430.08677375,19660.651840746672
84,butanol,100.0,21.69999999999999,0.7,100.0,100.0,1716.53125,96516.04171168267,3.0549999999999984,294247430.08677375,19660.651840746672
85,butanol,100.0,21.80000000000001,0.7,100.0,100.0,1723.9,96388.88888888882,3.0600000000000023,294247430.08677375,19660.651840746672
86,butanol,100.0,21.899999999999977,0.7,100.0,100.0,1822.8072289156626,97376.23762376232,3.030000000000001,294247430.08677375,19660.651840746672
87,butanol,100.0,22.0,0.6999999999999998,100.0,100.0,1864.8333333333333,97409.24092409237,3.0300000000000007,294247430.08677375,19660.651840746672
88,butanol,100.0,22.100000000000023,0.7,100.0,100.0,1871.5,97442.24422442238,3.030000000000002,294247430.08677375,19660.651840746672
89,butanol,100.0,22.19999999999999,0.7,100.0,100.0,1874.5,98122.92358803992,3.009999999999998,294247430.08677375,19660.651840746672
90,butanol,100.0,22.30000000000001,0.7,100.0,100.0,1876.5,98156.14617940197,3.0100000000000007,294247430.08677375,19660.651840746672
91,butanol,100.0,22.399999999999977,0.7,100.0,100.0,1905.2941176470588,98516.6666666667,2.9999999999999982,294247430.08677375,19660.651840746672
92,butanol,100.0,22.5,0.7,100.0,100.0,1899.9,98550.00000000001,2.9999999999999996,294247430.08677375,19660.651840746672
93,butanol,100.0,22.600000000000023,0.7,100.0,100.0,1890.0,98583.33333333327,3.0000000000000018,294247430.08677375,19660.651840746672
94,butanol,100.0,22.80000000000001,0.7,100.0,100.0,1948.0,99646.46464646455,2.970000000000003,294247430.08677375,19660.651840746672
95,butanol,100.0,22.899999999999977,0.7,100.0,100.0,1937.142857142857,99632.34938067151,2.971428571428571,294247430.08677375,19660.651840746672
96,butanol,100.0,23.0,0.7,100.0,100.0,1933.0,99713.80471380461,2.970000000000003,294247430.08677375,19660.651840746672
97,butanol,100.0,23.100000000000023,0.7,100.0,100.0,1995.0,100765.30612244895,2.940000000000001,294247430.08677375,19660.651840746672
98,butanol,100.0,23.19999999999999,0.7,100.0,100.0,1988.75,100799.3197278912,2.939999999999998,294247430.08677375,19660.651840746672
99,butanol,100.0,23.30000000000001,0.7,100.0,100.0,2048.0,101523.97260273968,2.920000000000001,294247430.08677375,19660.651840746672
100,butanol,100.0,23.399999999999977,0.6999999999999998,100.0,100.0,2014.5,100867.34693877549,2.94,294247430.08677375,19660.651840746672
101,butanol,100.0,23.5,0.7,100.0,100.0,2054.5,101592.46575342464,2.9200000000000004,294247430.08677375,19660.651840746672
102,butanol,100.0,23.600000000000023,0.7,100.0,100.0,2056.5,101626.71232876705,2.920000000000002,294247430.08677375,19660.651840746672
103,butanol,100.0,23.80000000000001,0.6999999999999998,100.0,100.0,2088.5,102750.8650519032,2.8899999999999983,294247430.08677375,19660.651840746672
104,butanol,100.0,23.899999999999977,0.6999999999999998,100.0,100.0,2086.5,102785.46712802774,2.8899999999999983,294247430.08677375,19660.651840746672
105,butanol,100.0,24.0,0.7,100.0,100.0,2077.8888888888887,102859.73744072794,2.8888888888888884,294247430.08677375,19660.651840746672
106,butanol,100.0,24.100000000000023,0.7,100.0,100.0,2086.0,103033.2384179162,2.885,294247430.08677375,19660.651840746672
107,butanol,100.0,24.19999999999999,0.7,100.0,100.0,2104.0,103246.5277777778,2.879999999999999,294247430.08677375,19660.651840746672
108,butanol,100.0,24.30000000000001,0.7,100.0,100.0,2133.5,104003.49650349654,2.8599999999999985,294247430.08677375,19660.651840746672
109,butanol,100.0,24.399999999999977,0.7,100.0,100.0,2124.4,104038.46153846152,2.8600000000000003,294247430.08677375,19660.651840746672
110,butanol,100.0,24.5,0.6999999999999998,100.0,100.0,2125.1666666666665,104073.42657342654,2.8600000000000008,294247430.08677375,19660.651840746672
111,butanol,100.0,24.600000000000023,0.7,100.0,100.0,2147.5,104108.39160839161,2.86,294247430.08677375,19660.651840746672
112,butanol,100.0,24.69999999999999,0.7,100.0,100.0,2178.4,104508.77192982458,2.849999999999999,294247430.08677375,19660.651840746672
113,butanol,100.0,24.80000000000001,0.7,100.0,100.0,2166.6666666666665,104543.85964912272,2.8500000000000023,294247430.08677375,19660.651840746672
114,butanol,100.0,24.899999999999977,0.7,100.0,100.0,2159.0,104545.70549068159,2.8509090909090897,294247430.08677375,19660.651840746672
115,butanol,100.0,25.0,0.7,100.0,100.0,2229.5,105726.95035460984,2.820000000000002,294247430.08677375,19660.651840746672
116,butanol,100.0,25.100000000000023,0.7,100.0,100.0,2213.785714285714,105762.41134751777,2.819999999999999,294247430.08677375,19660.651840746672
117,butanol,100.0,25.19999999999999,0.7,100.0,100.0,2249.5,106553.57142857142,2.8,294247430.08677375,19660.651840746672
118,butanol,100.0,25.30000000000001,0.7,100.0,100.0,2276.214285714286,106971.32616487455,2.79,294247430.08677375,19660.651840746672
119,butanol,100.0,25.399999999999977,0.7,100.0,100.0,2307.1,107007.16845878141,2.7899999999999983,294247430.08677375,19660.651840746672
120,butanol,100.0,25.5,0.7,100.0,100.0,2355.7096774193546,107815.88447653437,2.7699999999999982,294247430.08677375,19660.651840746672
121,butanol,100.0,25.600000000000023,0.7,100.0,100.0,2382.6304347826085,107851.98555956683,2.7699999999999987,294247430.08677375,19660.651840746672
122,butanol,100.0,25.69999999999999,0.7,100.0,100.0,2504.116666666667,108278.98550724643,2.7599999999999985,294247430.08677375,19660.651840746672
123,butanol,100.0,25.80000000000001,0.7,100.0,100.0,2657.375510204082,108315.21739130442,2.759999999999998,294247430.08677375,19660.651840746672
124,butanol,100.0,25.899999999999977,0.7,100.0,100.0,2783.5,108351.44927536238,2.759999999999998,294247430.08677375,19660.651840746672
125,butanol,100.0,26.0,0.7,100.0,100.0,2785.5,109178.83211678838,2.739999999999998,294247430.08677375,19660.651840746672
126,butanol,100.0,26.100000000000023,0.7,100.0,100.0,2787.5,109215.32846715323,2.7400000000000015,294247430.08677375,19660.651840746672
127,butanol,100.0,26.19999999999999,0.7,100.0,100.0,2790.0,109251.82481751827,2.7399999999999993,294247430.08677375,19660.651840746672
128,butanol,100.0,26.399999999999977,0.7,100.0,100.0,2809.4444444444443,109324.81751824818,2.7399999999999993,294247430.08677375,19660.651840746672
129,butanol,100.0,26.5,0.7,100.0,100.0,2803.6666666666665,109361.31386861316,2.739999999999999,294247430.08677375,19660.651840746672
130,butanol,100.0,26.600000000000023,0.7,100.0,100.0,2801.0,109397.81021897816,2.7399999999999984,294247430.08677375,19660.651840746672
131,butanol,100.0,26.69999999999999,0.7,100.0,100.0,2834.0,109835.16483516492,2.7299999999999978,294247430.08677375,19660.651840746672
132,butanol,100.0,26.80000000000001,0.7,100.0,100.0,2853.875,110682.65682656827,2.7099999999999995,294247430.08677375,19660.651840746672
133,butanol,100.0,26.899999999999977,0.7,100.0,100.0,2848.0,110975.852466858,2.7037499999999994,294247430.08677375,19660.651840746672
134,butanol,100.0,27.0,0.7,100.0,100.0,2851.1428571428573,111166.66666666676,2.699999999999998,294247430.08677375,19660.651840746672
135,butanol,100.0,27.100000000000023,0.7,100.0,100.0,2877.5,112033.58208955226,2.6799999999999993,294247430.08677375,19660.651840746672
136,butanol,100.0,27.19999999999999,0.7,100.0,100.0,2911.75,112490.63670411981,2.670000000000001,294247430.08677375,19660.651840746672
137,butanol,100.0,27.30000000000001,0.7,100.0,100.0,2896.3636363636365,112413.57690607231,2.6727272727272724,294247430.08677375,19660.651840746672
138,butanol,100.0,27.399999999999977,0.7,100.0,100.0,2888.714285714286,112145.52238805972,2.6799999999999997,294247430.08677375,19660.651840746672
139,butanol,100.0,27.5,0.7,100.0,100.0,2957.2608695652175,113452.83018867923,2.6500000000000004,294247430.08677375,19660.651840746672
140,butanol,100.0,27.600000000000023,0.7,100.0,100.0,2950.0,113920.45454545452,2.6400000000000006,294247430.08677375,19660.651840746672
141,butanol,100.0,27.69999999999999,0.7,100.0,100.0,2947.1428571428573,113958.33333333334,2.6399999999999997,294247430.08677375,19660.651840746672
142,butanol,100.0,27.80000000000001,0.7,100.0,100.0,2979.0,113996.21212121219,2.6399999999999983,294247430.08677375,19660.651840746672
143,butanol,100.0,27.899999999999977,0.7,100.0,100.0,2980.5,114034.09090909084,2.6400000000000015,294247430.08677375,19660.651840746672
144,butanol,100.0,28.0,0.7,100.0,100.0,2982.5,114942.74809160312,2.6199999999999983,294247430.08677375,19660.651840746672
145,butanol,100.0,28.100000000000023,0.7,100.0,100.0,3009.7272727272725,114980.91603053427,2.620000000000002,294247430.08677375,19660.651840746672
146,butanol,100.0,28.19999999999999,0.6999999999999998,100.0,100.0,2999.3333333333335,115459.77011494257,2.6099999999999985,294247430.08677375,19660.651840746672
147,butanol,100.0,28.30000000000001,0.7,100.0,100.0,2990.5,115498.08429118777,2.6099999999999994,294247430.08677375,19660.651840746672
148,butanol,100.0,28.399999999999977,0.7,100.0,100.0,3024.5,115536.39846743294,2.61,294247430.08677375,19660.651840746672
149,butanol,100.0,28.5,0.7,100.0,100.0,3052.8947368421054,115574.71264367818,2.6099999999999994,294247430.08677375,19660.651840746672
150,butanol,100.0,28.600000000000023,0.7,100.0,100.0,3046.7,115613.02681992346,2.609999999999998,294247430.08677375,19660.651840746672
151,butanol,100.0,28.69999999999999,0.6999999999999998,100.0,100.0,3032.1666666666665,115651.3409961686,2.6099999999999994,294247430.08677375,19660.651840746672
152,butanol,100.0,28.80000000000001,0.7,100.0,100.0,3051.5,116136.33337771262,2.6000000000000014,294247430.08677375,19660.651840746672
153,butanol,100.0,28.899999999999977,0.7,100.0,100.0,3101.785714285714,117073.64341085272,2.5799999999999996,294247430.08677375,19660.651840746672
154,butanol,100.0,29.0,0.7,100.0,100.0,3102.4285714285716,117112.40310077525,2.5799999999999983,294247430.08677375,19660.651840746672
155,butanol,100.0,29.100000000000023,0.7,100.0,100.0,3079.2,116698.84169884173,2.5899999999999994,294247430.08677375,19660.651840746672
156,butanol,100.0,29.19999999999999,0.6999999999999998,100.0,100.0,3146.75,118105.46874999996,2.5600000000000005,294247430.08677375,19660.651840746672
157,butanol,100.0,29.30000000000001,0.7,100.0,100.0,3151.0,118607.84313725495,2.5499999999999985,294247430.08677375,19660.651840746672
158,butanol,100.0,29.399999999999977,0.7,100.0,100.0,3185.85,118647.05882352935,2.550000000000001,294247430.08677375,19660.651840746672
159,butanol,100.0,29.5,0.7,100.0,100.0,3210.5,118686.27450980392,2.5499999999999994,294247430.08677375,19660.651840746672
160,butanol,100.0,29.600000000000023,0.7,100.0,100.0,3261.8,119664.0316205533,2.530000000000001,294247430.08677375,19660.651840746672
161,butanol,100.0,29.80000000000001,0.7,100.0,100.0,3356.133333333333,121179.99999999994,2.500000000000001,294247430.08677375,19660.651840746672
162,butanol,100.0,29.899999999999977,0.6999999999999998,100.0,100.0,3353.2916666666665,121219.99999999999,2.5,294247430.08677375,19660.651840746672
163,butanol,100.0,30.0,0.7,100.0,100.0,3397.9142857142856,121259.9999999999,2.500000000000002,294247430.08677375,19660.651840746672
164,butanol,100.0,30.100000000000023,0.7,100.0,100.0,3392.4285714285716,121299.99999999996,2.500000000000001,294247430.08677375,19660.651840746672
165,butanol,100.0,30.19999999999999,0.7,100.0,100.0,3448.3076923076924,121827.30923694785,2.489999999999998,294247430.08677375,19660.651840746672
166,butanol,100.0,30.30000000000001,0.7,100.0,100.0,3475.0,121867.46987951794,2.4900000000000024,294247430.08677375,19660.651840746672
167,butanol,100.0,30.399999999999977,0.7,100.0,100.0,3529.0285714285715,121907.63052208822,2.490000000000002,294247430.08677375,19660.651840746672
168,butanol,100.0,30.600000000000023,0.7,100.0,100.0,3555.5,122975.70850202437,2.4699999999999984,294247430.08677375,19660.651840746672
169,butanol,100.0,30.80000000000001,0.6999999999999998,100.0,100.0,3590.5,124569.67213114763,2.4399999999999986,294247430.08677375,19660.651840746672
170,butanol,100.0,30.899999999999977,0.7,100.0,100.0,3585.6363636363635,123597.5609756098,2.4599999999999986,294247430.08677375,19660.651840746672
171,butanol,100.0,31.0,0.7,100.0,100.0,3575.0,123638.21138211378,2.4600000000000004,294247430.08677375,19660.651840746672
172,butanol,100.0,31.100000000000023,0.6999999999999998,100.0,100.0,3567.5,123178.1376518219,2.469999999999999,294247430.08677375,19660.651840746672
173,butanol,100.0,31.19999999999999,0.7,100.0,100.0,3602.0,124733.60655737715,2.4399999999999977,294247430.08677375,19660.651840746672
174,butanol,100.0,31.399999999999977,0.7,100.0,100.0,3624.6,125329.21810699589,2.4299999999999993,294247430.08677375,19660.651840746672
175,butanol,100.0,31.5,0.6999999999999998,100.0,100.0,3620.5,125370.37037037035,2.43,294247430.08677375,19660.651840746672
176,butanol,100.0,31.600000000000023,0.7,100.0,100.0,3665.8,126383.76548901759,2.411333333333332,294247430.08677375,19660.651840746672
177,butanol,100.0,31.69999999999999,0.7,100.0,100.0,3663.75,126493.7759336099,2.410000000000001,294247430.08677375,19660.651840746672
178,butanol,100.0,31.80000000000001,0.7,100.0,100.0,3656.0,126575.8258857326,2.409230769230768,294247430.08677375,19660.651840746672
179,butanol,100.0,31.899999999999977,0.7,100.0,100.0,3722.0,128713.08016877627,2.370000000000001,294247430.08677375,19660.651840746672
180,butanol,100.0,32.0,0.7,100.0,100.0,3717.777777777778,128604.99966512626,2.3727777777777774,294247430.08677375,19660.651840746672
181,butanol,100.0,32.10000000000002,0.7,100.0,100.0,3771.764705882353,128606.46864851676,2.3735294117647054,294247430.08677375,19660.651840746672
182,butanol,100.0,32.19999999999999,0.7,100.0,100.0,3812.909090909091,128839.66244725745,2.3699999999999988,294247430.08677375,19660.651840746672
183,butanol,100.0,32.39999999999998,0.7,100.0,100.0,3868.96,128924.05063291133,2.3700000000000006,294247430.08677375,19660.651840746672
184,butanol,100.0,32.5,0.7,100.0,100.0,3856.8333333333335,128966.24472573845,2.3699999999999988,294247430.08677375,19660.651840746672
185,butanol,100.0,32.60000000000002,0.7,100.0,100.0,3905.769230769231,129008.43881856548,2.3699999999999983,294247430.08677375,19660.651840746672
186,butanol,100.0,32.69999999999999,0.7,100.0,100.0,3916.1052631578946,129050.63291139231,2.370000000000001,294247430.08677375,19660.651840746672
187,butanol,100.0,32.80000000000001,0.7,100.0,100.0,3950.2,130191.4893617022,2.3499999999999988,294247430.08677375,19660.651840746672
188,butanol,100.0,32.89999999999998,0.7,100.0,100.0,3978.5,130234.0425531914,2.3500000000000014,294247430.08677375,19660.651840746672
189,butanol,100.0,33.0,0.7,100.0,100.0,4005.6470588235293,130276.59574468077,2.350000000000001,294247430.08677375,19660.651840746672
190,butanol,100.0,33.10000000000002,0.7,100.0,100.0,4002.4545454545455,130319.14893617028,2.3499999999999988,294247430.08677375,19660.651840746672
191,butanol,100.0,33.19999999999999,0.6999999999999998,100.0,100.0,4052.8333333333335,130918.8034188033,2.3400000000000016,294247430.08677375,19660.651840746672
192,butanol,100.0,33.39999999999998,0.7,100.0,100.0,4116.9,132133.6206896552,2.319999999999999,294247430.08677375,19660.651840746672
193,butanol,100.0,33.5,0.7,100.0,100.0,4170.09375,132748.91774891785,2.3099999999999983,294247430.08677375,19660.651840746672
194,butanol,100.0,33.60000000000002,0.7,100.0,100.0,4197.0,132792.2077922077,2.310000000000002,294247430.08677375,19660.651840746672
195,butanol,100.0,33.80000000000001,0.7,100.0,100.0,4212.5,132878.78787878793,2.309999999999999,294247430.08677375,19660.651840746672
196,butanol,100.0,33.89999999999998,0.7,100.0,100.0,4241.0,134082.96943231448,2.2899999999999983,294247430.08677375,19660.651840746672
197,butanol,100.0,34.0,0.7,100.0,100.0,4239.642857142857,134126.63755458515,2.2899999999999996,294247430.08677375,19660.651840746672
198,butanol,100.0,34.10000000000002,0.6999999999999998,100.0,100.0,4235.333333333333,134170.30567685593,2.289999999999999,294247430.08677375,19660.651840746672
199,butanol,100.0,34.19999999999999,0.7,100.0,100.0,4241.2,134213.97379912654,2.2900000000000014,294247430.08677375,19660.651840746672
200,butanol,100.0,34.30000000000001,0.7,100.0,100.0,4292.0,134257.64192139744,2.289999999999999,294247430.08677375,19660.651840746672
201,butanol,100.0,34.39999999999998,0.7,100.0,100.0,4278.615384615385,134301.31004366805,2.290000000000001,294247430.08677375,19660.651840746672
