,Time,PET
0,1e-12,5.1649823792506537e-17
1,2e-12,5.677060991576012e-17
2,3e-12,6.869138020842542e-17
3,4e-12,7.450958563275769e-17
4,5.0000000000000005e-12,9.586923481547492e-17
5,6e-12,1.1100650326622424e-16
6,7.000000000000001e-12,1.2027781044260185e-16
7,8e-12,1.2843482430130204e-16
8,9.000000000000001e-12,1.460961357945733e-16
9,1.0000000000000001e-11,1.5514113086600725e-16
10,1.1e-11,1.4948384082106866e-16
11,1.2e-11,1.6032027281773908e-16
12,1.3e-11,1.7376999645829346e-16
13,1.4000000000000002e-11,1.9451457925776991e-16
14,1.5e-11,2.0271705561153696e-16
15,1.6e-11,2.1490979899909174e-16
16,1.7000000000000003e-11,2.3219231045505906e-16
17,1.8000000000000002e-11,2.5802304146305994e-16
18,1.9000000000000002e-11,2.6592590009178787e-16
19,2.0000000000000002e-11,2.419824744035273e-16
20,2.1000000000000002e-11,2.6985919777427486e-16
21,2.2e-11,2.6570826690563576e-16
22,2.3e-11,2.682617208680577e-16
23,2.4e-11,2.7882931149642497e-16
24,2.5e-11,2.889693020451854e-16
25,2.6e-11,2.502553872405086e-16
26,2.7000000000000004e-11,2.4601222822839015e-16
27,2.8000000000000003e-11,2.6705038362243178e-16
28,2.9000000000000003e-11,2.535524322594008e-16
29,3e-11,2.7767979355111224e-16
30,3.1e-11,2.795500804221712e-16
31,3.2e-11,2.9638574358583464e-16
32,3.3e-11,2.7938450215290687e-16
33,3.4000000000000005e-11,2.910516845160859e-16
34,3.5e-11,2.9105809996578724e-16
35,3.6000000000000005e-11,3.1218961690897453e-16
36,3.7e-11,3.157446103735253e-16
37,3.8000000000000004e-11,3.302011853929802e-16
38,3.9e-11,2.98967297424509e-16
39,4.0000000000000004e-11,3.2939935942210624e-16
40,4.1e-11,3.471536890250659e-16
41,4.2000000000000004e-11,3.3418317182693033e-16
42,4.3e-11,3.224037892419123e-16
43,4.4e-11,3.433376837128156e-16
44,4.5000000000000006e-11,3.4172321961032596e-16
45,4.6e-11,3.54739210187343e-16
46,4.7000000000000006e-11,3.6194814358974703e-16
47,4.8e-11,3.828961019329164e-16
48,4.9000000000000005e-11,3.879731580027166e-16
49,5e-11,3.6441677544099376e-16
50,5.1000000000000005e-11,3.463009171308936e-16
51,5.2e-11,3.496279119429176e-16
52,5.3000000000000004e-11,3.486719894629107e-16
53,5.400000000000001e-11,3.38407152580618e-16
54,5.5000000000000004e-11,3.531791172883847e-16
55,5.600000000000001e-11,3.479617623059116e-16
56,5.7000000000000003e-11,3.433269175117931e-16
57,5.8000000000000007e-11,3.5206610993740564e-16
58,5.9e-11,3.603646662603905e-16
59,6e-11,3.7994083125274284e-16
60,6.100000000000001e-11,3.527924349964927e-16
61,6.2e-11,3.4478435733680056e-16
62,6.3e-11,3.7374243902375834e-16
63,6.4e-11,3.6211278194384554e-16
64,6.500000000000001e-11,3.814732570015251e-16
65,6.6e-11,3.581234642954811e-16
66,6.7e-11,3.6334271501933785e-16
67,6.800000000000001e-11,3.434049629840456e-16
