,Time,PET
0,1e-12,5.197920656399305e-17
1,2e-12,6.256298211398298e-17
2,3e-12,6.947402444810067e-17
3,4e-12,7.357635356302285e-17
4,5.0000000000000005e-12,7.5163540334758e-17
5,6e-12,7.832154760183855e-17
6,7.000000000000001e-12,9.18150344682393e-17
7,8e-12,9.356913743462321e-17
8,9.000000000000001e-12,9.38342187419903e-17
9,1.0000000000000001e-11,9.957313631814084e-17
10,1.1e-11,1.1556022808933215e-16
11,1.2e-11,1.100233202369149e-16
12,1.3e-11,1.2528627468520167e-16
13,1.4000000000000002e-11,1.2197786180658091e-16
14,1.5e-11,1.1950589322599482e-16
15,1.6e-11,1.154081331965751e-16
16,1.7000000000000003e-11,1.328244646136674e-16
17,1.8000000000000002e-11,1.5076384707042178e-16
18,1.9000000000000002e-11,1.3772673090707762e-16
19,2.0000000000000002e-11,1.5151355694931974e-16
20,2.1000000000000002e-11,1.4212246316939599e-16
21,2.2e-11,1.46824746768762e-16
22,2.3e-11,1.405747342931446e-16
23,2.4e-11,1.519410845943991e-16
24,2.5e-11,1.6445971348020054e-16
25,2.6e-11,1.649835518797709e-16
26,2.7000000000000004e-11,1.5714344995787618e-16
27,2.8000000000000003e-11,1.4520201661706726e-16
28,2.9000000000000003e-11,1.5622682457857222e-16
29,3e-11,1.526436618368764e-16
30,3.1e-11,1.58094029969741e-16
31,3.2e-11,1.4768975533592758e-16
32,3.3e-11,1.5653246728612332e-16
33,3.4000000000000005e-11,1.7194054477823364e-16
34,3.5e-11,1.7757042733993735e-16
35,3.6000000000000005e-11,1.8102222995623064e-16
36,3.7e-11,1.70057751846509e-16
37,3.8000000000000004e-11,1.7924686080272437e-16
38,3.9e-11,1.8124307814422913e-16
39,4.0000000000000004e-11,1.7740414925877845e-16
40,4.1e-11,1.643813781462368e-16
41,4.2000000000000004e-11,1.817044246500439e-16
42,4.3e-11,1.798673010345389e-16
43,4.4e-11,1.8894381832402734e-16
44,4.5000000000000006e-11,1.915454540064901e-16
45,4.6e-11,1.972113803466069e-16
46,4.7000000000000006e-11,2.0419553985841777e-16
47,4.8e-11,2.017783280755935e-16
48,4.9000000000000005e-11,1.9912740115542866e-16
49,5e-11,2.0360469579420863e-16
50,5.1000000000000005e-11,1.936567381637332e-16
51,5.2e-11,2.090828107053058e-16
52,5.3000000000000004e-11,1.9778305483790405e-16
53,5.400000000000001e-11,1.8989989514652313e-16
54,5.5000000000000004e-11,1.8670820787937692e-16
55,5.600000000000001e-11,2.0719348872705572e-16
56,5.7000000000000003e-11,1.9773603780848227e-16
57,5.8000000000000007e-11,1.8612990921844818e-16
58,5.9e-11,1.9470608984804917e-16
59,6e-11,2.0216093249589166e-16
60,6.100000000000001e-11,2.0885633435807435e-16
61,6.2e-11,2.116456956742534e-16
62,6.3e-11,1.9871646123524374e-16
63,6.4e-11,1.9513897743079137e-16
64,6.500000000000001e-11,2.0377305697318118e-16
65,6.6e-11,2.2197091153302635e-16
66,6.7e-11,2.4455107561457205e-16
67,6.800000000000001e-11,2.355435946941168e-16
68,6.900000000000001e-11,2.555189079522608e-16
69,7e-11,2.609756592340675e-16
70,7.1e-11,2.5458252955778595e-16
71,7.200000000000001e-11,2.370918840592166e-16
72,7.3e-11,2.4087979236966314e-16
73,7.4e-11,2.4602525052306245e-16
74,7.5e-11,2.518410438738988e-16
75,7.600000000000001e-11,2.60877407950419e-16
76,7.7e-11,2.4930366171050673e-16
77,7.8e-11,2.779409121378022e-16
78,7.900000000000001e-11,2.6718088487183764e-16
79,8.000000000000001e-11,2.5702090848361466e-16
80,8.1e-11,2.7088561150915343e-16
81,8.2e-11,2.701037657095415e-16
82,8.300000000000001e-11,2.806831019918319e-16
83,8.400000000000001e-11,2.67168494231607e-16
84,8.5e-11,2.67348087147142e-16
85,8.6e-11,2.7714294815419344e-16
86,8.700000000000001e-11,2.689295840780787e-16
87,8.8e-11,2.7229935053792886e-16
88,8.9e-11,2.6790599039446085e-16
89,9.000000000000001e-11,2.6996904863886957e-16
90,9.100000000000001e-11,2.8982349867545176e-16
91,9.2e-11,2.9330205936844686e-16
92,9.3e-11,2.960649524215022e-16
93,9.400000000000001e-11,2.898159916838551e-16
94,9.500000000000001e-11,2.8991182184026934e-16
95,9.6e-11,2.909107192222116e-16
96,9.7e-11,2.948300076153298e-16
97,9.800000000000001e-11,2.950388696096288e-16
98,9.900000000000001e-11,2.91801281047586e-16
99,1e-10,3.0548112402140117e-16
100,1.0100000000000001e-10,3.228016209523037e-16
101,1.0200000000000001e-10,3.1185377862169798e-16
102,1.03e-10,3.02673690214613e-16
103,1.04e-10,3.113066072157407e-16
104,1.0500000000000001e-10,3.209941375673394e-16
105,1.0600000000000001e-10,3.3305560687387384e-16
106,1.07e-10,3.305484918158382e-16
107,1.0800000000000001e-10,3.3640514084565713e-16
108,1.0900000000000001e-10,3.272506452055167e-16
109,1.1000000000000001e-10,3.3644921276942797e-16
110,1.11e-10,3.396153693788793e-16
111,1.1200000000000001e-10,3.316325599541771e-16
112,1.1300000000000001e-10,3.5091731026648873e-16
113,1.1400000000000001e-10,3.358482799093286e-16
114,1.15e-10,3.3476359626845026e-16
115,1.1600000000000001e-10,3.3336617995021945e-16
116,1.17e-10,3.447401390795603e-16
117,1.18e-10,3.365326727953559e-16
118,1.19e-10,3.447727943612076e-16
119,1.2e-10,3.47504067100479e-16
120,1.2100000000000002e-10,3.454953395338751e-16
121,1.2200000000000002e-10,3.630976336368252e-16
122,1.2300000000000001e-10,3.447524756678281e-16
123,1.24e-10,3.5880418528294515e-16
124,1.25e-10,3.570159116672099e-16
125,1.26e-10,3.4210978925596685e-16
126,1.27e-10,3.487153857145537e-16
127,1.28e-10,3.4579593076038195e-16
128,1.2900000000000002e-10,3.423102763456843e-16
129,1.3000000000000002e-10,3.493583316261608e-16
130,1.31e-10,3.512350175287163e-16
131,1.32e-10,3.519140672607671e-16
132,1.33e-10,3.409307748411398e-16
133,1.34e-10,3.3990311972882176e-16
134,1.35e-10,3.489439870930621e-16
135,1.3600000000000002e-10,3.4379292144070217e-16
136,1.3700000000000002e-10,3.2797275392677114e-16
137,1.3800000000000001e-10,3.444616700412517e-16
138,1.39e-10,3.445115135716083e-16
139,1.4e-10,3.415218684243565e-16
140,1.41e-10,3.5476344962858017e-16
141,1.42e-10,3.543393432360829e-16
142,1.4300000000000002e-10,3.452284034234003e-16
143,1.4400000000000002e-10,3.3782549838478726e-16
144,1.4500000000000002e-10,3.5751011855594366e-16
145,1.46e-10,3.5281614438104355e-16
146,1.47e-10,3.5130831945329937e-16
147,1.48e-10,3.5392040691210537e-16
148,1.49e-10,3.5832572318582796e-16
149,1.5e-10,3.4600572313304225e-16
150,1.5100000000000002e-10,3.623715075797825e-16
151,1.5200000000000002e-10,3.630306397203655e-16
152,1.5300000000000001e-10,3.467657829813429e-16
153,1.54e-10,3.544860421178814e-16
154,1.55e-10,3.659597900886586e-16
155,1.56e-10,3.705070707371024e-16
156,1.57e-10,3.7072654562505787e-16
157,1.5800000000000002e-10,3.6664270451879424e-16
158,1.5900000000000002e-10,3.556100362116081e-16
159,1.6000000000000002e-10,3.4055379241682437e-16
160,1.61e-10,3.6364351859389713e-16
161,1.62e-10,3.4380636423949364e-16
162,1.63e-10,3.450662761293819e-16
163,1.64e-10,3.69931027921346e-16
164,1.6500000000000002e-10,3.5409712671668444e-16
165,1.6600000000000002e-10,3.584035509577847e-16
166,1.6700000000000002e-10,3.526005496950548e-16
167,1.6800000000000001e-10,3.56613125465453e-16
168,1.69e-10,3.647821999822173e-16
169,1.7e-10,3.697759217189921e-16
170,1.71e-10,3.6721419382428446e-16
171,1.72e-10,3.483273917583444e-16
172,1.7300000000000002e-10,3.687829980770216e-16
173,1.7400000000000002e-10,3.5466376228905474e-16
174,1.7500000000000002e-10,3.9310958185490674e-16
175,1.76e-10,3.460862779004197e-16
176,1.77e-10,3.629447228414552e-16
177,1.78e-10,3.7635941303584646e-16
178,1.79e-10,3.5485864470299526e-16
179,1.8000000000000002e-10,3.791361184678444e-16
180,1.8100000000000002e-10,3.7673138798616443e-16
181,1.8200000000000002e-10,3.6599588440120077e-16
182,1.8300000000000001e-10,3.759413632127156e-16
183,1.84e-10,3.748067935153756e-16
184,1.85e-10,3.6952906583968976e-16
185,1.86e-10,3.741592089032364e-16
186,1.8700000000000003e-10,3.793429442924201e-16
187,1.8800000000000002e-10,3.7021361474718634e-16
188,1.8900000000000002e-10,3.721067466585662e-16
189,1.9000000000000002e-10,3.698390688636962e-16
190,1.91e-10,3.7788207317485794e-16
191,1.92e-10,3.851712071186485e-16
192,1.93e-10,3.664466606205371e-16
193,1.94e-10,3.69444658940825e-16
194,1.9500000000000002e-10,3.8269087190325315e-16
195,1.9600000000000002e-10,3.9284895546073234e-16
196,1.9700000000000002e-10,3.837200843662458e-16
197,1.9800000000000001e-10,3.8453812352681643e-16
198,1.99e-10,3.8044616064851787e-16
199,2e-10,3.8701160743405094e-16
200,2.01e-10,3.809488249623258e-16
201,2.0200000000000003e-10,3.8670441962173394e-16
202,2.0300000000000002e-10,3.7539524391963114e-16
203,2.0400000000000002e-10,3.7432532258761036e-16
204,2.0500000000000002e-10,3.8033273905962584e-16
205,2.06e-10,3.828375629477657e-16
206,2.07e-10,3.76007294070316e-16
207,2.08e-10,3.6731989643915685e-16
208,2.0900000000000003e-10,3.6558033003079635e-16
209,2.1000000000000002e-10,3.790775626774584e-16
210,2.1100000000000002e-10,3.8029227515014567e-16
211,2.1200000000000002e-10,3.719538716082782e-16
212,2.1300000000000001e-10,3.8257489322663953e-16
213,2.14e-10,3.9057235196609034e-16
214,2.15e-10,3.8217266088441234e-16
215,2.1600000000000003e-10,3.8397103198366965e-16
216,2.1700000000000003e-10,3.899087055663461e-16
217,2.1800000000000002e-10,3.955380979311818e-16
218,2.1900000000000002e-10,3.7309519922548415e-16
219,2.2000000000000002e-10,3.684336687548838e-16
220,2.21e-10,3.8214313441960645e-16
221,2.22e-10,3.711960469253045e-16
222,2.23e-10,3.8638100518715937e-16
223,2.2400000000000003e-10,3.8643841681359326e-16
224,2.2500000000000002e-10,3.8004257878875125e-16
225,2.2600000000000002e-10,3.7636420698635023e-16
226,2.2700000000000002e-10,3.7698225020390556e-16
227,2.2800000000000001e-10,4.0823879349117693e-16
228,2.29e-10,3.9917265233533347e-16
229,2.3e-10,3.768533602995124e-16
230,2.3100000000000003e-10,3.7910808429930654e-16
231,2.3200000000000003e-10,3.9111526099658805e-16
232,2.33e-10,3.8364747917605046e-16
233,2.34e-10,3.6713701190646873e-16
234,2.35e-10,3.737196088531622e-16
235,2.36e-10,3.664735167093333e-16
236,2.37e-10,3.873673218228284e-16
237,2.38e-10,3.7778189944688426e-16
238,2.39e-10,4.1096914958089886e-16
239,2.4e-10,4.2688970862622306e-16
240,2.41e-10,3.9836524541051983e-16
241,2.4200000000000004e-10,3.873838387384676e-16
242,2.4300000000000004e-10,3.882143920522589e-16
243,2.4400000000000004e-10,3.965131306182589e-16
244,2.4500000000000003e-10,3.795466557246232e-16
245,2.4600000000000003e-10,3.828736691109977e-16
246,2.4700000000000003e-10,3.916499529895445e-16
247,2.48e-10,4.0796981121147315e-16
248,2.49e-10,4.141357603762969e-16
249,2.5e-10,4.2320786322235916e-16
250,2.51e-10,3.934865766009436e-16
251,2.52e-10,3.956566003735799e-16
252,2.53e-10,4.0853982995361795e-16
253,2.54e-10,4.305337953014562e-16
254,2.55e-10,4.0860644768571363e-16
255,2.56e-10,4.0042963639995274e-16
256,2.5700000000000004e-10,4.036159185718718e-16
257,2.5800000000000004e-10,4.212288112860628e-16
258,2.5900000000000004e-10,4.2816299906705645e-16
259,2.6000000000000003e-10,4.1804084138699933e-16
260,2.6100000000000003e-10,4.133373328482152e-16
261,2.62e-10,4.335349136187868e-16
262,2.63e-10,4.126249107783445e-16
263,2.64e-10,4.073902316989186e-16
264,2.65e-10,3.958478899653304e-16
265,2.66e-10,4.019184052291053e-16
266,2.67e-10,4.1901796461117083e-16
267,2.68e-10,4.1009909629103813e-16
268,2.69e-10,4.0736689522322557e-16
269,2.7e-10,4.1373955595220686e-16
270,2.7100000000000005e-10,4.0420141033555686e-16
271,2.7200000000000004e-10,4.0724344740836716e-16
272,2.7300000000000004e-10,3.9951227317258576e-16
273,2.7400000000000004e-10,4.23001606456562e-16
274,2.7500000000000003e-10,4.1601335976474173e-16
275,2.7600000000000003e-10,4.143889323549516e-16
276,2.77e-10,4.1359620865576884e-16
277,2.78e-10,4.129769301538285e-16
278,2.79e-10,4.076725180246983e-16
279,2.8e-10,4.198800919193343e-16
280,2.81e-10,4.1827141251272165e-16
281,2.82e-10,4.2739885281954725e-16
282,2.83e-10,4.168875143789331e-16
283,2.84e-10,4.3691749800563077e-16
284,2.85e-10,4.2460179916651087e-16
285,2.8600000000000005e-10,4.099258790603006e-16
286,2.8700000000000004e-10,4.3297800137059465e-16
287,2.8800000000000004e-10,4.3272459109416227e-16
288,2.8900000000000004e-10,4.439794856775679e-16
289,2.9000000000000003e-10,4.3332789469748655e-16
290,2.9100000000000003e-10,4.1858686324629726e-16
291,2.92e-10,4.2999928956641736e-16
