,Time,BUT,OCM
0,1e-12,1.4811165674771648e-17,1.4099103309347834e-17
1,2e-12,2.0535663647270778e-17,1.5217372242824016e-17
2,3e-12,2.157407772743293e-17,1.7318631154598604e-17
3,4e-12,3.1639815595882735e-17,2.2045633626092807e-17
4,5.0000000000000005e-12,2.865319668034922e-17,2.10526386876957e-17
5,6e-12,4.066848176001837e-17,2.447614292443344e-17
6,7.000000000000001e-12,4.13909743184226e-17,2.517819925578984e-17
7,8e-12,4.600117366142197e-17,2.968151741919882e-17
8,9.000000000000001e-12,5.3747796186061025e-17,2.929996831637441e-17
9,1.0000000000000001e-11,4.935648749450284e-17,3.160644209336939e-17
10,1.1e-11,4.971235838638633e-17,3.2019520606699155e-17
11,1.2e-11,5.138500598830338e-17,3.379346276940949e-17
12,1.3e-11,5.2615056060056637e-17,3.229442329552558e-17
13,1.4000000000000002e-11,5.779201011979625e-17,3.35218897805589e-17
14,1.5e-11,5.257228626173742e-17,3.516902077661224e-17
15,1.6e-11,5.544704497999989e-17,3.4171072787804395e-17
16,1.7000000000000003e-11,5.5394934916671166e-17,3.4860117961942055e-17
17,1.8000000000000002e-11,5.697322005842646e-17,3.336525217636964e-17
18,1.9000000000000002e-11,5.893631235158285e-17,3.781820052805107e-17
19,2.0000000000000002e-11,5.96464749467498e-17,3.717304980457144e-17
20,2.1000000000000002e-11,6.096993015764346e-17,3.6464929078948075e-17
21,2.2e-11,5.715526314648576e-17,3.6495918031909794e-17
22,2.3e-11,5.41656200694992e-17,3.8045823841268406e-17
23,2.4e-11,5.570165735624448e-17,3.809603412034403e-17
24,2.5e-11,5.715074641659866e-17,3.746201173061173e-17
25,2.6e-11,6.378242176933824e-17,3.767191901447066e-17
26,2.7000000000000004e-11,5.4664193274729677e-17,3.9566807031816535e-17
27,2.8000000000000003e-11,6.050089353964612e-17,3.7120903486322475e-17
28,2.9000000000000003e-11,6.501566679918729e-17,4.090792791652332e-17
29,3e-11,6.579564050526135e-17,3.9366154884682804e-17
30,3.1e-11,6.730823963749169e-17,3.873352320755817e-17
31,3.2e-11,6.483631388054051e-17,4.438324851718652e-17
32,3.3e-11,6.604359116437195e-17,4.372822843180395e-17
33,3.4000000000000005e-11,6.600439037506869e-17,4.523795971512854e-17
34,3.5e-11,7.493809623608358e-17,4.5152035903022305e-17
35,3.6000000000000005e-11,6.515905332216304e-17,4.559870170809375e-17
36,3.7e-11,7.125588320995382e-17,4.407088511300876e-17
37,3.8000000000000004e-11,6.667618708933018e-17,4.499762142953562e-17
38,3.9e-11,7.636560671977581e-17,4.743782854769791e-17
39,4.0000000000000004e-11,6.55861541223553e-17,4.549321207721313e-17
40,4.1e-11,7.100026757765868e-17,4.4554790962074877e-17
41,4.2000000000000004e-11,7.640686262782105e-17,4.5308849748331265e-17
42,4.3e-11,7.456838128359156e-17,4.7176782285387386e-17
43,4.4e-11,7.136261160697533e-17,4.763134235813186e-17
44,4.5000000000000006e-11,8.211038824280724e-17,4.901295292188792e-17
45,4.6e-11,7.823641702358794e-17,4.751500568710345e-17
46,4.7000000000000006e-11,7.451697129530088e-17,4.707444068773284e-17
47,4.8e-11,7.160211698589773e-17,4.6430013591523385e-17
48,4.9000000000000005e-11,7.613499903049514e-17,4.8918053880097327e-17
49,5e-11,7.088668811132867e-17,4.7750556610739847e-17
50,5.1000000000000005e-11,7.365513105257739e-17,4.969785126419526e-17
51,5.2e-11,7.596998403056956e-17,5.0037414212078454e-17
52,5.3000000000000004e-11,8.322379872113668e-17,4.945858646642366e-17
53,5.400000000000001e-11,7.349171492533233e-17,4.990338294025264e-17
54,5.5000000000000004e-11,7.902800139632884e-17,5.521213333222837e-17
55,5.600000000000001e-11,8.269821589011086e-17,5.310430035208939e-17
56,5.7000000000000003e-11,7.876154032268377e-17,5.297882527580357e-17
57,5.8000000000000007e-11,8.232094168947463e-17,5.1985265501973016e-17
58,5.9e-11,8.562543477014999e-17,5.306635386443121e-17
59,6e-11,8.234730952055981e-17,5.1408435109466997e-17
60,6.100000000000001e-11,8.124662613310135e-17,5.65908554194018e-17
61,6.2e-11,9.398363556577561e-17,5.353310634351878e-17
62,6.3e-11,8.567336359030474e-17,5.139437785700511e-17
63,6.4e-11,8.860199917423307e-17,5.5189485449744785e-17
64,6.500000000000001e-11,8.078540638178521e-17,5.376298824860055e-17
65,6.6e-11,8.728780961619967e-17,5.4068115168540733e-17
66,6.7e-11,8.39859992232648e-17,5.2815978409901255e-17
67,6.800000000000001e-11,9.128339794508523e-17,5.406734085394105e-17
68,6.900000000000001e-11,8.207417441720327e-17,5.3326891617498496e-17
69,7e-11,8.175780269307402e-17,5.5477117375106456e-17
70,7.1e-11,8.581445042363121e-17,5.3613746131569614e-17
71,7.200000000000001e-11,8.61902804792311e-17,5.4753983475809366e-17
72,7.3e-11,8.975804015916986e-17,5.738782972547331e-17
73,7.4e-11,8.79770513186244e-17,5.533341868697583e-17
74,7.5e-11,8.536339397308113e-17,5.716470392002477e-17
75,7.600000000000001e-11,8.678074937908495e-17,5.610672218250232e-17
76,7.7e-11,8.646421475248657e-17,5.575967523504563e-17
77,7.8e-11,8.832516035769301e-17,5.409444120386503e-17
78,7.900000000000001e-11,8.978095735729287e-17,5.2195529950205565e-17
79,8.000000000000001e-11,8.864989091946283e-17,5.483865426318593e-17
80,8.1e-11,8.739040167116415e-17,5.4546773413477665e-17
81,8.2e-11,9.476177025328581e-17,5.241507779474591e-17
82,8.300000000000001e-11,9.640880996386731e-17,5.4482601821028e-17
83,8.400000000000001e-11,8.838324605022498e-17,5.169608206269124e-17
84,8.5e-11,9.162454198727895e-17,5.1401741116781714e-17
85,8.6e-11,8.837948364993292e-17,5.302204621716042e-17
86,8.700000000000001e-11,8.79452726258988e-17,5.568547849720977e-17
87,8.8e-11,8.867671712980622e-17,5.5309816205026906e-17
88,8.9e-11,9.43419193617437e-17,5.5400316218336913e-17
89,9.000000000000001e-11,9.19910346895668e-17,5.0698032604161785e-17
90,9.100000000000001e-11,9.245960172898974e-17,5.3435825805357736e-17
91,9.2e-11,8.994518189334478e-17,5.67474775688709e-17
92,9.3e-11,9.149760381172513e-17,5.5464868700985105e-17
93,9.400000000000001e-11,9.368750074403465e-17,5.4386622811068377e-17
94,9.500000000000001e-11,8.574929948771482e-17,5.4631069639716733e-17
95,9.6e-11,9.064108181678975e-17,5.746796419658339e-17
96,9.7e-11,9.653641599766373e-17,5.585971045271532e-17
97,9.800000000000001e-11,9.479379853922078e-17,5.563644566354081e-17
98,9.900000000000001e-11,9.858697838464752e-17,5.61355332509321e-17
99,1e-10,9.553182406453939e-17,5.445659136994278e-17
100,1.0100000000000001e-10,9.220008885663639e-17,5.978240749950725e-17
101,1.0200000000000001e-10,9.455148663161861e-17,5.382628189549686e-17
102,1.03e-10,9.612329632763511e-17,5.488081510727857e-17
103,1.04e-10,9.391628864082697e-17,5.645807767884753e-17
104,1.0500000000000001e-10,8.434074514707388e-17,5.2884072309319355e-17
105,1.0600000000000001e-10,9.423651472815412e-17,5.85029402959753e-17
106,1.07e-10,8.908108697877348e-17,5.709369523501101e-17
107,1.0800000000000001e-10,9.154904024917281e-17,5.638843443079094e-17
108,1.0900000000000001e-10,8.837087251040049e-17,5.742811188790446e-17
109,1.1000000000000001e-10,1.005718309017749e-16,5.72628762571019e-17
110,1.11e-10,1.0087698566505547e-16,5.84592893028172e-17
111,1.1200000000000001e-10,9.137873516184295e-17,5.611468051744096e-17
112,1.1300000000000001e-10,9.245774139540209e-17,5.660767124117645e-17
113,1.1400000000000001e-10,8.802512184454158e-17,5.582431326372612e-17
114,1.15e-10,9.827679881082215e-17,5.58381765148874e-17
115,1.1600000000000001e-10,9.009155242943261e-17,5.675559495614639e-17
116,1.17e-10,8.56272020670129e-17,5.8413913708734e-17
117,1.18e-10,8.453207448212032e-17,5.671459621574742e-17
118,1.19e-10,9.065224880728387e-17,5.87919352514115e-17
119,1.2e-10,9.455968536888498e-17,5.838250049158822e-17
120,1.2100000000000002e-10,9.284827100307505e-17,5.599688529552834e-17
121,1.2200000000000002e-10,8.966959969883053e-17,5.964431842505512e-17
122,1.2300000000000001e-10,8.97336516595988e-17,5.674905934720105e-17
123,1.24e-10,9.02207029412218e-17,5.667034401574013e-17
