,Time,BUT,OCM
0,1e-12,1.5219084220988016e-17,1.4671032186471296e-17
1,2e-12,1.704449413760881e-17,1.313893965022551e-17
2,3e-12,1.999482711834135e-17,1.457206725705175e-17
3,4e-12,1.9439898248388392e-17,1.450855260175589e-17
4,5.0000000000000005e-12,1.917580577658517e-17,1.5798574862791768e-17
5,6e-12,2.3968545259972517e-17,1.674947414815669e-17
6,7.000000000000001e-12,2.2736457381888316e-17,1.7724422175378234e-17
7,8e-12,2.6903329792562774e-17,1.660309643416042e-17
8,9.000000000000001e-12,2.2119735854639595e-17,1.6618201034775822e-17
9,1.0000000000000001e-11,2.3002786142397276e-17,1.8555676300618923e-17
10,1.1e-11,2.6798823953970062e-17,1.8748610514840887e-17
11,1.2e-11,2.8737726440954804e-17,1.8515410913465664e-17
12,1.3e-11,2.954795358424021e-17,1.976806519023401e-17
13,1.4000000000000002e-11,2.5196224887559948e-17,1.8547076421554053e-17
14,1.5e-11,3.0673890527131115e-17,1.9408259787718948e-17
15,1.6e-11,2.98644387194815e-17,1.8971891643063716e-17
16,1.7000000000000003e-11,3.117921710516991e-17,1.98067800127894e-17
17,1.8000000000000002e-11,3.293149187725658e-17,1.977924253728614e-17
18,1.9000000000000002e-11,3.0162576936002815e-17,2.1439370793827625e-17
19,2.0000000000000002e-11,3.63557146862674e-17,2.4141104802854943e-17
20,2.1000000000000002e-11,4.1505942645189534e-17,2.3961155432303107e-17
21,2.2e-11,3.84556220930283e-17,2.915031538754049e-17
22,2.3e-11,4.585130159994832e-17,2.796128635019308e-17
23,2.4e-11,4.329970086620462e-17,2.6826574562083815e-17
24,2.5e-11,4.541242989080372e-17,2.6841020266059996e-17
25,2.6e-11,4.690456618121156e-17,2.634394690361185e-17
26,2.7000000000000004e-11,5.2278015466512854e-17,2.785885122777577e-17
27,2.8000000000000003e-11,5.1245152218841485e-17,3.035804001071505e-17
28,2.9000000000000003e-11,5.4622572963757416e-17,2.915355552332236e-17
29,3e-11,5.150399827032729e-17,3.010786700495226e-17
30,3.1e-11,4.895726689018358e-17,2.6555462559304986e-17
31,3.2e-11,5.599809961607107e-17,3.037961534737325e-17
32,3.3e-11,5.197139109356952e-17,3.230657890454533e-17
33,3.4000000000000005e-11,4.7940324243724504e-17,3.2332949109610254e-17
34,3.5e-11,4.784850140337846e-17,3.2372448037115323e-17
35,3.6000000000000005e-11,4.939449866202718e-17,3.631196091482248e-17
36,3.7e-11,4.8643381067198047e-17,3.616015481625012e-17
37,3.8000000000000004e-11,4.3598984522744576e-17,3.434423743275101e-17
38,3.9e-11,5.0120405983638357e-17,3.6631002316508175e-17
39,4.0000000000000004e-11,5.2705752621193685e-17,3.9609119519285374e-17
40,4.1e-11,4.917508781636241e-17,3.950035232898047e-17
41,4.2000000000000004e-11,5.02119572721163e-17,3.7570556117783527e-17
42,4.3e-11,4.893825613349125e-17,3.8364213562292854e-17
43,4.4e-11,5.0642218296101973e-17,4.073682628632644e-17
44,4.5000000000000006e-11,5.54711680933308e-17,3.9065011784176784e-17
45,4.6e-11,5.1157546755868734e-17,3.686054177403927e-17
46,4.7000000000000006e-11,5.1543238325526154e-17,3.4533627600375017e-17
47,4.8e-11,5.401404330329272e-17,3.680082741020549e-17
48,4.9000000000000005e-11,5.09648389894249e-17,3.5579177710613915e-17
49,5e-11,4.956379609482528e-17,3.672446544911045e-17
50,5.1000000000000005e-11,5.235665942942078e-17,3.624946913361567e-17
51,5.2e-11,5.1842026311527897e-17,3.473060518899738e-17
52,5.3000000000000004e-11,5.455371741651732e-17,3.691367356737908e-17
53,5.400000000000001e-11,4.7478008438321874e-17,3.8374159271419554e-17
54,5.5000000000000004e-11,4.849410793363213e-17,3.485489273073624e-17
55,5.600000000000001e-11,5.581183018087345e-17,3.6530183814163564e-17
56,5.7000000000000003e-11,5.2006962632339045e-17,3.4229419410822306e-17
57,5.8000000000000007e-11,5.102393333357774e-17,3.5643439739362213e-17
58,5.9e-11,5.245243776390073e-17,3.8546237768307844e-17
59,6e-11,6.037941551188238e-17,3.97954059914464e-17
60,6.100000000000001e-11,5.4156279626146984e-17,4.009154963853378e-17
61,6.2e-11,5.505121446183092e-17,4.009731970957889e-17
62,6.3e-11,5.652828236449214e-17,3.783991422862647e-17
63,6.4e-11,6.065042566273395e-17,4.014997549233511e-17
64,6.500000000000001e-11,5.919635775386416e-17,4.181857723579019e-17
65,6.6e-11,5.204848537024334e-17,3.851229263235051e-17
66,6.7e-11,6.347634823425069e-17,4.0611936488969454e-17
67,6.800000000000001e-11,5.759066912776751e-17,4.263876327827942e-17
68,6.900000000000001e-11,5.884504804430317e-17,4.103336786211933e-17
69,7e-11,6.020926259296804e-17,3.999217261383447e-17
70,7.1e-11,6.193325792062361e-17,4.3575331796721474e-17
71,7.200000000000001e-11,6.330659571869038e-17,4.356317436388421e-17
72,7.3e-11,6.415486326516838e-17,4.3686968632374526e-17
73,7.4e-11,7.127906339548495e-17,4.6138148542896424e-17
74,7.5e-11,6.210634626749206e-17,4.116287466694513e-17
75,7.600000000000001e-11,6.262365430903576e-17,4.248462094724488e-17
76,7.7e-11,6.57469163279299e-17,4.551143771030761e-17
77,7.8e-11,5.959450752613013e-17,4.3984853903111273e-17
78,7.900000000000001e-11,6.850204365925244e-17,4.501566696434146e-17
79,8.000000000000001e-11,6.594136094398128e-17,4.9084426361105055e-17
80,8.1e-11,6.490774809928601e-17,4.3148274911418167e-17
81,8.2e-11,6.657939213258192e-17,4.615419824104707e-17
82,8.300000000000001e-11,6.605538218516501e-17,4.5633495215592414e-17
83,8.400000000000001e-11,6.660065059363448e-17,4.536228001630494e-17
84,8.5e-11,7.145999063391781e-17,4.7634681722198874e-17
85,8.6e-11,7.583228088175433e-17,4.747174345008444e-17
86,8.700000000000001e-11,6.803445705401939e-17,4.534930206529595e-17
87,8.8e-11,7.202945442271428e-17,4.595542431473029e-17
88,8.9e-11,6.684770735499118e-17,4.737292580372698e-17
89,9.000000000000001e-11,6.791559321567904e-17,4.6845620155067355e-17
90,9.100000000000001e-11,7.213398681611364e-17,4.603586124448721e-17
91,9.2e-11,6.888443179529158e-17,4.528544239979186e-17
92,9.3e-11,7.460997293940172e-17,4.5939774022248586e-17
93,9.400000000000001e-11,7.013442076047562e-17,4.428586708286821e-17
94,9.500000000000001e-11,6.490614213916432e-17,4.7153050761556536e-17
95,9.6e-11,6.958943540366558e-17,4.7985724072503863e-17
96,9.7e-11,7.141550129574026e-17,4.371306781408606e-17
97,9.800000000000001e-11,7.256186378137109e-17,4.5037704867819435e-17
98,9.900000000000001e-11,7.171709485617948e-17,4.448058275739627e-17
99,1e-10,6.839935519439976e-17,4.4348865478210424e-17
100,1.0100000000000001e-10,6.604832781063676e-17,4.484951061487198e-17
101,1.0200000000000001e-10,7.749122583311963e-17,4.711221091263031e-17
102,1.03e-10,7.548400301122505e-17,4.5700777904659714e-17
103,1.04e-10,7.383294723181855e-17,4.7956562447124204e-17
104,1.0500000000000001e-10,7.362113332639184e-17,4.80429309579377e-17
105,1.0600000000000001e-10,7.323196088879244e-17,4.930124647779499e-17
106,1.07e-10,7.55725030339363e-17,4.822017281330849e-17
107,1.0800000000000001e-10,6.886710455502717e-17,4.936415321783901e-17
108,1.0900000000000001e-10,7.275066107711942e-17,5.143148072798991e-17
109,1.1000000000000001e-10,7.722168089326972e-17,4.932233169407543e-17
110,1.11e-10,6.830246449346788e-17,4.670201937224015e-17
111,1.1200000000000001e-10,7.466036245782438e-17,4.677878743148323e-17
112,1.1300000000000001e-10,7.814746402842563e-17,5.2647002252266e-17
113,1.1400000000000001e-10,8.16302043970912e-17,5.1907582164293166e-17
114,1.15e-10,7.473711021945123e-17,4.959798345904535e-17
115,1.1600000000000001e-10,7.819187082116751e-17,4.910000233984914e-17
116,1.17e-10,8.322169086288958e-17,5.2204159561527393e-17
117,1.18e-10,9.076324397437205e-17,5.3415425948785535e-17
118,1.19e-10,8.278506938026532e-17,5.2949234082106126e-17
119,1.2e-10,8.45436706080646e-17,5.3643185983656893e-17
120,1.2100000000000002e-10,8.508609505697144e-17,5.413868144471005e-17
121,1.2200000000000002e-10,8.666078219711613e-17,5.724314959361479e-17
122,1.2300000000000001e-10,9.302270446047273e-17,5.482679743770032e-17
123,1.24e-10,8.617899587062328e-17,5.198101346169282e-17
124,1.25e-10,8.915393319528611e-17,5.898692691492521e-17
125,1.26e-10,9.779871271150201e-17,6.00750115914943e-17
126,1.27e-10,1.0107211865269853e-16,6.214008654189591e-17
127,1.28e-10,1.0180731474860907e-16,6.107075268641802e-17
128,1.2900000000000002e-10,1.0472642504249089e-16,6.322672066027819e-17
129,1.3000000000000002e-10,1.0516899932174771e-16,6.32747724936378e-17
130,1.31e-10,1.0974738652926113e-16,6.608985119439092e-17
131,1.32e-10,1.0016597979422157e-16,5.793612610011624e-17
132,1.33e-10,1.0995081559002252e-16,6.435755175307972e-17
133,1.34e-10,1.0642519150584719e-16,6.486877253409356e-17
134,1.35e-10,1.1519801621355472e-16,6.460720562058406e-17
135,1.3600000000000002e-10,1.052799914683003e-16,5.944881326942352e-17
136,1.3700000000000002e-10,1.1508652042697668e-16,5.922646563543222e-17
137,1.3800000000000001e-10,1.1007232513752491e-16,6.150231611201694e-17
138,1.39e-10,1.168562953874641e-16,6.685736141935421e-17
139,1.4e-10,1.153999926439866e-16,6.693113257271074e-17
140,1.41e-10,1.2749076898214733e-16,6.680120585660712e-17
141,1.42e-10,1.168277200388832e-16,6.938807316477054e-17
142,1.4300000000000002e-10,1.1728316861712839e-16,6.68664854386186e-17
143,1.4400000000000002e-10,1.0878505717677217e-16,6.375828825900468e-17
144,1.4500000000000002e-10,1.2250383072394408e-16,6.571273626760734e-17
145,1.46e-10,1.140332139259428e-16,6.457911326035176e-17
146,1.47e-10,1.1958156274588321e-16,6.67523299530622e-17
147,1.48e-10,1.1081287672672301e-16,6.708230127825322e-17
148,1.49e-10,1.0915979711285369e-16,6.243173063675189e-17
149,1.5e-10,1.203046476697203e-16,6.818480815103861e-17
150,1.5100000000000002e-10,1.127185241527868e-16,6.417024925811512e-17
151,1.5200000000000002e-10,1.1087306145040646e-16,6.344685066473046e-17
152,1.5300000000000001e-10,1.2300631822497486e-16,6.511917442898705e-17
153,1.54e-10,1.1432511689265448e-16,6.868603657064846e-17
154,1.55e-10,1.196698489943762e-16,6.742506057203735e-17
155,1.56e-10,1.1427882978800105e-16,6.412451609901769e-17
156,1.57e-10,1.2262781159997822e-16,6.573595286538039e-17
157,1.5800000000000002e-10,1.1724972287652827e-16,6.783364752468695e-17
158,1.5900000000000002e-10,1.1940459743664637e-16,6.830317729755815e-17
159,1.6000000000000002e-10,1.2292647629300239e-16,7.044429784854865e-17
160,1.61e-10,1.213454048680528e-16,7.450585068803563e-17
161,1.62e-10,1.2451620739844167e-16,6.91642982172034e-17
162,1.63e-10,1.2852590725046171e-16,7.341244071407012e-17
163,1.64e-10,1.315961169223256e-16,7.359150142442032e-17
164,1.6500000000000002e-10,1.3791330704250794e-16,7.920030813057615e-17
165,1.6600000000000002e-10,1.2151713503051486e-16,7.617041166456425e-17
166,1.6700000000000002e-10,1.2592121908664396e-16,7.503431512615376e-17
167,1.6800000000000001e-10,1.2588189561604824e-16,7.423930258525754e-17
168,1.69e-10,1.2411475280788336e-16,7.365270779913083e-17
169,1.7e-10,1.3259345126437188e-16,7.444274545176555e-17
170,1.71e-10,1.2856941041440322e-16,7.500356457354222e-17
171,1.72e-10,1.389616141895124e-16,7.484883390199678e-17
172,1.7300000000000002e-10,1.342082765892117e-16,8.091464972934132e-17
173,1.7400000000000002e-10,1.2416520561467717e-16,7.396446782620023e-17
174,1.7500000000000002e-10,1.376521627635658e-16,7.859680773380885e-17
175,1.76e-10,1.335069580391624e-16,7.696581959641373e-17
176,1.77e-10,1.3074492046932445e-16,7.894211724068542e-17
177,1.78e-10,1.2011175985089508e-16,7.637484985695311e-17
178,1.79e-10,1.2603525243458296e-16,7.660762922418622e-17
179,1.8000000000000002e-10,1.3061400260904578e-16,7.567448236638381e-17
180,1.8100000000000002e-10,1.4189061051987079e-16,7.697729317820616e-17
181,1.8200000000000002e-10,1.3024235770012804e-16,7.803878814286121e-17
182,1.8300000000000001e-10,1.2812790107842838e-16,7.289261346897655e-17
183,1.84e-10,1.3275929893498837e-16,7.935596477916953e-17
184,1.85e-10,1.2874413949124375e-16,7.718915917280745e-17
185,1.86e-10,1.18387594217305e-16,7.551230786902982e-17
186,1.8700000000000003e-10,1.3032035386182648e-16,7.812069936144478e-17
187,1.8800000000000002e-10,1.277052623749612e-16,7.693546437599998e-17
188,1.8900000000000002e-10,1.2813805672574567e-16,7.641089467812659e-17
189,1.9000000000000002e-10,1.3787330053833905e-16,8.13985432249315e-17
190,1.91e-10,1.3806330614195745e-16,8.217017600397108e-17
191,1.92e-10,1.367950644552901e-16,7.764512531054065e-17
192,1.93e-10,1.3111740656865168e-16,7.947676771725271e-17
193,1.94e-10,1.3048269720847745e-16,7.990569242719494e-17
194,1.9500000000000002e-10,1.3442633323860028e-16,7.935617518481959e-17
195,1.9600000000000002e-10,1.3461677415924383e-16,7.890947237119244e-17
196,1.9700000000000002e-10,1.379002180541346e-16,7.90978647862248e-17
197,1.9800000000000001e-10,1.3761642474907477e-16,7.955979412281765e-17
198,1.99e-10,1.2317388319593975e-16,7.59828372587202e-17
199,2e-10,1.3947121270339655e-16,7.79706710730389e-17
200,2.01e-10,1.2903422477332957e-16,8.244364667040582e-17
201,2.0200000000000003e-10,1.2873138548087905e-16,7.642083254085407e-17
202,2.0300000000000002e-10,1.383704782028462e-16,7.733782082512414e-17
203,2.0400000000000002e-10,1.2375912084666927e-16,7.73722932300249e-17
204,2.0500000000000002e-10,1.287173108747591e-16,8.189277721951097e-17
205,2.06e-10,1.3105188665603345e-16,7.886053911702256e-17
206,2.07e-10,1.3308957076651155e-16,8.047647934319955e-17
207,2.08e-10,1.3929525910876367e-16,8.181405647764641e-17
208,2.0900000000000003e-10,1.321370782780338e-16,8.067407164083963e-17
209,2.1000000000000002e-10,1.302197065560902e-16,8.016254659926101e-17
210,2.1100000000000002e-10,1.2698503421608264e-16,7.750954026456642e-17
211,2.1200000000000002e-10,1.3450535666211966e-16,8.012889472777873e-17
212,2.1300000000000001e-10,1.2080286647258774e-16,7.816790432260018e-17
213,2.14e-10,1.3058449034925705e-16,7.615062975956408e-17
214,2.15e-10,1.2980185937563688e-16,8.050675296691237e-17
215,2.1600000000000003e-10,1.355906323385536e-16,8.392630118486201e-17
216,2.1700000000000003e-10,1.2703327926105983e-16,8.166608601702516e-17
217,2.1800000000000002e-10,1.4028247939336558e-16,7.961150171464683e-17
218,2.1900000000000002e-10,1.3037326915876316e-16,8.197962715850485e-17
219,2.2000000000000002e-10,1.1997049309782617e-16,7.57549699168632e-17
220,2.21e-10,1.2449142773084083e-16,7.829109545011874e-17
221,2.22e-10,1.2594621014529573e-16,7.480939324460935e-17
222,2.23e-10,1.3727312970242553e-16,8.300297892250034e-17
223,2.2400000000000003e-10,1.3325063890086472e-16,8.224450651389264e-17
224,2.2500000000000002e-10,1.3178999644888504e-16,8.232448021870475e-17
225,2.2600000000000002e-10,1.3354716246801042e-16,8.397363477166812e-17
226,2.2700000000000002e-10,1.3613900037389617e-16,8.265006122108716e-17
227,2.2800000000000001e-10,1.437155855019461e-16,8.383464413094755e-17
228,2.29e-10,1.4193177276471228e-16,8.462142866510917e-17
229,2.3e-10,1.5087767895847624e-16,8.679648544003399e-17
230,2.3100000000000003e-10,1.370045403581768e-16,8.782917540112947e-17
231,2.3200000000000003e-10,1.3433383865598864e-16,8.318684773406905e-17
232,2.33e-10,1.497086021692197e-16,9.046994994425055e-17
233,2.34e-10,1.3783481533821586e-16,8.434476784759439e-17
234,2.35e-10,1.4883196784606074e-16,8.679763094224003e-17
235,2.36e-10,1.4185850686305805e-16,8.307398658993928e-17
236,2.37e-10,1.4194164420205504e-16,8.357269824165473e-17
237,2.38e-10,1.3906107815372799e-16,8.666524839105769e-17
238,2.39e-10,1.4360416909179084e-16,8.594277449939886e-17
239,2.4e-10,1.4115160812145507e-16,8.430663955361751e-17
240,2.41e-10,1.3927175099338596e-16,8.396649251242918e-17
241,2.4200000000000004e-10,1.394771998607764e-16,8.568930026693205e-17
242,2.4300000000000004e-10,1.3754656057032056e-16,8.999393904806959e-17
243,2.4400000000000004e-10,1.3790588516589677e-16,8.732092869883293e-17
244,2.4500000000000003e-10,1.34906511125507e-16,8.575024161591674e-17
245,2.4600000000000003e-10,1.3361608286535364e-16,8.604773874635693e-17
246,2.4700000000000003e-10,1.4511144627024458e-16,8.963516136495674e-17
247,2.48e-10,1.3778285893038524e-16,8.653571568977234e-17
248,2.49e-10,1.396455761221331e-16,8.64283279186231e-17
249,2.5e-10,1.3957959965481465e-16,8.712341709552248e-17
250,2.51e-10,1.376552110057055e-16,8.52896377708567e-17
251,2.52e-10,1.3064089055778888e-16,8.365720660763692e-17
252,2.53e-10,1.5109031309492187e-16,8.832496469914807e-17
253,2.54e-10,1.4172035338181083e-16,8.473913366842452e-17
254,2.55e-10,1.4078193541249173e-16,8.823105519052698e-17
255,2.56e-10,1.4544249221462745e-16,8.728108358331634e-17
256,2.5700000000000004e-10,1.4689217864167582e-16,8.563199861078244e-17
257,2.5800000000000004e-10,1.4946913910270905e-16,8.774031449612741e-17
258,2.5900000000000004e-10,1.4389617060167617e-16,8.679049757355757e-17
259,2.6000000000000003e-10,1.369244720022617e-16,8.288664847481207e-17
260,2.6100000000000003e-10,1.4397861099586057e-16,8.729841272237507e-17
261,2.62e-10,1.4025002926606332e-16,8.754789973126999e-17
262,2.63e-10,1.4535430995809403e-16,8.691937798442543e-17
263,2.64e-10,1.317965429350944e-16,8.663459791586648e-17
264,2.65e-10,1.387416065121347e-16,8.733361170632326e-17
265,2.66e-10,1.4372073169835485e-16,8.997218592017532e-17
266,2.67e-10,1.4083725521569216e-16,8.731567782859034e-17
267,2.68e-10,1.5226917110612733e-16,8.956885167135024e-17
268,2.69e-10,1.386862164252753e-16,8.422102305713283e-17
269,2.7e-10,1.3731552621413493e-16,8.79671872198947e-17
270,2.7100000000000005e-10,1.4358097195966884e-16,8.691938501873853e-17
271,2.7200000000000004e-10,1.3852150781000121e-16,8.988743410936922e-17
272,2.7300000000000004e-10,1.3339695282023623e-16,8.608556051456114e-17
273,2.7400000000000004e-10,1.3493957803377704e-16,8.815198893443551e-17
274,2.7500000000000003e-10,1.4020693903384546e-16,8.682171931284766e-17
275,2.7600000000000003e-10,1.3999322979016183e-16,8.69223912258929e-17
276,2.77e-10,1.2999381823906711e-16,8.491522872792463e-17
277,2.78e-10,1.444851273164895e-16,8.632232971773295e-17
278,2.79e-10,1.2869602769907726e-16,8.275652803193091e-17
279,2.8e-10,1.4444850143486683e-16,9.144561664065877e-17
280,2.81e-10,1.3144338761537352e-16,8.804112683243825e-17
281,2.82e-10,1.3900641760056361e-16,8.85970470880556e-17
282,2.83e-10,1.348972579801802e-16,8.864975735916151e-17
283,2.84e-10,1.3753484455578035e-16,9.256473709810505e-17
284,2.85e-10,1.342565066696858e-16,8.720561272117385e-17
285,2.8600000000000005e-10,1.3198131613509882e-16,8.638744873403994e-17
286,2.8700000000000004e-10,1.5024880110142472e-16,9.015660619497655e-17
287,2.8800000000000004e-10,1.3692705542540806e-16,8.797610347593226e-17
288,2.8900000000000004e-10,1.3424185653852962e-16,9.254512408772608e-17
289,2.9000000000000003e-10,1.3536416695063528e-16,9.008953232855098e-17
290,2.9100000000000003e-10,1.467995604007568e-16,9.272284149067545e-17
291,2.92e-10,1.3815008019056946e-16,9.282689023913823e-17
292,2.93e-10,1.4380572414675285e-16,9.078353599089076e-17
293,2.94e-10,1.410791416391048e-16,9.288075894084563e-17
294,2.95e-10,1.388697422349985e-16,8.775311219863221e-17
295,2.96e-10,1.4940513429881796e-16,9.588892409330991e-17
296,2.97e-10,1.41945183642799e-16,9.526864989116261e-17
297,2.98e-10,1.4617208142273203e-16,9.344778096179546e-17
298,2.99e-10,1.5881851408004048e-16,9.688601493350068e-17
299,3e-10,1.4104727330911892e-16,9.28175061837247e-17
300,3.0100000000000005e-10,1.432919767506208e-16,9.291957211115369e-17
