,Time,OCM,BUT
0,1e-12,9.786737015118015e-18,1.534614084215201e-17
1,2e-12,1.1441292360695668e-17,1.722523281894224e-17
2,3e-12,1.1350286549869264e-17,1.430826159377894e-17
3,4e-12,1.1929558558802229e-17,1.5797291056556438e-17
4,5.0000000000000005e-12,1.1876127830345316e-17,1.404161115692213e-17
5,6e-12,1.3789419368263439e-17,1.7074041035921053e-17
6,7.000000000000001e-12,1.3200872491371852e-17,1.914224140735453e-17
7,8e-12,1.239984705503481e-17,1.5073138560598006e-17
8,9.000000000000001e-12,1.506106094796663e-17,2.0628181391705195e-17
9,1.0000000000000001e-11,1.529737452339496e-17,2.1613337088236466e-17
10,1.1e-11,1.7138853155764743e-17,2.4195391423503825e-17
11,1.2e-11,1.8573036385492115e-17,3.256175293005144e-17
12,1.3e-11,1.755785653021716e-17,3.665001665401223e-17
13,1.4000000000000002e-11,1.9063485823584417e-17,3.4535542636827706e-17
14,1.5e-11,2.0866778020882713e-17,3.649029338011588e-17
15,1.6e-11,1.978408342339755e-17,4.274352873264787e-17
16,1.7000000000000003e-11,2.1359632695986414e-17,4.199814016320238e-17
17,1.8000000000000002e-11,2.457012855150837e-17,4.986206579180721e-17
18,1.9000000000000002e-11,2.1734893289019255e-17,4.6403652293844195e-17
19,2.0000000000000002e-11,2.1434872427662393e-17,4.6943128886199906e-17
20,2.1000000000000002e-11,2.413435274686572e-17,5.360802123071637e-17
21,2.2e-11,2.606147618454397e-17,5.4219915614533855e-17
22,2.3e-11,2.3884100577197347e-17,4.939814520468708e-17
23,2.4e-11,2.211783625489188e-17,5.152786736450185e-17
24,2.5e-11,2.588706669530775e-17,5.278270964286792e-17
25,2.6e-11,2.58174458291817e-17,5.450912356543057e-17
26,2.7000000000000004e-11,2.5870720022861394e-17,5.853028783762626e-17
27,2.8000000000000003e-11,2.3551883223343753e-17,5.268119363621081e-17
28,2.9000000000000003e-11,2.729065349344901e-17,5.390322519659495e-17
29,3e-11,2.7507877007817447e-17,5.269995793256405e-17
30,3.1e-11,2.932353381962732e-17,5.251495557077191e-17
31,3.2e-11,2.855027023315178e-17,5.793487334908892e-17
32,3.3e-11,2.974727754668755e-17,6.092027000356336e-17
33,3.4000000000000005e-11,3.0724874274087866e-17,6.829627580901016e-17
34,3.5e-11,3.0956526782908376e-17,5.922162149582149e-17
35,3.6000000000000005e-11,2.8100253904949397e-17,6.039918943352829e-17
36,3.7e-11,3.1329577469174e-17,5.867479824965182e-17
37,3.8000000000000004e-11,2.7759996213729785e-17,6.262938193482205e-17
38,3.9e-11,2.795995815821576e-17,6.17327851119842e-17
39,4.0000000000000004e-11,2.7235206145417024e-17,5.981183591461007e-17
40,4.1e-11,2.8458820540762654e-17,6.483635060209105e-17
41,4.2000000000000004e-11,2.8716740488948466e-17,5.993372615508916e-17
42,4.3e-11,2.7167257758387834e-17,6.25623363809648e-17
43,4.4e-11,2.7238403621467812e-17,6.15380826715408e-17
44,4.5000000000000006e-11,2.5074526131592146e-17,5.953639192846796e-17
45,4.6e-11,2.858733580266678e-17,6.517083680665586e-17
46,4.7000000000000006e-11,2.6542163571849087e-17,6.045046420986966e-17
47,4.8e-11,2.633007102478202e-17,5.754823263706913e-17
48,4.9000000000000005e-11,2.611161188267607e-17,6.007780469149368e-17
49,5e-11,2.63229633110851e-17,6.050571954195635e-17
50,5.1000000000000005e-11,3.0728632704526114e-17,6.361830148566774e-17
51,5.2e-11,2.645448369009064e-17,6.335104080351664e-17
52,5.3000000000000004e-11,2.823084066643691e-17,5.950005603097615e-17
53,5.400000000000001e-11,2.916295633594112e-17,6.063336714840967e-17
54,5.5000000000000004e-11,2.8396823691909265e-17,6.4477510739413e-17
55,5.600000000000001e-11,3.0915227027391214e-17,5.873800062225854e-17
56,5.7000000000000003e-11,2.6543619257622317e-17,5.902998721741981e-17
57,5.8000000000000007e-11,2.780455572216241e-17,6.187347247291691e-17
58,5.9e-11,2.943884514945832e-17,5.944916250768549e-17
59,6e-11,3.275610775204937e-17,6.467877820244743e-17
60,6.100000000000001e-11,3.1534594590173235e-17,6.109481415157756e-17
61,6.2e-11,2.7588084475252917e-17,6.136012113735354e-17
62,6.3e-11,3.0503508265373755e-17,6.17357652250131e-17
63,6.4e-11,3.1870530570794314e-17,5.84012561048364e-17
64,6.500000000000001e-11,3.1484459846634575e-17,6.116544868016067e-17
65,6.6e-11,3.252894783383322e-17,6.54952887560843e-17
66,6.7e-11,3.1712729565087e-17,6.922855110098935e-17
67,6.800000000000001e-11,3.310638150357366e-17,6.334419555218003e-17
68,6.900000000000001e-11,3.4815806858167614e-17,6.156629157392417e-17
69,7e-11,3.2225366871007425e-17,6.681929426714501e-17
70,7.1e-11,3.624953141864756e-17,6.488864700396901e-17
71,7.200000000000001e-11,3.340752651548873e-17,6.318175731693065e-17
72,7.3e-11,3.5003505465289094e-17,6.974549292209045e-17
73,7.4e-11,3.302384020660887e-17,6.813047179055326e-17
74,7.5e-11,3.849015377542333e-17,6.89603400488271e-17
75,7.600000000000001e-11,3.998631845313202e-17,7.209018804093475e-17
76,7.7e-11,3.9125731221925456e-17,7.043763188867551e-17
77,7.8e-11,3.803542430765016e-17,6.973702693554051e-17
78,7.900000000000001e-11,4.053462605088848e-17,7.9778897463601e-17
79,8.000000000000001e-11,4.426134992426087e-17,7.674360677685432e-17
80,8.1e-11,5.2616419721218364e-17,8.933877212566789e-17
81,8.2e-11,4.994225349128344e-17,7.992983674336894e-17
82,8.300000000000001e-11,5.586582537766373e-17,9.850669617482164e-17
83,8.400000000000001e-11,5.032103890900562e-17,9.201965869875932e-17
84,8.5e-11,5.281631186075155e-17,9.440293106577422e-17
85,8.6e-11,5.294682532326231e-17,9.370174668497232e-17
86,8.700000000000001e-11,5.0083580054150705e-17,9.120248536183944e-17
87,8.8e-11,4.883908107827471e-17,9.272094560955536e-17
88,8.9e-11,5.417126928813379e-17,9.663790961719637e-17
89,9.000000000000001e-11,5.577935029091261e-17,1.0334153139825491e-16
90,9.100000000000001e-11,5.215382250686935e-17,9.557990346939772e-17
91,9.2e-11,5.307617948476427e-17,9.81729740585729e-17
92,9.3e-11,5.639578697458147e-17,1.0121959561369457e-16
93,9.400000000000001e-11,5.301618597057404e-17,1.0256062974611093e-16
94,9.500000000000001e-11,5.422720278035946e-17,9.986724846155245e-17
95,9.6e-11,5.212888031096778e-17,9.65882856359837e-17
96,9.7e-11,5.32432169177028e-17,9.746272463516967e-17
97,9.800000000000001e-11,5.363729370900523e-17,1.0650193926008024e-16
98,9.900000000000001e-11,5.815484036535597e-17,1.0194888526057889e-16
99,1e-10,5.89349039850113e-17,9.844063490892264e-17
100,1.0100000000000001e-10,5.521855068115897e-17,9.888554130311211e-17
101,1.0200000000000001e-10,5.729851201760513e-17,1.0532570353581242e-16
102,1.03e-10,5.190785736321784e-17,9.313048458991944e-17
103,1.04e-10,5.643440108163011e-17,9.91985827406569e-17
104,1.0500000000000001e-10,5.808571914619026e-17,1.0854066094668402e-16
105,1.0600000000000001e-10,5.367463721422464e-17,1.0786689292234192e-16
106,1.07e-10,5.697165641592562e-17,1.127334138374704e-16
107,1.0800000000000001e-10,5.909396087406686e-17,1.1152426789143922e-16
108,1.0900000000000001e-10,5.601529246357969e-17,1.160138071048629e-16
109,1.1000000000000001e-10,5.634362503849292e-17,1.0927257198959598e-16
110,1.11e-10,5.838569127855321e-17,1.0561223501741398e-16
111,1.1200000000000001e-10,5.789693415554879e-17,1.0265254041505733e-16
112,1.1300000000000001e-10,5.80540686190217e-17,1.0418948223707535e-16
113,1.1400000000000001e-10,5.972066868866025e-17,1.0613113905493913e-16
114,1.15e-10,5.808412670940537e-17,1.1033913454828674e-16
115,1.1600000000000001e-10,6.138380452343664e-17,1.1490989688061466e-16
116,1.17e-10,6.278862121659229e-17,1.180781944609043e-16
117,1.18e-10,6.100174633611076e-17,1.1429966646029174e-16
118,1.19e-10,6.217510878018096e-17,1.1559585317928805e-16
119,1.2e-10,5.917796453837735e-17,1.1389389105424454e-16
120,1.2100000000000002e-10,5.933886719932051e-17,1.1287697811942657e-16
121,1.2200000000000002e-10,6.308477370842312e-17,1.0922637188457877e-16
122,1.2300000000000001e-10,6.03485736284005e-17,1.078432341120519e-16
123,1.24e-10,6.229330933273453e-17,1.2189657619832596e-16
124,1.25e-10,6.021122888595373e-17,1.156017055881431e-16
125,1.26e-10,6.000313821204976e-17,1.095732124106726e-16
126,1.27e-10,6.190098984879335e-17,1.1411590443297732e-16
127,1.28e-10,6.110126570547142e-17,1.135948568611544e-16
128,1.2900000000000002e-10,6.096694826404757e-17,1.1122347323645924e-16
129,1.3000000000000002e-10,5.888661331470399e-17,1.1531453026647755e-16
130,1.31e-10,5.846827308399965e-17,1.1274878989174452e-16
131,1.32e-10,5.821359430825188e-17,1.113225065368806e-16
132,1.33e-10,5.75572705016518e-17,1.1339737644992172e-16
133,1.34e-10,6.522586005732835e-17,1.115653438085908e-16
134,1.35e-10,6.12818928486537e-17,1.1417623094295303e-16
135,1.3600000000000002e-10,5.4661509532981e-17,1.1532078671399923e-16
136,1.3700000000000002e-10,5.902836937968247e-17,1.1293535584252217e-16
137,1.3800000000000001e-10,5.996623150211805e-17,1.1928736171021723e-16
138,1.39e-10,6.242994323852815e-17,1.1856149256508068e-16
139,1.4e-10,6.325178430026764e-17,1.1506995981461697e-16
140,1.41e-10,6.235554699372468e-17,1.1416217484119586e-16
141,1.42e-10,6.401931379198828e-17,1.1030006624410567e-16
142,1.4300000000000002e-10,6.271877555919676e-17,1.130341396695374e-16
143,1.4400000000000002e-10,6.075353502648367e-17,1.1301106772924107e-16
144,1.4500000000000002e-10,6.069857698289771e-17,1.0734389389744329e-16
145,1.46e-10,6.571066140690441e-17,1.1415123430275766e-16
