,Time,PET,BUT
0,1e-12,4.878476238692561e-17,6.592654624443955e-17
1,2e-12,7.226374614759164e-17,8.756274197177234e-17
2,3e-12,7.400758613456953e-17,1.1888359547669557e-16
3,4e-12,8.277672463132423e-17,1.2680431009551947e-16
4,5.0000000000000005e-12,8.411978155511215e-17,1.289736957777284e-16
5,6e-12,9.552618116958592e-17,1.3259328269971878e-16
6,7.000000000000001e-12,8.552442284559704e-17,1.235461227470087e-16
7,8e-12,9.157757927258159e-17,1.3732161670801273e-16
8,9.000000000000001e-12,1.0330312722556618e-16,1.4818923270253707e-16
9,1.0000000000000001e-11,9.443188723704646e-17,1.646315084919052e-16
10,1.1e-11,9.881756545375546e-17,1.4761384354994586e-16
11,1.2e-11,9.604967983268189e-17,1.8504718897880938e-16
12,1.3e-11,8.965082728225221e-17,1.7458970571275727e-16
13,1.4000000000000002e-11,9.223231402953329e-17,1.730988516824069e-16
14,1.5e-11,9.263598615555097e-17,1.911774909755206e-16
15,1.6e-11,9.39742060000626e-17,2.030437149505017e-16
16,1.7000000000000003e-11,9.146262762850207e-17,1.692493957048393e-16
17,1.8000000000000002e-11,1.0284723116525391e-16,2.0757044431581734e-16
18,1.9000000000000002e-11,1.0522593052925213e-16,2.3840480845750567e-16
19,2.0000000000000002e-11,9.923315541904379e-17,2.0956929884809596e-16
20,2.1000000000000002e-11,1.0685986993212551e-16,2.229461296239629e-16
21,2.2e-11,1.0749572490889958e-16,2.1633963370392145e-16
22,2.3e-11,1.1054241560319041e-16,2.3615976617305053e-16
23,2.4e-11,9.94288910885463e-17,2.10447542441389e-16
24,2.5e-11,1.0931503349425381e-16,2.337637826970872e-16
25,2.6e-11,1.1288965220122528e-16,2.1800126951457167e-16
26,2.7000000000000004e-11,1.1976099406258539e-16,2.732853658470774e-16
27,2.8000000000000003e-11,1.0526374687962627e-16,2.605754240308337e-16
28,2.9000000000000003e-11,1.2290796805192775e-16,2.9490671882549783e-16
29,3e-11,1.198315073214344e-16,3.206742139771282e-16
30,3.1e-11,1.3549522597082277e-16,3.133345868098647e-16
31,3.2e-11,1.2363865277733933e-16,2.7474603688622677e-16
32,3.3e-11,1.2530471261836816e-16,2.8762583842361004e-16
33,3.4000000000000005e-11,1.3170820268903982e-16,3.117104016229526e-16
34,3.5e-11,1.3378762424733788e-16,3.2528847350125987e-16
35,3.6000000000000005e-11,1.5219438015954733e-16,3.671137740877886e-16
36,3.7e-11,1.467512597397865e-16,3.255206064070663e-16
37,3.8000000000000004e-11,1.4185152375103304e-16,3.4008765393911855e-16
38,3.9e-11,1.4017910055312506e-16,3.118771609989309e-16
39,4.0000000000000004e-11,1.5193595107452504e-16,3.356988595334959e-16
40,4.1e-11,1.3869453404943165e-16,3.3865806485228177e-16
41,4.2000000000000004e-11,1.3774046448126813e-16,3.2206682825916957e-16
42,4.3e-11,1.4296066407948872e-16,3.443889271632683e-16
43,4.4e-11,1.4709447034714647e-16,3.5618019063778696e-16
44,4.5000000000000006e-11,1.3776252208984125e-16,3.3637548250008044e-16
45,4.6e-11,1.380431815597754e-16,3.1854483934872616e-16
46,4.7000000000000006e-11,1.5530080069000022e-16,3.5556801022518936e-16
47,4.8e-11,1.531876072946943e-16,3.3364073494438057e-16
48,4.9000000000000005e-11,1.5495077585501485e-16,3.483527952182571e-16
49,5e-11,1.6298885739146122e-16,3.4976866894953187e-16
50,5.1000000000000005e-11,1.5145506264286954e-16,3.47310911217943e-16
51,5.2e-11,1.6458681270035098e-16,3.7010168735550995e-16
52,5.3000000000000004e-11,1.669597198491729e-16,3.436854239267491e-16
53,5.400000000000001e-11,1.5197671930384197e-16,3.2283812795294335e-16
54,5.5000000000000004e-11,1.6298754219413958e-16,3.934955145797716e-16
