,Time,PET,BUT
0,1e-12,5.1359206238026206e-17,1.0719503244459293e-16
1,2e-12,7.222762782917351e-17,1.6015698698084613e-16
2,3e-12,1.0340162693319666e-16,2.289201478845156e-16
3,4e-12,1.1268215495939175e-16,2.5167633231978724e-16
4,5.0000000000000005e-12,1.172090586020301e-16,2.3125935119377966e-16
5,6e-12,1.2956771030107512e-16,2.365476325453196e-16
6,7.000000000000001e-12,1.158272329129569e-16,2.6642214400271865e-16
7,8e-12,1.3566761895049344e-16,2.9466620934921574e-16
8,9.000000000000001e-12,1.3867107198125064e-16,3.574552708897122e-16
9,1.0000000000000001e-11,1.3188179001643814e-16,2.999354666301537e-16
10,1.1e-11,1.4185277645776286e-16,3.4704668110323277e-16
11,1.2e-11,1.5171554410997e-16,3.5026378327795397e-16
12,1.3e-11,1.6628687976578299e-16,3.681785127584239e-16
13,1.4000000000000002e-11,1.716534426279404e-16,2.9801311479958763e-16
14,1.5e-11,1.6810323697323216e-16,3.6384613101897167e-16
15,1.6e-11,1.8129886113773332e-16,3.751842104901548e-16
16,1.7000000000000003e-11,1.8055891185749754e-16,3.943504504951375e-16
17,1.8000000000000002e-11,2.0052360768480129e-16,4.2016534868269274e-16
18,1.9000000000000002e-11,2.1455789319779745e-16,4.439175370520842e-16
19,2.0000000000000002e-11,2.002128364871711e-16,4.690125941340047e-16
20,2.1000000000000002e-11,1.909870974520404e-16,4.0281784454647696e-16
21,2.2e-11,2.2196925471868742e-16,4.698052163834692e-16
22,2.3e-11,2.287857577800505e-16,4.899686460268711e-16
23,2.4e-11,2.244050638865797e-16,5.392636691561713e-16
24,2.5e-11,2.5280783734434907e-16,5.670637603896446e-16
25,2.6e-11,2.55388639779897e-16,4.847234959453841e-16
26,2.7000000000000004e-11,2.3983205280271154e-16,4.447687979928955e-16
27,2.8000000000000003e-11,2.453291179483808e-16,5.00855913359759e-16
28,2.9000000000000003e-11,2.5878090843335904e-16,5.570919011734227e-16
29,3e-11,2.586388281827685e-16,5.659066277545998e-16
30,3.1e-11,2.681353021361988e-16,5.879339403285228e-16
31,3.2e-11,2.7771948879429695e-16,5.894350344871638e-16
32,3.3e-11,3.004824514876547e-16,6.48611966840252e-16
33,3.4000000000000005e-11,2.9813917584541415e-16,7.160807560663816e-16
34,3.5e-11,3.0527141818451213e-16,7.641290944957175e-16
35,3.6000000000000005e-11,2.987392984930119e-16,6.820892294754248e-16
36,3.7e-11,3.107333058997192e-16,7.039124619576171e-16
37,3.8000000000000004e-11,3.016516502928694e-16,6.944095985577317e-16
38,3.9e-11,2.936700868878597e-16,7.280100421830826e-16
39,4.0000000000000004e-11,2.781451852999387e-16,7.363041793343205e-16
40,4.1e-11,2.9822329793784486e-16,7.075572408568226e-16
41,4.2000000000000004e-11,3.284332434975274e-16,6.839239787698678e-16
42,4.3e-11,3.1087294598642567e-16,7.134851369857154e-16
43,4.4e-11,2.781583879187726e-16,6.905456644552713e-16
44,4.5000000000000006e-11,3.32894979300357e-16,7.762259983878566e-16
45,4.6e-11,3.4382600050404266e-16,8.118151154813776e-16
46,4.7000000000000006e-11,3.479410027808658e-16,7.710298805129473e-16
47,4.8e-11,3.400903561450686e-16,7.902458852630024e-16
48,4.9000000000000005e-11,3.4624300326321906e-16,8.159529104686381e-16
49,5e-11,3.600462911631088e-16,7.640561468508654e-16
50,5.1000000000000005e-11,3.475198679134612e-16,7.588898821636199e-16
51,5.2e-11,3.830142201232144e-16,8.594431883654761e-16
52,5.3000000000000004e-11,3.5433587371298e-16,8.121392706248306e-16
53,5.400000000000001e-11,3.7579533175125693e-16,9.047012413395091e-16
54,5.5000000000000004e-11,3.600781973628032e-16,8.869703456833501e-16
55,5.600000000000001e-11,3.619658277179259e-16,7.620583576178712e-16
56,5.7000000000000003e-11,3.830993712243007e-16,7.92217057776759e-16
57,5.8000000000000007e-11,3.642899781571002e-16,8.636208946925441e-16
58,5.9e-11,3.963849176843546e-16,8.784186134584823e-16
59,6e-11,3.527784849838879e-16,8.080431673075642e-16
60,6.100000000000001e-11,3.673608695921777e-16,7.841041034434565e-16
61,6.2e-11,3.6094738767805025e-16,7.439039171906026e-16
62,6.3e-11,3.724546701707384e-16,8.194244953656269e-16
63,6.4e-11,3.6166324483791714e-16,7.700698696444721e-16
64,6.500000000000001e-11,3.4221428420809223e-16,8.136382188225227e-16
65,6.6e-11,3.7739802047013156e-16,7.915708061410681e-16
66,6.7e-11,3.7232809874727377e-16,8.054915729087664e-16
67,6.800000000000001e-11,3.896630781912094e-16,7.391178149493147e-16
68,6.900000000000001e-11,3.5386413018134427e-16,7.492598952906164e-16
69,7e-11,3.742782937590473e-16,7.758732669080572e-16
70,7.1e-11,3.5712026331905936e-16,7.858678869507178e-16
71,7.200000000000001e-11,3.6692186018082804e-16,7.734138294784173e-16
72,7.3e-11,3.8136364528337016e-16,8.363043641664072e-16
73,7.4e-11,3.606272634177544e-16,8.050331670450419e-16
74,7.5e-11,3.6869741966067767e-16,8.013027157094533e-16
75,7.600000000000001e-11,3.885646108103233e-16,8.6500015740237e-16
76,7.7e-11,3.6535022978822454e-16,8.298478125267891e-16
77,7.8e-11,3.73289710199819e-16,8.199087109887986e-16
78,7.900000000000001e-11,3.865540762091819e-16,8.24880106760323e-16
79,8.000000000000001e-11,4.0730786192679453e-16,8.388553939081234e-16
80,8.1e-11,4.23067207623675e-16,8.976725636317063e-16
81,8.2e-11,4.1225268211342034e-16,8.99351699415051e-16
82,8.300000000000001e-11,4.352052001081294e-16,9.050824088991019e-16
83,8.400000000000001e-11,4.060801660979543e-16,9.321829236267022e-16
84,8.5e-11,4.120828973690176e-16,9.17231859550092e-16
85,8.6e-11,4.3440201854099727e-16,8.64075722029049e-16
86,8.700000000000001e-11,4.2178867630244854e-16,8.905326014819656e-16
87,8.8e-11,4.2283022984371163e-16,8.720512690338679e-16
88,8.9e-11,4.077594684403269e-16,9.42368220737755e-16
89,9.000000000000001e-11,4.3223382974706524e-16,9.256448240069613e-16
90,9.100000000000001e-11,3.9772949426277083e-16,9.744795275004557e-16
91,9.2e-11,4.0617431283798816e-16,8.773994689691316e-16
92,9.3e-11,4.1244412270162525e-16,9.192593020984538e-16
93,9.400000000000001e-11,4.020551113800351e-16,9.201761198526248e-16
94,9.500000000000001e-11,4.053075471310887e-16,8.914768918327653e-16
95,9.6e-11,4.054288415489207e-16,8.761283306375847e-16
96,9.7e-11,4.3444211686765603e-16,9.363689730186546e-16
97,9.800000000000001e-11,3.9836477940779887e-16,9.244228415061219e-16
98,9.900000000000001e-11,4.072934939414858e-16,8.8302926208572e-16
99,1e-10,4.279689895808109e-16,8.337123345328605e-16
100,1.0100000000000001e-10,4.217080044579665e-16,8.880142620598608e-16
101,1.0200000000000001e-10,4.3764833666188817e-16,9.553264765175863e-16
102,1.03e-10,4.561612460571732e-16,9.669554951506366e-16
103,1.04e-10,4.453234646132768e-16,9.483611041356957e-16
104,1.0500000000000001e-10,4.2874929882646246e-16,9.100979651133716e-16
105,1.0600000000000001e-10,4.483679430269664e-16,1.0119170060239788e-15
106,1.07e-10,4.3461231009623487e-16,9.631793956384621e-16
107,1.0800000000000001e-10,4.457793991780592e-16,9.1920690306575e-16
108,1.0900000000000001e-10,4.2953853549784035e-16,9.074553155938208e-16
109,1.1000000000000001e-10,4.4370435065496596e-16,9.456711424319852e-16
110,1.11e-10,4.150110065217156e-16,8.26478685577101e-16
111,1.1200000000000001e-10,4.279515360050847e-16,8.905691460141798e-16
112,1.1300000000000001e-10,4.359993327186354e-16,9.016621182240362e-16
113,1.1400000000000001e-10,4.16555005912284e-16,8.789562574030375e-16
114,1.15e-10,4.375643234554976e-16,9.317700757791801e-16
115,1.1600000000000001e-10,4.253471010864665e-16,9.118316319451976e-16
116,1.17e-10,4.2191276583886757e-16,8.660570583756016e-16
117,1.18e-10,4.471019632732595e-16,8.9405926980459e-16
118,1.19e-10,4.490304567959514e-16,8.834674642502929e-16
119,1.2e-10,4.607918794829759e-16,8.547477975674321e-16
120,1.2100000000000002e-10,4.468879464084426e-16,9.173741157709498e-16
121,1.2200000000000002e-10,4.4097618123800968e-16,9.440727654784432e-16
122,1.2300000000000001e-10,4.676046449818113e-16,8.923068625076587e-16
123,1.24e-10,4.4863590570176e-16,9.4535998658585e-16
124,1.25e-10,4.348482084408429e-16,9.150845888905674e-16
125,1.26e-10,4.60796746317436e-16,9.4608369745528e-16
126,1.27e-10,4.44000770142497e-16,9.181237689859228e-16
127,1.28e-10,4.4328609318976066e-16,9.815239073385443e-16
128,1.2900000000000002e-10,4.501669620500444e-16,1.0042951583523447e-15
129,1.3000000000000002e-10,4.3409381020904624e-16,1.082711000974025e-15
130,1.31e-10,4.3716458062820643e-16,1.0253839530760394e-15
131,1.32e-10,4.388850496648241e-16,1.0198835944188977e-15
132,1.33e-10,4.582031625447598e-16,1.0574193346260638e-15
133,1.34e-10,4.501746072255575e-16,1.0672035880881422e-15
134,1.35e-10,4.567312891275539e-16,1.0616233929682214e-15
135,1.3600000000000002e-10,4.416983812138929e-16,1.0504465566989845e-15
136,1.3700000000000002e-10,4.541918574713742e-16,1.0456109843814035e-15
137,1.3800000000000001e-10,4.695111944168802e-16,9.699673848467844e-16
138,1.39e-10,4.577600703177587e-16,9.601025182950824e-16
139,1.4e-10,4.606735665872369e-16,1.0117904899089074e-15
140,1.41e-10,4.661678348885393e-16,9.634375944780083e-16
141,1.42e-10,4.407273939450968e-16,9.752101263934547e-16
142,1.4300000000000002e-10,4.461763580871461e-16,9.612565904488226e-16
143,1.4400000000000002e-10,4.647761948312584e-16,1.0658445102662236e-15
144,1.4500000000000002e-10,4.633023967783078e-16,1.0692038551501981e-15
145,1.46e-10,4.697749659230209e-16,1.048492505873136e-15
146,1.47e-10,4.378111740690237e-16,9.893426919041841e-16
147,1.48e-10,4.545631695148803e-16,9.843881084711995e-16
