,Time,BUT,OCM
0,1e-12,1.5365638515319908e-17,1.3971016348147705e-17
1,2e-12,1.5031001395512817e-17,1.3858517306459674e-17
2,3e-12,1.8176847710062628e-17,1.4158927354264854e-17
3,4e-12,1.803255799888297e-17,1.86091670570409e-17
4,5.0000000000000005e-12,1.8831559278796378e-17,1.9511754140072622e-17
5,6e-12,2.651035780120461e-17,2.6306794294601124e-17
6,7.000000000000001e-12,2.845608950007355e-17,2.888274573018674e-17
7,8e-12,2.9942657629433717e-17,3.5505301583099844e-17
8,9.000000000000001e-12,2.348212823380435e-17,3.4226312028319864e-17
9,1.0000000000000001e-11,3.106146794810706e-17,3.702146543208173e-17
10,1.1e-11,3.092489574601133e-17,3.680564330391412e-17
11,1.2e-11,3.505983999772511e-17,3.760873293919721e-17
12,1.3e-11,2.863159398156585e-17,3.5203097331013096e-17
13,1.4000000000000002e-11,3.1137115917499523e-17,3.667358198212944e-17
14,1.5e-11,3.635043601687997e-17,3.803291950365908e-17
15,1.6e-11,3.12926797929468e-17,4.1029896673933664e-17
16,1.7000000000000003e-11,3.257875526306163e-17,3.833598038866235e-17
17,1.8000000000000002e-11,3.137488200295375e-17,3.9754040150498334e-17
18,1.9000000000000002e-11,3.610650337710841e-17,4.146501562879912e-17
19,2.0000000000000002e-11,4.2708240168722105e-17,5.2219282860345555e-17
20,2.1000000000000002e-11,3.754430799857079e-17,5.104615044633178e-17
21,2.2e-11,4.833645980353873e-17,5.3716747618563e-17
22,2.3e-11,5.019150872956942e-17,5.708417505038088e-17
23,2.4e-11,5.406909836215281e-17,5.748788096550997e-17
24,2.5e-11,5.655824059921263e-17,5.681252607729559e-17
25,2.6e-11,7.251907415181279e-17,6.06860331267719e-17
26,2.7000000000000004e-11,6.057944418206847e-17,6.004505540839711e-17
27,2.8000000000000003e-11,6.639530468015342e-17,5.679077508797818e-17
28,2.9000000000000003e-11,6.560447269208911e-17,5.848853700265027e-17
29,3e-11,6.807300412173957e-17,6.129429538117635e-17
30,3.1e-11,6.41958612049649e-17,5.978699300322842e-17
31,3.2e-11,6.907283833528364e-17,6.012078459787873e-17
32,3.3e-11,6.72260559808885e-17,6.220960076335033e-17
33,3.4000000000000005e-11,8.264211350946234e-17,6.2457771860958e-17
34,3.5e-11,7.564784382517088e-17,6.249771366139586e-17
35,3.6000000000000005e-11,8.084436026737418e-17,6.204658869189107e-17
36,3.7e-11,8.114535310600283e-17,6.75427356895013e-17
37,3.8000000000000004e-11,8.921557367908344e-17,6.93859707556746e-17
38,3.9e-11,9.788609366372296e-17,7.047797607959619e-17
