,Time,BUT,OCM
0,1e-12,1.2808765309030606e-17,1.0949409580799046e-17
1,2e-12,1.3938434142169543e-17,1.219995173559935e-17
2,3e-12,1.5167906260369052e-17,1.768380520540228e-17
3,4e-12,1.9259913323893406e-17,1.8236152713454536e-17
4,5.0000000000000005e-12,1.9590929112679187e-17,1.6485283605859708e-17
5,6e-12,2.219619758848908e-17,1.9417858349999287e-17
6,7.000000000000001e-12,2.1528044054102042e-17,2.0604885286734885e-17
7,8e-12,2.988629406214556e-17,2.138797715843816e-17
8,9.000000000000001e-12,2.3163759342867086e-17,2.238224663829128e-17
9,1.0000000000000001e-11,3.076991288717845e-17,2.3898866622829507e-17
10,1.1e-11,2.7357122135686987e-17,2.8617550229823236e-17
11,1.2e-11,2.745357335662133e-17,2.7234010714246737e-17
12,1.3e-11,2.852349300234879e-17,2.516349495925551e-17
13,1.4000000000000002e-11,2.4319373843093847e-17,2.9090241430581356e-17
14,1.5e-11,3.1266975649947464e-17,3.238042217862415e-17
15,1.6e-11,4.208491996117135e-17,3.2504863946139045e-17
16,1.7000000000000003e-11,3.8380432687143867e-17,3.48638400287589e-17
17,1.8000000000000002e-11,3.5242605137501574e-17,2.8803806808593534e-17
18,1.9000000000000002e-11,3.097676276242268e-17,3.3541972678885323e-17
19,2.0000000000000002e-11,3.332407559697004e-17,3.243954259571463e-17
20,2.1000000000000002e-11,4.011787856044682e-17,3.248506818701737e-17
21,2.2e-11,4.351160124277295e-17,3.461307386738926e-17
22,2.3e-11,3.408030723487596e-17,3.66396676273175e-17
23,2.4e-11,3.3389129824101824e-17,3.443080114564506e-17
24,2.5e-11,4.411127078137599e-17,3.605840041525389e-17
25,2.6e-11,3.6435813708632414e-17,3.58085031413899e-17
26,2.7000000000000004e-11,3.994027608991451e-17,3.272796693085218e-17
27,2.8000000000000003e-11,3.6929535019928944e-17,3.6058586300365474e-17
28,2.9000000000000003e-11,4.1542861769340736e-17,3.945596989469058e-17
29,3e-11,3.9840842444198765e-17,4.008885793517308e-17
30,3.1e-11,4.3828329986071946e-17,4.16732090891791e-17
31,3.2e-11,4.0801800032926994e-17,3.7855443151036774e-17
32,3.3e-11,3.9814540154411747e-17,3.885824246479182e-17
33,3.4000000000000005e-11,4.2075684868879125e-17,4.076696653612607e-17
34,3.5e-11,4.159798579519459e-17,3.9822862646262875e-17
35,3.6000000000000005e-11,4.0642235230444517e-17,4.020046735509244e-17
36,3.7e-11,4.4654016910341905e-17,4.228051742735035e-17
37,3.8000000000000004e-11,3.620379737753644e-17,3.878211862416506e-17
38,3.9e-11,3.648962685274079e-17,3.758434316794629e-17
39,4.0000000000000004e-11,4.173286822316574e-17,4.056638861388749e-17
40,4.1e-11,4.514948353039234e-17,3.868342749296223e-17
41,4.2000000000000004e-11,3.8345883653489566e-17,3.779579673993476e-17
42,4.3e-11,4.2368673326945727e-17,3.9046759711782124e-17
43,4.4e-11,4.085408291115857e-17,3.8369272802132873e-17
44,4.5000000000000006e-11,4.3335198734673616e-17,3.7282092685326295e-17
45,4.6e-11,4.4714486843021646e-17,4.03933084216816e-17
46,4.7000000000000006e-11,4.3285269867871904e-17,4.2390460750580783e-17
47,4.8e-11,4.399979486925042e-17,4.0764868315674263e-17
48,4.9000000000000005e-11,4.8300401237291555e-17,4.103409910441166e-17
49,5e-11,5.1926953861311454e-17,4.3306801348723605e-17
50,5.1000000000000005e-11,4.5289765926482396e-17,4.3830642928577077e-17
