,Time,PET,BUT
0,1e-12,5.1881628035957856e-17,1.1598829335541251e-16
1,2e-12,7.547807739893264e-17,1.4962404469679122e-16
2,3e-12,8.791695630876857e-17,1.7151818827138071e-16
3,4e-12,1.177831572469831e-16,1.9903447213440945e-16
4,5.0000000000000005e-12,1.3030568382314033e-16,2.528372144970103e-16
5,6e-12,1.4173979125922657e-16,2.5064583829786097e-16
6,7.000000000000001e-12,1.6329306873241195e-16,3.1296025504501355e-16
7,8e-12,1.7911724087197548e-16,2.8282813959715476e-16
8,9.000000000000001e-12,1.7704375958670436e-16,3.5017914275449507e-16
9,1.0000000000000001e-11,1.6320654298979489e-16,3.0908852252195605e-16
10,1.1e-11,1.8108881490866876e-16,3.3320603410411815e-16
11,1.2e-11,2.1356216701170872e-16,3.731496587312224e-16
12,1.3e-11,2.11053163561212e-16,3.613615994334845e-16
13,1.4000000000000002e-11,2.2090856953484273e-16,3.838002782170412e-16
14,1.5e-11,2.5382924962139164e-16,3.862065262030496e-16
15,1.6e-11,2.3696728543489747e-16,3.4640177203415456e-16
16,1.7000000000000003e-11,2.5333637330131914e-16,4.2501743578299027e-16
17,1.8000000000000002e-11,2.5528976151300795e-16,4.0287913306141107e-16
18,1.9000000000000002e-11,2.695135670486248e-16,4.561588961343303e-16
19,2.0000000000000002e-11,2.428151365131292e-16,4.2379204611872226e-16
20,2.1000000000000002e-11,2.740813135770857e-16,4.6142781915419545e-16
21,2.2e-11,2.8202561817248136e-16,4.3653316723894994e-16
22,2.3e-11,2.7262298416432374e-16,4.606389633516293e-16
23,2.4e-11,2.4532395662016986e-16,4.686392646597773e-16
24,2.5e-11,2.937516543480922e-16,5.41791433608935e-16
25,2.6e-11,2.961577338663028e-16,5.498654757598182e-16
26,2.7000000000000004e-11,2.97802914240168e-16,5.035762753533977e-16
27,2.8000000000000003e-11,3.1836085054395273e-16,5.150289962321595e-16
28,2.9000000000000003e-11,3.420319574417183e-16,5.4840668453758e-16
29,3e-11,3.043023306694593e-16,4.746453913720208e-16
30,3.1e-11,3.0287949572505635e-16,4.682890612562421e-16
31,3.2e-11,3.168012676361259e-16,5.395102782788795e-16
32,3.3e-11,2.875399881967315e-16,5.164864721204562e-16
33,3.4000000000000005e-11,3.204289164114184e-16,5.12798213969273e-16
34,3.5e-11,3.412831244458944e-16,5.682890914935318e-16
35,3.6000000000000005e-11,3.206672453301401e-16,5.803389042954733e-16
36,3.7e-11,3.0359578239426154e-16,5.654202573003238e-16
37,3.8000000000000004e-11,3.0060204526826425e-16,5.5060732014531e-16
38,3.9e-11,3.2001921699718885e-16,6.073359878961586e-16
39,4.0000000000000004e-11,3.079052836268048e-16,5.553332934537154e-16
40,4.1e-11,3.162702970304094e-16,6.041623106585006e-16
41,4.2000000000000004e-11,3.149924243723399e-16,5.826032676778897e-16
42,4.3e-11,3.1086330014567375e-16,5.741838871663174e-16
43,4.4e-11,3.322795628688268e-16,5.93033006115987e-16
44,4.5000000000000006e-11,3.602459455545658e-16,6.181664562762608e-16
45,4.6e-11,3.3818182124049287e-16,6.022008734096943e-16
46,4.7000000000000006e-11,3.73987542176081e-16,6.661834854673225e-16
47,4.8e-11,3.5907242161063333e-16,6.306077485298788e-16
48,4.9000000000000005e-11,3.682375299586754e-16,6.356867706055785e-16
49,5e-11,3.696833723023617e-16,6.624968787212868e-16
50,5.1000000000000005e-11,3.3719552085305175e-16,6.136176144831598e-16
51,5.2e-11,3.269028898674145e-16,6.425902943370791e-16
52,5.3000000000000004e-11,3.499656326479738e-16,6.08004413238445e-16
53,5.400000000000001e-11,3.5195318849316064e-16,6.340381425811327e-16
54,5.5000000000000004e-11,3.598002478678515e-16,6.328650958146912e-16
55,5.600000000000001e-11,3.4060666158147697e-16,6.584857648702145e-16
56,5.7000000000000003e-11,3.7582599828288037e-16,6.963136841697603e-16
57,5.8000000000000007e-11,3.5412207492882137e-16,6.694702539577753e-16
58,5.9e-11,3.7619138601549167e-16,6.347475104490948e-16
59,6e-11,3.816936892449515e-16,6.376939330561334e-16
60,6.100000000000001e-11,3.7949122216879375e-16,6.584408880748287e-16
61,6.2e-11,3.564401379683816e-16,6.147619006506065e-16
62,6.3e-11,3.597871403086301e-16,6.457915966316867e-16
63,6.4e-11,4.131530154389042e-16,7.249308162829078e-16
64,6.500000000000001e-11,3.6381834373474833e-16,6.4690922495642e-16
65,6.6e-11,3.7676634444095284e-16,6.876380054845279e-16
66,6.7e-11,3.638696332816846e-16,6.689693942717868e-16
67,6.800000000000001e-11,3.616359633319768e-16,6.458539413410147e-16
68,6.900000000000001e-11,3.350296594506552e-16,6.689850685523986e-16
69,7e-11,3.5971858283797145e-16,6.712970469950272e-16
70,7.1e-11,4.2093173410841886e-16,7.081767519995696e-16
71,7.200000000000001e-11,3.706430477577223e-16,6.64304159213027e-16
72,7.3e-11,3.823392688592609e-16,6.447438246782618e-16
73,7.4e-11,3.8857268596295233e-16,6.738693619269833e-16
74,7.5e-11,3.8087739189751647e-16,6.606937640960828e-16
75,7.600000000000001e-11,3.730750139292816e-16,6.419785910969272e-16
76,7.7e-11,3.6714356343911153e-16,6.996601716269923e-16
