,Time,PET,BUT
0,1e-12,6.128139257921188e-17,8.391648503402268e-17
1,2e-12,7.270446969798458e-17,1.301602318940798e-16
2,3e-12,8.197351229521601e-17,1.324976795538774e-16
3,4e-12,9.805530551558378e-17,1.490697742473328e-16
4,5.0000000000000005e-12,8.75751963494371e-17,1.444057510071702e-16
5,6e-12,8.639630676917827e-17,1.490263194663011e-16
6,7.000000000000001e-12,1.2998901669262024e-16,1.9511299845578987e-16
7,8e-12,1.159063334133036e-16,2.1531981139387314e-16
8,9.000000000000001e-12,1.4908738211678806e-16,2.380790167713381e-16
9,1.0000000000000001e-11,1.5919769841165578e-16,2.581957720036447e-16
10,1.1e-11,1.600398954053888e-16,2.2451520591481056e-16
11,1.2e-11,1.760023604087563e-16,2.526314697148022e-16
12,1.3e-11,1.8788268225831315e-16,2.593900798857503e-16
13,1.4000000000000002e-11,1.7799567096343848e-16,2.8506376062143406e-16
14,1.5e-11,2.0025017574180648e-16,2.8145379738312737e-16
15,1.6e-11,2.0099707099993984e-16,2.7488920740696097e-16
16,1.7000000000000003e-11,2.1438192050529013e-16,2.9210327461439597e-16
17,1.8000000000000002e-11,2.1769924459343147e-16,3.0512549315375094e-16
18,1.9000000000000002e-11,2.2105203548214145e-16,3.1463708737429216e-16
19,2.0000000000000002e-11,2.4118099607906294e-16,3.1554741094173297e-16
20,2.1000000000000002e-11,2.321169413104337e-16,3.389402554073677e-16
21,2.2e-11,2.363363966044492e-16,3.360648289968483e-16
22,2.3e-11,2.2528376406197215e-16,2.9639424201981553e-16
23,2.4e-11,2.359580614051818e-16,3.344841596252064e-16
24,2.5e-11,2.440080325976495e-16,3.7118856380036185e-16
25,2.6e-11,2.297262362556748e-16,3.638120425019231e-16
26,2.7000000000000004e-11,2.3601519388665035e-16,3.695724837225317e-16
27,2.8000000000000003e-11,2.512990979552588e-16,4.028478283911153e-16
28,2.9000000000000003e-11,2.6917536882519305e-16,4.3535846599674934e-16
29,3e-11,2.7408186325039163e-16,4.553018865376982e-16
30,3.1e-11,2.765467056691576e-16,4.740104735397003e-16
31,3.2e-11,2.8003168034875973e-16,4.912136954183677e-16
32,3.3e-11,3.244367439403463e-16,5.109234893115506e-16
33,3.4000000000000005e-11,3.398954945494203e-16,5.104207172698523e-16
34,3.5e-11,3.4414363594550723e-16,5.580155205020096e-16
35,3.6000000000000005e-11,3.67209235496901e-16,6.572424873306593e-16
36,3.7e-11,3.8077252935045086e-16,6.167076095569107e-16
37,3.8000000000000004e-11,3.623925899491892e-16,6.138768179480429e-16
38,3.9e-11,3.5019354901650727e-16,6.007854356298953e-16
39,4.0000000000000004e-11,3.3492698211791236e-16,5.382744274523955e-16
40,4.1e-11,3.600985215259499e-16,5.66947621931685e-16
41,4.2000000000000004e-11,3.3367276193991216e-16,5.906225822371072e-16
42,4.3e-11,3.457021502832231e-16,6.320460501594059e-16
43,4.4e-11,3.738407401538657e-16,6.365178243839792e-16
44,4.5000000000000006e-11,3.733462797509649e-16,6.038828821219661e-16
45,4.6e-11,3.9075511557024847e-16,6.3619025188244e-16
46,4.7000000000000006e-11,3.5717194333211014e-16,6.352433711240851e-16
47,4.8e-11,3.6841169173937336e-16,6.643066617075355e-16
48,4.9000000000000005e-11,3.9993069100303536e-16,6.924272880930051e-16
49,5e-11,3.9508932058690985e-16,6.55285231115312e-16
50,5.1000000000000005e-11,3.591846190481487e-16,6.70318829797581e-16
51,5.2e-11,3.6634098529650385e-16,6.438195679172122e-16
52,5.3000000000000004e-11,4.041574228901403e-16,7.310413879563452e-16
53,5.400000000000001e-11,4.1162432213397897e-16,6.56315027392262e-16
54,5.5000000000000004e-11,4.022701112281388e-16,6.578462141154105e-16
55,5.600000000000001e-11,4.0640376504284133e-16,6.884454907390542e-16
56,5.7000000000000003e-11,3.775328082913296e-16,6.576013110466953e-16
57,5.8000000000000007e-11,3.6894007910740593e-16,6.320773620438697e-16
58,5.9e-11,3.8045427158948616e-16,6.533989826139471e-16
59,6e-11,3.9055808848714433e-16,6.057471201880258e-16
60,6.100000000000001e-11,3.815878171844482e-16,6.376767993498753e-16
61,6.2e-11,4.1117887613011086e-16,6.863930638527887e-16
62,6.3e-11,4.019551823232362e-16,6.851800574576092e-16
63,6.4e-11,4.0681364860302326e-16,6.668707871411442e-16
64,6.500000000000001e-11,4.0836530867579656e-16,6.889874384863635e-16
65,6.6e-11,3.942884982987947e-16,6.99585704969015e-16
66,6.7e-11,3.802811205725653e-16,6.826559525299505e-16
67,6.800000000000001e-11,3.8322004441157917e-16,7.273159838264986e-16
68,6.900000000000001e-11,3.8817215687682696e-16,7.123989121284909e-16
69,7e-11,3.981171052314473e-16,7.223727721445918e-16
70,7.1e-11,4.1520101129928747e-16,7.043408553883335e-16
71,7.200000000000001e-11,4.3790269824131047e-16,7.46415830869877e-16
72,7.3e-11,3.938545093598475e-16,6.960865049088595e-16
73,7.4e-11,4.3047211410018126e-16,7.450463084371238e-16
74,7.5e-11,4.3914292699902815e-16,7.216437050890207e-16
75,7.600000000000001e-11,3.766799492575108e-16,7.328596981026079e-16
76,7.7e-11,4.1852383634645845e-16,7.578669775118189e-16
77,7.8e-11,3.856406996538456e-16,7.709071787189822e-16
78,7.900000000000001e-11,4.139374009336738e-16,7.477600479071657e-16
79,8.000000000000001e-11,3.9064034809982982e-16,6.860441607739692e-16
80,8.1e-11,4.0494577244571185e-16,7.412134164422823e-16
81,8.2e-11,4.2869027446281276e-16,7.098673592728566e-16
82,8.300000000000001e-11,3.840778762937552e-16,6.87794833027252e-16
83,8.400000000000001e-11,4.0464420415372435e-16,7.271644794600005e-16
84,8.5e-11,3.910400082500869e-16,6.461128346168341e-16
85,8.6e-11,4.028208275443506e-16,6.557854317958656e-16
86,8.700000000000001e-11,4.0160525839568085e-16,6.1902715202643e-16
87,8.8e-11,3.978102930856985e-16,6.491661113520511e-16
88,8.9e-11,4.2463461024791045e-16,6.596009218668899e-16
89,9.000000000000001e-11,4.148017948301033e-16,6.734230711820585e-16
90,9.100000000000001e-11,4.134139737438848e-16,7.018271579231714e-16
91,9.2e-11,4.1236299742512533e-16,6.826986073343185e-16
92,9.3e-11,4.209202900176756e-16,6.771969870390642e-16
93,9.400000000000001e-11,4.240430811056674e-16,7.191938757783181e-16
94,9.500000000000001e-11,4.3890529709684763e-16,7.090588774748701e-16
95,9.6e-11,4.2468210890945097e-16,7.334267207089015e-16
96,9.7e-11,4.486526231827131e-16,7.009844555189548e-16
97,9.800000000000001e-11,4.21874877147447e-16,7.250605973832535e-16
98,9.900000000000001e-11,4.457876525886579e-16,7.482230605034135e-16
99,1e-10,4.330097274522513e-16,7.818025400638345e-16
100,1.0100000000000001e-10,4.449576882039438e-16,7.844767513018477e-16
101,1.0200000000000001e-10,4.285098750492544e-16,7.432222936853926e-16
102,1.03e-10,4.546566577881246e-16,7.879247275069734e-16
103,1.04e-10,4.601684112913855e-16,8.02713529419927e-16
104,1.0500000000000001e-10,4.400105704621177e-16,7.806837008942991e-16
105,1.0600000000000001e-10,4.606781236329726e-16,8.579559844139985e-16
106,1.07e-10,4.961583654764711e-16,8.561762985456233e-16
107,1.0800000000000001e-10,4.611764875552885e-16,8.806383702823962e-16
108,1.0900000000000001e-10,4.677707735078589e-16,8.49625414816897e-16
109,1.1000000000000001e-10,5.194782824069668e-16,9.190847025581569e-16
110,1.11e-10,4.858504145373487e-16,8.308722495107545e-16
111,1.1200000000000001e-10,4.841883713495392e-16,8.014828991469513e-16
112,1.1300000000000001e-10,4.723040686550606e-16,8.68626012741749e-16
113,1.1400000000000001e-10,4.675344046969074e-16,8.762983427227949e-16
114,1.15e-10,4.711648139865349e-16,8.33839441937674e-16
115,1.1600000000000001e-10,4.89979194678905e-16,8.623006580655707e-16
116,1.17e-10,5.07233162264671e-16,8.34684480716784e-16
117,1.18e-10,5.309079589431526e-16,9.095278689162418e-16
118,1.19e-10,4.998668969762202e-16,8.21130968986296e-16
119,1.2e-10,5.053808029710053e-16,8.858856291423624e-16
120,1.2100000000000002e-10,5.149119631820999e-16,8.260899830225994e-16
121,1.2200000000000002e-10,5.428286301616263e-16,8.571757976516744e-16
122,1.2300000000000001e-10,5.493628422230549e-16,8.981537492331189e-16
123,1.24e-10,5.665193670961674e-16,8.684664102028481e-16
124,1.25e-10,5.633488822702007e-16,9.475892770974595e-16
125,1.26e-10,5.691646221025804e-16,9.779118079734775e-16
126,1.27e-10,5.654352419275576e-16,1.012671542322034e-15
127,1.28e-10,5.459800865383528e-16,9.635816596788741e-16
128,1.2900000000000002e-10,5.921302720942788e-16,1.0062844442280987e-15
129,1.3000000000000002e-10,5.11194492496547e-16,9.098454761195072e-16
130,1.31e-10,5.286120759740182e-16,8.92804070143616e-16
131,1.32e-10,5.215788211846812e-16,9.217054647981981e-16
132,1.33e-10,4.967710417142761e-16,1.0067371377886669e-15
133,1.34e-10,5.021026698714227e-16,9.778681888105687e-16
