,Time,PET,BUT
0,1e-12,6.096491625598616e-17,1.2693657463331913e-16
1,2e-12,7.782526387119709e-17,1.6416292445015925e-16
2,3e-12,1.0438237409915594e-16,2.0423125564194492e-16
3,4e-12,1.1504081044623778e-16,1.9647680066052477e-16
4,5.0000000000000005e-12,1.3206770623203457e-16,2.0214001334939202e-16
5,6e-12,1.3981271894213193e-16,2.0533131804168008e-16
6,7.000000000000001e-12,1.5989259507657739e-16,2.4210640426893046e-16
7,8e-12,1.6253526801056985e-16,2.8683421273056107e-16
8,9.000000000000001e-12,1.609029910769389e-16,3.0686007374173033e-16
9,1.0000000000000001e-11,1.868574954328707e-16,2.8538574408538285e-16
10,1.1e-11,1.8539120505780644e-16,3.099723482765273e-16
11,1.2e-11,2.1378750449352295e-16,3.275779035856226e-16
12,1.3e-11,2.0174897872552163e-16,3.185346475038105e-16
13,1.4000000000000002e-11,2.0581928707488004e-16,3.355557589458692e-16
14,1.5e-11,1.9748811469909246e-16,3.2933466470325313e-16
15,1.6e-11,2.308044232878066e-16,3.306612073246338e-16
16,1.7000000000000003e-11,2.300601936261711e-16,4.3136306787608146e-16
17,1.8000000000000002e-11,2.42400636319156e-16,4.488488823753903e-16
18,1.9000000000000002e-11,2.5089907509194757e-16,4.741932416793597e-16
19,2.0000000000000002e-11,2.8646990116134526e-16,5.268095051410422e-16
20,2.1000000000000002e-11,2.8913061004801334e-16,5.514173860932867e-16
21,2.2e-11,2.6824927662630194e-16,4.955261514925148e-16
22,2.3e-11,3.1968706344779307e-16,5.549575310563411e-16
23,2.4e-11,3.1802426268415076e-16,5.581546693521682e-16
24,2.5e-11,3.271372478754613e-16,5.699210237505466e-16
25,2.6e-11,3.379443565942505e-16,5.97206466563828e-16
26,2.7000000000000004e-11,3.4338281477460765e-16,6.177910450539338e-16
27,2.8000000000000003e-11,3.5266611285151433e-16,6.221328932737144e-16
28,2.9000000000000003e-11,3.181799839954192e-16,5.930294474464448e-16
29,3e-11,3.1692960736820794e-16,6.029707685886062e-16
30,3.1e-11,3.2358604593256855e-16,5.862729145527939e-16
31,3.2e-11,3.3962182411950097e-16,6.065324637657649e-16
32,3.3e-11,3.4745710855230037e-16,6.372031335240762e-16
33,3.4000000000000005e-11,3.473659120607999e-16,6.638302357392648e-16
34,3.5e-11,3.3932585765702315e-16,6.207050051048288e-16
35,3.6000000000000005e-11,3.4638545259523733e-16,6.294703570787547e-16
36,3.7e-11,3.8159174487158166e-16,6.60315911720717e-16
37,3.8000000000000004e-11,3.984517081356907e-16,7.296323488744364e-16
38,3.9e-11,3.5489180355485564e-16,7.653844721059096e-16
39,4.0000000000000004e-11,3.8448006433967597e-16,7.59938006955549e-16
40,4.1e-11,3.7055626700921688e-16,7.862489512947728e-16
41,4.2000000000000004e-11,3.882825082970671e-16,8.109155959816446e-16
42,4.3e-11,3.8725718179182366e-16,7.809687587384889e-16
43,4.4e-11,4.0488150558158465e-16,7.8425947944310625e-16
44,4.5000000000000006e-11,4.0598933374741164e-16,8.181959167424473e-16
45,4.6e-11,4.128064269620016e-16,7.837152034112845e-16
46,4.7000000000000006e-11,3.886442313507801e-16,7.596493840285576e-16
47,4.8e-11,3.985177263894008e-16,7.690209671269677e-16
48,4.9000000000000005e-11,4.19124032509018e-16,7.93172899063892e-16
49,5e-11,4.237395942925175e-16,7.942084319036274e-16
