,Time,BUT,OCM
0,1e-12,1.1253093665562609e-17,9.981021537982108e-18
1,2e-12,1.6951651572351478e-17,1.2998323653999583e-17
2,3e-12,1.792395007979614e-17,1.379312185457356e-17
3,4e-12,1.1885748391601155e-17,1.364875981349879e-17
4,5.0000000000000005e-12,1.3136473894887982e-17,1.5308126532841472e-17
5,6e-12,2.3357460540066755e-17,1.6001915270154894e-17
6,7.000000000000001e-12,2.587722125163844e-17,1.8240849053876126e-17
7,8e-12,2.7291530714847375e-17,2.0338604491364354e-17
8,9.000000000000001e-12,3.113882738461696e-17,1.885209738785331e-17
9,1.0000000000000001e-11,4.021910228808875e-17,2.1546216036828133e-17
10,1.1e-11,3.517010049202886e-17,2.0738897796488777e-17
11,1.2e-11,3.769840600860833e-17,2.1257988680219858e-17
12,1.3e-11,4.1170738019747443e-17,2.240629670276216e-17
13,1.4000000000000002e-11,4.012947958482654e-17,2.2462150685823746e-17
14,1.5e-11,3.7953877535902284e-17,2.4550377817154097e-17
15,1.6e-11,3.625453983739734e-17,2.2072675330298384e-17
16,1.7000000000000003e-11,4.5687485073110716e-17,2.3133574363454873e-17
17,1.8000000000000002e-11,3.70244374985098e-17,2.2414853795495607e-17
18,1.9000000000000002e-11,3.713937063830613e-17,2.6559466201397914e-17
19,2.0000000000000002e-11,4.513919413080429e-17,2.713044840192702e-17
20,2.1000000000000002e-11,4.162225499800307e-17,2.340657856137228e-17
21,2.2e-11,4.343720123854807e-17,2.5890614879876733e-17
22,2.3e-11,4.5768877845280056e-17,2.6549394351890412e-17
23,2.4e-11,4.805576439867189e-17,2.7580028783138445e-17
24,2.5e-11,5.2989177143326396e-17,2.826135090591112e-17
25,2.6e-11,5.872832629245021e-17,2.937746202463734e-17
26,2.7000000000000004e-11,4.8767087318759936e-17,2.6012320140108868e-17
27,2.8000000000000003e-11,5.018484958920744e-17,2.654389890530205e-17
28,2.9000000000000003e-11,5.060744662127216e-17,2.672865104314144e-17
29,3e-11,5.567069875241129e-17,2.6835791087091985e-17
30,3.1e-11,4.4976988639255324e-17,2.7387388753060397e-17
31,3.2e-11,5.091147840706809e-17,2.636609876467444e-17
32,3.3e-11,4.837883338314305e-17,2.6974745695986015e-17
33,3.4000000000000005e-11,4.49902262207467e-17,2.7631715596305346e-17
34,3.5e-11,3.854711564545592e-17,2.706817199415975e-17
35,3.6000000000000005e-11,3.734893764213426e-17,2.5491375916563146e-17
36,3.7e-11,5.0016512118867354e-17,2.719462566553512e-17
37,3.8000000000000004e-11,4.639657729747965e-17,2.5767680278994975e-17
38,3.9e-11,4.6564995441272304e-17,2.6207339619514842e-17
39,4.0000000000000004e-11,5.629723072584656e-17,2.627043200636584e-17
40,4.1e-11,4.4288012080658874e-17,2.7621219627365563e-17
41,4.2000000000000004e-11,4.9239880053574844e-17,2.7075065042753958e-17
42,4.3e-11,4.9825554112262843e-17,2.978271413544868e-17
43,4.4e-11,5.464318840759004e-17,2.70853718983764e-17
44,4.5000000000000006e-11,4.3733716140435134e-17,3.014754329218636e-17
45,4.6e-11,4.4244358412107593e-17,2.835762840206802e-17
46,4.7000000000000006e-11,5.759901176635659e-17,3.0507633461419615e-17
47,4.8e-11,5.4475391741152895e-17,3.168781228188422e-17
48,4.9000000000000005e-11,5.246966397764013e-17,3.192514287786445e-17
49,5e-11,5.696024640276307e-17,3.1789123507675e-17
50,5.1000000000000005e-11,5.478829852153914e-17,2.943739532610389e-17
51,5.2e-11,5.3267086237695836e-17,3.1008075983407174e-17
52,5.3000000000000004e-11,4.5907455664716156e-17,2.8023545507099715e-17
53,5.400000000000001e-11,4.5670795670915917e-17,3.1672888172884445e-17
54,5.5000000000000004e-11,5.2926410494650606e-17,3.1482152455134993e-17
55,5.600000000000001e-11,5.1723464168280064e-17,3.196073293485932e-17
56,5.7000000000000003e-11,5.439367629105832e-17,3.100193242928074e-17
57,5.8000000000000007e-11,5.436962860162384e-17,3.3148623727261566e-17
58,5.9e-11,4.923673930870634e-17,3.0777051082115613e-17
59,6e-11,4.3176123456234375e-17,3.080579869816525e-17
60,6.100000000000001e-11,5.019954509324577e-17,3.2298730755979645e-17
61,6.2e-11,4.3207882573467636e-17,2.991641796771504e-17
62,6.3e-11,5.2181186253089685e-17,3.3009573345667786e-17
63,6.4e-11,6.474359016943609e-17,3.320171585482051e-17
64,6.500000000000001e-11,5.70858902394764e-17,3.343318350162783e-17
65,6.6e-11,5.523792341250602e-17,3.2621763813217406e-17
66,6.7e-11,6.130614856086533e-17,3.4602966679767834e-17
67,6.800000000000001e-11,6.038935879426733e-17,3.6102693092093684e-17
68,6.900000000000001e-11,6.957473228674807e-17,3.578973002191499e-17
69,7e-11,6.520942007719216e-17,3.588898136475446e-17
70,7.1e-11,6.085675528711066e-17,3.469630891054633e-17
71,7.200000000000001e-11,7.16993482555563e-17,3.6877666627969183e-17
72,7.3e-11,5.570831478924616e-17,3.74243894008167e-17
73,7.4e-11,6.602309695205102e-17,3.978259007808725e-17
74,7.5e-11,5.356700657710752e-17,3.9169435916916425e-17
75,7.600000000000001e-11,6.500608169719538e-17,4.021635166088792e-17
76,7.7e-11,6.310462589649712e-17,3.9870122399790837e-17
77,7.8e-11,5.788773763236278e-17,4.158150936624395e-17
78,7.900000000000001e-11,6.003801603684411e-17,4.039001280245159e-17
79,8.000000000000001e-11,5.994306999524275e-17,4.1277305966921616e-17
80,8.1e-11,6.375138383397958e-17,3.9270910302330964e-17
81,8.2e-11,6.168031709138864e-17,4.0323652399130374e-17
82,8.300000000000001e-11,6.498437324612038e-17,4.029360332957688e-17
83,8.400000000000001e-11,7.00296211536178e-17,3.869192692820412e-17
84,8.5e-11,6.857741930111803e-17,3.7377374226058964e-17
85,8.6e-11,6.088043306101473e-17,4.0878204086518437e-17
86,8.700000000000001e-11,5.891249525353027e-17,3.766488912864599e-17
87,8.8e-11,5.645343391134778e-17,3.880342777015232e-17
88,8.9e-11,5.439658531195762e-17,4.257806558539357e-17
89,9.000000000000001e-11,5.96997699039481e-17,4.377474032575227e-17
90,9.100000000000001e-11,6.322481623589502e-17,4.256032645262654e-17
