,Time,BUT,OCM
0,1e-12,1.3834539325149573e-17,1.0284031945899728e-17
1,2e-12,2.9669714033638364e-17,1.4569523888325334e-17
2,3e-12,5.694402878841366e-17,1.834271070219772e-17
3,4e-12,6.688492246998482e-17,2.2585235271005348e-17
4,5.0000000000000005e-12,7.063414006772935e-17,2.4136054837671855e-17
5,6e-12,7.566560571519788e-17,2.5494706684975277e-17
6,7.000000000000001e-12,8.444455331553226e-17,2.497600779340904e-17
7,8e-12,7.978235992700529e-17,2.505310906472499e-17
8,9.000000000000001e-12,8.304866511814174e-17,2.831343091854097e-17
9,1.0000000000000001e-11,9.061891418135204e-17,3.207803805067704e-17
10,1.1e-11,8.401328515096676e-17,3.014554591981358e-17
11,1.2e-11,9.302670926441205e-17,3.133912807068489e-17
12,1.3e-11,9.738872172780649e-17,3.318578734077718e-17
13,1.4000000000000002e-11,9.521947539301057e-17,3.2626583347883964e-17
14,1.5e-11,9.448484041906251e-17,3.209994814334934e-17
15,1.6e-11,9.913576139898725e-17,3.5411503723444186e-17
16,1.7000000000000003e-11,9.883945422822832e-17,3.5957434062125744e-17
17,1.8000000000000002e-11,9.574872543755098e-17,3.7597253194593745e-17
18,1.9000000000000002e-11,9.37593684552172e-17,3.4195067109712374e-17
19,2.0000000000000002e-11,8.954258822216099e-17,3.5904053517867885e-17
20,2.1000000000000002e-11,8.945489711203215e-17,3.72782839549435e-17
21,2.2e-11,8.832168754367032e-17,3.522021698349518e-17
22,2.3e-11,8.667780424366838e-17,3.557711080530062e-17
23,2.4e-11,9.088753073976674e-17,3.726344486919493e-17
24,2.5e-11,8.954478715418471e-17,3.7073851407454326e-17
25,2.6e-11,8.825702981244511e-17,3.601766811769412e-17
26,2.7000000000000004e-11,1.0124680434276744e-16,3.7585555153746035e-17
27,2.8000000000000003e-11,8.44822626881974e-17,3.8897357609612564e-17
28,2.9000000000000003e-11,8.686293259606022e-17,3.5366167200436895e-17
29,3e-11,8.880044852335936e-17,3.712296758475652e-17
30,3.1e-11,8.828459315437347e-17,3.815920937305686e-17
31,3.2e-11,8.557244537717797e-17,3.7376302252622634e-17
32,3.3e-11,8.705874745992185e-17,3.635180195369093e-17
33,3.4000000000000005e-11,8.299265713257881e-17,3.7194448798288315e-17
34,3.5e-11,8.811861189393035e-17,3.8948181069553015e-17
35,3.6000000000000005e-11,9.029325137613e-17,3.943098796105379e-17
36,3.7e-11,9.253636471754023e-17,3.865576554081827e-17
37,3.8000000000000004e-11,8.631166237425841e-17,3.831955408049885e-17
38,3.9e-11,9.044916864166668e-17,4.056165684035686e-17
39,4.0000000000000004e-11,9.782936168700398e-17,4.336599389670326e-17
40,4.1e-11,1.0491004627515992e-16,4.249868365727033e-17
41,4.2000000000000004e-11,8.690571717254943e-17,4.305252200610101e-17
42,4.3e-11,9.28672821620433e-17,4.245447453844112e-17
43,4.4e-11,8.89764505130408e-17,4.26492368431111e-17
44,4.5000000000000006e-11,8.572860723874228e-17,4.233396547105341e-17
45,4.6e-11,9.652040837617662e-17,4.089526233825657e-17
46,4.7000000000000006e-11,9.177185995234943e-17,4.0603522920223323e-17
47,4.8e-11,9.892044064182526e-17,4.4600675576566105e-17
48,4.9000000000000005e-11,8.91051774229977e-17,4.2689289319702886e-17
49,5e-11,9.706054211078388e-17,4.13591365664172e-17
50,5.1000000000000005e-11,8.828704480199207e-17,4.085909766118641e-17
51,5.2e-11,9.854874968771208e-17,4.32095434605563e-17
52,5.3000000000000004e-11,1.1110241027844468e-16,4.1584436230061736e-17
53,5.400000000000001e-11,9.94507279568849e-17,4.3245907430579215e-17
54,5.5000000000000004e-11,1.0881307484312247e-16,4.137793324448544e-17
55,5.600000000000001e-11,1.0328549100967696e-16,4.237655814664588e-17
56,5.7000000000000003e-11,1.0719058314771412e-16,4.3276141239804314e-17
57,5.8000000000000007e-11,1.0145322871752107e-16,4.4356702149909376e-17
58,5.9e-11,9.936052565419154e-17,4.500067369596379e-17
59,6e-11,9.228627618742184e-17,4.240762320553151e-17
60,6.100000000000001e-11,9.520310524518798e-17,4.6423469276245414e-17
61,6.2e-11,9.362178442247772e-17,4.456685944517337e-17
62,6.3e-11,9.911728826370487e-17,4.416992994478321e-17
63,6.4e-11,1.0083957640119457e-16,4.419285759034671e-17
64,6.500000000000001e-11,1.0725471165954786e-16,4.4226977179370944e-17
65,6.6e-11,1.0642640509136288e-16,4.7718134298374845e-17
66,6.7e-11,1.0702532251748452e-16,4.59649077710508e-17
67,6.800000000000001e-11,1.1390620618510503e-16,4.753575415220386e-17
68,6.900000000000001e-11,1.198877408460647e-16,5.2075758399302085e-17
69,7e-11,1.1112033341937334e-16,5.171172252320655e-17
70,7.1e-11,1.1385045654362193e-16,4.596286783714913e-17
71,7.200000000000001e-11,1.1284934419756013e-16,4.8346638878004774e-17
72,7.3e-11,1.1877579171988877e-16,5.3488692477932426e-17
73,7.4e-11,1.2001638001884496e-16,5.617054913030547e-17
