,Time,BUT,OCM
0,1e-12,1.2945394407146318e-17,1.1283481272861984e-17
1,2e-12,1.5629986093427147e-17,1.6304026902067722e-17
2,3e-12,1.7671207442967246e-17,1.746630619849837e-17
3,4e-12,2.5549139640247834e-17,1.956293746224673e-17
4,5.0000000000000005e-12,3.2447189374593314e-17,2.0128594514014742e-17
5,6e-12,3.0044670904315464e-17,2.0839618456838522e-17
6,7.000000000000001e-12,3.2055147196588906e-17,2.1573013580534766e-17
7,8e-12,3.283681369363379e-17,2.3916145140330198e-17
8,9.000000000000001e-12,3.8102143322846545e-17,2.5091545492532792e-17
9,1.0000000000000001e-11,3.6129400089536136e-17,2.520000468995031e-17
10,1.1e-11,3.987646828048381e-17,2.5742599684067503e-17
11,1.2e-11,3.667733710899092e-17,2.616912194583823e-17
12,1.3e-11,5.5107522232902396e-17,2.7498658681562306e-17
13,1.4000000000000002e-11,6.616843328083573e-17,2.8175643454554567e-17
14,1.5e-11,6.93074377816258e-17,3.513983642974954e-17
15,1.6e-11,6.786458674931145e-17,3.558575806853545e-17
16,1.7000000000000003e-11,6.391299860528951e-17,3.568296767099964e-17
17,1.8000000000000002e-11,7.216444892156063e-17,3.249828727951726e-17
18,1.9000000000000002e-11,7.195383460728018e-17,3.240692370989184e-17
19,2.0000000000000002e-11,8.406330425179646e-17,3.480030281734835e-17
20,2.1000000000000002e-11,7.46951859565514e-17,3.507555074508133e-17
21,2.2e-11,7.649285361313736e-17,3.739717812867094e-17
22,2.3e-11,6.337060632456034e-17,3.71918662424113e-17
23,2.4e-11,7.926291203522144e-17,4.42537816564683e-17
24,2.5e-11,6.593421333240673e-17,4.3978912493555376e-17
25,2.6e-11,7.164179896456706e-17,4.4242662679778245e-17
26,2.7000000000000004e-11,6.858086757813158e-17,4.326282242337051e-17
27,2.8000000000000003e-11,8.260038388471647e-17,4.535927444605789e-17
28,2.9000000000000003e-11,6.80366361471035e-17,4.782548296115301e-17
29,3e-11,6.539644918742767e-17,4.941702013759803e-17
30,3.1e-11,6.666002896073148e-17,4.8267289173458076e-17
31,3.2e-11,7.995966466074769e-17,4.735468371277626e-17
32,3.3e-11,8.813092009165415e-17,5.0287354321652716e-17
33,3.4000000000000005e-11,8.046931047645665e-17,5.0917939088670595e-17
34,3.5e-11,7.943143808841646e-17,5.0358065001207756e-17
35,3.6000000000000005e-11,7.420100531615403e-17,4.815005516525116e-17
36,3.7e-11,7.646919706658505e-17,5.1830230671727705e-17
37,3.8000000000000004e-11,7.02089784674245e-17,5.0420147000059586e-17
38,3.9e-11,9.079938109232812e-17,5.1888437709523294e-17
39,4.0000000000000004e-11,8.920072767878228e-17,5.449412570311579e-17
40,4.1e-11,9.206437330040211e-17,5.3063387135286313e-17
41,4.2000000000000004e-11,7.97989868442548e-17,5.316910565564565e-17
42,4.3e-11,9.646358581623085e-17,5.469492382256735e-17
43,4.4e-11,1.1310419723176894e-16,5.672392064320757e-17
44,4.5000000000000006e-11,1.0332678721044388e-16,5.5105235697955266e-17
