,Time,OCM,BUT
0,1e-12,1.0843314463642165e-17,1.3826458081603515e-17
1,2e-12,1.0784213070781814e-17,1.430138839976049e-17
2,3e-12,1.575977916379867e-17,1.89957311868412e-17
3,4e-12,1.6725654210965782e-17,1.8395175456619178e-17
4,5.0000000000000005e-12,1.9055764092310592e-17,2.3486101225780035e-17
5,6e-12,1.8504351350916132e-17,2.3553783176116672e-17
6,7.000000000000001e-12,1.8104775140835844e-17,2.1733194131732823e-17
7,8e-12,2.1948047377057967e-17,2.654960756051924e-17
8,9.000000000000001e-12,2.2764535613653545e-17,2.039095146236586e-17
9,1.0000000000000001e-11,2.4637878113807744e-17,2.5328298509704973e-17
10,1.1e-11,2.4954272585045614e-17,2.3919870353170335e-17
11,1.2e-11,2.7500258847268913e-17,2.990514576574712e-17
12,1.3e-11,2.7200395851323488e-17,2.77837641939739e-17
13,1.4000000000000002e-11,3.2409861569757766e-17,3.861674806073314e-17
14,1.5e-11,3.070475783179916e-17,3.322612440890539e-17
15,1.6e-11,3.2215662221236106e-17,3.4700289839654245e-17
16,1.7000000000000003e-11,3.302345247025497e-17,3.735854408953269e-17
17,1.8000000000000002e-11,3.199918531235917e-17,4.128387225099591e-17
18,1.9000000000000002e-11,3.368204890033221e-17,4.4831096858002524e-17
19,2.0000000000000002e-11,3.4266727811456526e-17,4.954265695883383e-17
20,2.1000000000000002e-11,3.9876173734138835e-17,4.6291659425963625e-17
21,2.2e-11,4.227228604911355e-17,5.861465393755086e-17
22,2.3e-11,4.2471032774391253e-17,5.3318092428030193e-17
23,2.4e-11,4.210280360045819e-17,5.902936284481288e-17
24,2.5e-11,4.638473081840639e-17,6.642191483295129e-17
25,2.6e-11,4.615380413356925e-17,6.472414243815576e-17
26,2.7000000000000004e-11,4.9119468147711725e-17,6.70988803919666e-17
27,2.8000000000000003e-11,5.153122940634419e-17,6.737043141476169e-17
28,2.9000000000000003e-11,4.6617936441554116e-17,5.933058560203467e-17
29,3e-11,5.090459440775718e-17,7.214954613142615e-17
30,3.1e-11,4.9035879675006305e-17,7.070263686318007e-17
31,3.2e-11,4.652206316251845e-17,6.824186724293769e-17
32,3.3e-11,4.79866910393815e-17,7.337654248677134e-17
33,3.4000000000000005e-11,4.702369838963554e-17,7.023702883592134e-17
34,3.5e-11,4.6946756728244146e-17,7.341502043853457e-17
35,3.6000000000000005e-11,4.757782295706959e-17,6.888069821986073e-17
36,3.7e-11,4.8289831981456444e-17,7.349216182670494e-17
37,3.8000000000000004e-11,4.9859242747707636e-17,7.910407209994559e-17
38,3.9e-11,4.800449449827057e-17,7.141395989515944e-17
39,4.0000000000000004e-11,5.128920552722582e-17,8.072858414144691e-17
40,4.1e-11,5.164905213076798e-17,8.710290631616401e-17
41,4.2000000000000004e-11,5.180338601871238e-17,8.266586810090496e-17
42,4.3e-11,5.247751157102594e-17,8.310858143477608e-17
43,4.4e-11,5.094610675497729e-17,8.070307992293419e-17
44,4.5000000000000006e-11,5.0560949284627525e-17,7.793834645285352e-17
45,4.6e-11,5.1759945012899354e-17,7.598426437210229e-17
46,4.7000000000000006e-11,5.4196972267056186e-17,7.933742596770571e-17
47,4.8e-11,5.767444147910531e-17,7.788973955751083e-17
