,Time,OCM,BUT
0,1e-12,1.1006774629643403e-17,1.525407043744288e-17
1,2e-12,2.0630403168391707e-17,2.1371098687139485e-17
2,3e-12,2.0007230800350338e-17,1.738075344994116e-17
3,4e-12,2.921299594062628e-17,2.755807940493782e-17
4,5.0000000000000005e-12,3.138260383737656e-17,3.6595431297866967e-17
5,6e-12,3.705704840003518e-17,4.2913991923179957e-17
6,7.000000000000001e-12,4.033701889196427e-17,4.9088276094693967e-17
7,8e-12,3.9786956421313645e-17,4.3471101516575913e-17
8,9.000000000000001e-12,4.4038823909929246e-17,5.289453192401688e-17
9,1.0000000000000001e-11,4.2042275742127933e-17,4.8633277047334753e-17
10,1.1e-11,4.463720245351245e-17,5.648565367314848e-17
11,1.2e-11,4.4448989066585366e-17,5.362935341785969e-17
12,1.3e-11,4.225029998908384e-17,5.035263862823771e-17
13,1.4000000000000002e-11,4.37198852230921e-17,5.2638897504164814e-17
14,1.5e-11,4.363758944428621e-17,5.2996949895928593e-17
15,1.6e-11,4.776150766894992e-17,5.733779661605336e-17
16,1.7000000000000003e-11,4.9428608229090456e-17,5.4569112712558175e-17
17,1.8000000000000002e-11,4.445289717309533e-17,5.677997981160906e-17
18,1.9000000000000002e-11,4.552640489285766e-17,6.054474843051702e-17
19,2.0000000000000002e-11,4.769882273496388e-17,5.732800293607516e-17
20,2.1000000000000002e-11,4.813751481796355e-17,6.04642931807171e-17
21,2.2e-11,5.009345614598246e-17,5.984712956320247e-17
22,2.3e-11,4.562311104569435e-17,5.833569432300047e-17
23,2.4e-11,4.918124222262431e-17,6.424206993976748e-17
24,2.5e-11,5.00442676613897e-17,6.196029116138998e-17
25,2.6e-11,5.180498463294258e-17,6.204748318016174e-17
26,2.7000000000000004e-11,5.364824248375597e-17,6.183757069408561e-17
27,2.8000000000000003e-11,5.344931875638012e-17,6.277698627776186e-17
28,2.9000000000000003e-11,5.54747192489761e-17,6.932584715587865e-17
29,3e-11,5.759285578038529e-17,7.057145266692428e-17
30,3.1e-11,5.646233770802854e-17,6.708245154917086e-17
31,3.2e-11,5.093488489830451e-17,6.382869242945772e-17
32,3.3e-11,5.668297927537517e-17,6.110297854003162e-17
33,3.4000000000000005e-11,5.453974173684701e-17,6.322848326504542e-17
34,3.5e-11,5.563668895520706e-17,6.46564976563923e-17
35,3.6000000000000005e-11,5.721123985870338e-17,6.933736982260518e-17
36,3.7e-11,5.627325178724903e-17,6.016723060660508e-17
37,3.8000000000000004e-11,5.887563803624217e-17,6.180860244989293e-17
38,3.9e-11,5.672874136438004e-17,6.034214682683019e-17
39,4.0000000000000004e-11,5.859921333071116e-17,6.544690919811847e-17
40,4.1e-11,6.139792502801138e-17,6.497763555147748e-17
41,4.2000000000000004e-11,5.88072709759415e-17,6.234937349192032e-17
42,4.3e-11,5.518837192770142e-17,6.432149435305049e-17
43,4.4e-11,5.56224885001419e-17,6.15591159272614e-17
44,4.5000000000000006e-11,5.717315576149982e-17,6.177966912469535e-17
45,4.6e-11,5.998775499694346e-17,6.742300988498579e-17
46,4.7000000000000006e-11,5.977805925256384e-17,6.219442397680147e-17
47,4.8e-11,6.029475871350464e-17,6.474735074713416e-17
48,4.9000000000000005e-11,6.092935608443862e-17,6.964704746937557e-17
49,5e-11,6.556201367276063e-17,7.1329326782848e-17
50,5.1000000000000005e-11,6.4756819677482e-17,7.357341597459845e-17
51,5.2e-11,6.18648245133859e-17,6.216146340658364e-17
52,5.3000000000000004e-11,6.131471742550608e-17,6.622815653807415e-17
53,5.400000000000001e-11,6.260135354758961e-17,7.051957690044571e-17
54,5.5000000000000004e-11,6.350785837718058e-17,6.722745567507521e-17
55,5.600000000000001e-11,6.220460603241587e-17,6.760280959524294e-17
56,5.7000000000000003e-11,6.310662372625306e-17,6.710666361466284e-17
57,5.8000000000000007e-11,6.455560882006093e-17,6.816945224337197e-17
58,5.9e-11,6.493407650493663e-17,7.548447209239085e-17
59,6e-11,6.312445784895996e-17,6.904543585746925e-17
60,6.100000000000001e-11,6.190443512246584e-17,6.862171262590006e-17
61,6.2e-11,5.914398823155913e-17,6.536667368000595e-17
62,6.3e-11,6.427231281203344e-17,6.842925179696533e-17
63,6.4e-11,6.207692112477309e-17,6.99211379202688e-17
64,6.500000000000001e-11,7.006718285804624e-17,7.56953277027052e-17
65,6.6e-11,6.604430819506569e-17,7.359960662118906e-17
66,6.7e-11,6.668454463895661e-17,8.245797938175471e-17
67,6.800000000000001e-11,6.698357325494708e-17,7.869572583958708e-17
68,6.900000000000001e-11,6.15224413155837e-17,7.938430957420454e-17
69,7e-11,6.21457652983918e-17,7.710081119025299e-17
70,7.1e-11,6.155080897223582e-17,6.828368508991608e-17
71,7.200000000000001e-11,6.639501996931115e-17,7.683071658404033e-17
72,7.3e-11,6.664773993366971e-17,7.883210768922386e-17
73,7.4e-11,6.647141440617604e-17,7.748475002976001e-17
74,7.5e-11,6.58636084299465e-17,7.516074058494159e-17
75,7.600000000000001e-11,7.15733693939846e-17,8.052972970296732e-17
