,Time,BUT,DMA
0,1e-12,1.1680817752941759e-16,8.483282138917925e-17
1,2e-12,1.355763961771706e-16,1.2827060445473515e-16
2,3e-12,1.7771957830329295e-16,1.3758977041845462e-16
3,4e-12,1.999212915503505e-16,1.593853523789512e-16
4,5.0000000000000005e-12,2.01348377394839e-16,1.5429223305348022e-16
5,6e-12,2.645020948407024e-16,1.6557964270084136e-16
6,7.000000000000001e-12,2.972362522793658e-16,1.9162500269980008e-16
7,8e-12,3.6493248090071117e-16,2.10222844093105e-16
8,9.000000000000001e-12,3.1918543130628123e-16,2.2589812898963403e-16
9,1.0000000000000001e-11,3.757490077895374e-16,2.34176486602097e-16
10,1.1e-11,3.9768203446008473e-16,2.2902770178150807e-16
11,1.2e-11,4.641649198593813e-16,2.389514830103254e-16
12,1.3e-11,4.029341604118078e-16,2.5391002046383036e-16
13,1.4000000000000002e-11,4.561609321951881e-16,2.857599688897369e-16
14,1.5e-11,5.225102315227378e-16,3.0337582676034925e-16
15,1.6e-11,5.155652514894012e-16,3.155075200378005e-16
16,1.7000000000000003e-11,6.432116694988921e-16,3.592600667336547e-16
17,1.8000000000000002e-11,7.673907650798658e-16,3.641591261333279e-16
18,1.9000000000000002e-11,8.195159692826195e-16,4.059244289766479e-16
19,2.0000000000000002e-11,8.19400915774295e-16,4.1178564256750976e-16
20,2.1000000000000002e-11,8.016307262830181e-16,3.934025738230821e-16
21,2.2e-11,7.891324715418578e-16,3.9075494642412234e-16
22,2.3e-11,8.3315648346407525e-16,3.5766078081024016e-16
23,2.4e-11,7.383727624411212e-16,3.825483749056699e-16
24,2.5e-11,7.569441397354005e-16,4.0899081203844056e-16
25,2.6e-11,7.770447536690008e-16,3.571536030012985e-16
26,2.7000000000000004e-11,8.788836039242917e-16,3.722418705576013e-16
27,2.8000000000000003e-11,9.776762951516796e-16,4.1005758783875383e-16
28,2.9000000000000003e-11,1.1052536183088046e-15,4.5773733454935e-16
29,3e-11,1.0634609766478257e-15,4.818270762476072e-16
30,3.1e-11,1.0582222553103762e-15,4.868120030428154e-16
31,3.2e-11,1.0152308775842513e-15,4.634248300455279e-16
32,3.3e-11,9.925944163070067e-16,4.832957646096989e-16
33,3.4000000000000005e-11,9.895602835352985e-16,5.0126672275346915e-16
34,3.5e-11,9.859698291662846e-16,4.759945762036805e-16
35,3.6000000000000005e-11,1.097923065390366e-15,5.264373569706997e-16
36,3.7e-11,1.0731429863489837e-15,5.412525909005069e-16
37,3.8000000000000004e-11,1.1220262315616065e-15,5.813397489966032e-16
38,3.9e-11,1.0892913702833138e-15,5.801941157274243e-16
39,4.0000000000000004e-11,1.0888257375282463e-15,6.073658222066793e-16
40,4.1e-11,1.1747562079382667e-15,5.790517418067676e-16
41,4.2000000000000004e-11,1.170656778840699e-15,5.845103023842122e-16
42,4.3e-11,1.1028031539400823e-15,5.957284868221483e-16
43,4.4e-11,1.14061960428721e-15,5.808389712697571e-16
44,4.5000000000000006e-11,1.1686325032041252e-15,6.089092330564301e-16
45,4.6e-11,1.1327037674022737e-15,6.372429223563457e-16
46,4.7000000000000006e-11,9.918609748927517e-16,6.193998444903926e-16
47,4.8e-11,1.0183678156393268e-15,6.252855846165364e-16
48,4.9000000000000005e-11,1.1203141552819778e-15,6.643352665071671e-16
49,5e-11,1.2184415706702725e-15,6.36756448381205e-16
50,5.1000000000000005e-11,1.286560488538644e-15,6.545561458586406e-16
51,5.2e-11,1.2079950767237319e-15,6.312697305207187e-16
52,5.3000000000000004e-11,1.2322327316545748e-15,6.472866717652641e-16
53,5.400000000000001e-11,1.2329505702873226e-15,6.118435963988371e-16
54,5.5000000000000004e-11,1.170990126366532e-15,6.034544551780667e-16
55,5.600000000000001e-11,1.209599333316297e-15,6.302982074133747e-16
56,5.7000000000000003e-11,1.1217197923311534e-15,6.069748888761601e-16
57,5.8000000000000007e-11,1.2217094965706234e-15,6.216723975506383e-16
58,5.9e-11,1.1319902389695592e-15,6.27423020853645e-16
59,6e-11,1.2706064644949486e-15,6.346453886296741e-16
60,6.100000000000001e-11,1.26985425636781e-15,6.458773565212314e-16
61,6.2e-11,1.2661531377113988e-15,6.223902084943006e-16
62,6.3e-11,1.2820765425472983e-15,6.437483257440719e-16
63,6.4e-11,1.3223061528816616e-15,6.351434064719228e-16
64,6.500000000000001e-11,1.2703158361562276e-15,6.611542518859911e-16
65,6.6e-11,1.295185171822546e-15,5.98969947659062e-16
66,6.7e-11,1.2560350828149993e-15,6.164472170202428e-16
67,6.800000000000001e-11,1.257237739312081e-15,6.164569241636737e-16
68,6.900000000000001e-11,1.3825799771996953e-15,6.72506680595018e-16
69,7e-11,1.3268000262153534e-15,6.87663075707432e-16
70,7.1e-11,1.280128474948334e-15,6.891089293273178e-16
71,7.200000000000001e-11,1.3276216533452733e-15,7.077067025443834e-16
72,7.3e-11,1.3446034787263584e-15,6.903086546012263e-16
73,7.4e-11,1.2358974301976628e-15,6.804144099385081e-16
74,7.5e-11,1.3300620816070323e-15,6.887848255005273e-16
75,7.600000000000001e-11,1.2714519559744448e-15,7.02180600881397e-16
76,7.7e-11,1.2973532590423367e-15,7.082777216101973e-16
77,7.8e-11,1.2436262714833268e-15,7.001199039045672e-16
78,7.900000000000001e-11,1.2981655056858554e-15,7.008497390207661e-16
79,8.000000000000001e-11,1.338279118819581e-15,7.336389774892265e-16
80,8.1e-11,1.2918624438311119e-15,6.924957907646886e-16
81,8.2e-11,1.2649424989663188e-15,7.19686218760342e-16
82,8.300000000000001e-11,1.3666042703446405e-15,7.363171909686304e-16
83,8.400000000000001e-11,1.2928584765326042e-15,7.307368107013559e-16
84,8.5e-11,1.306969633907249e-15,7.479697621780182e-16
85,8.6e-11,1.3404605009463428e-15,7.288870499185776e-16
86,8.700000000000001e-11,1.3959020389977e-15,7.729821635480503e-16
87,8.8e-11,1.3629028458022315e-15,7.864861839168891e-16
88,8.9e-11,1.3871033449493139e-15,7.915304410015017e-16
89,9.000000000000001e-11,1.3889419575357937e-15,7.731919899394214e-16
90,9.100000000000001e-11,1.4127729529849208e-15,7.918447342738711e-16
91,9.2e-11,1.3708707685084723e-15,7.969463562924077e-16
92,9.3e-11,1.2652488064410621e-15,7.797262762095592e-16
93,9.400000000000001e-11,1.3805164388096354e-15,7.66282647699084e-16
94,9.500000000000001e-11,1.3033221751015686e-15,7.213457996916099e-16
95,9.6e-11,1.3848002007770224e-15,7.662749614461473e-16
96,9.7e-11,1.3710723567065004e-15,7.739712916688683e-16
97,9.800000000000001e-11,1.4089580242269412e-15,7.993981467073004e-16
98,9.900000000000001e-11,1.3818097316522776e-15,7.864801681155232e-16
99,1e-10,1.3819720365488202e-15,8.091518335865661e-16
100,1.0100000000000001e-10,1.3444600137387672e-15,8.30327297067719e-16
101,1.0200000000000001e-10,1.3714038621266217e-15,8.015751033672718e-16
102,1.03e-10,1.4360677323780006e-15,7.971118221247481e-16
103,1.04e-10,1.4515924368016695e-15,8.151817211582678e-16
104,1.0500000000000001e-10,1.4137605108648996e-15,7.830625655295936e-16
105,1.0600000000000001e-10,1.5272693184142663e-15,8.257475468200906e-16
106,1.07e-10,1.5803489502817704e-15,9.130563514352572e-16
107,1.0800000000000001e-10,1.5803152735429746e-15,8.382416440450153e-16
108,1.0900000000000001e-10,1.66487966895543e-15,9.087825805393754e-16
109,1.1000000000000001e-10,1.72022508868226e-15,8.944265402208215e-16
110,1.11e-10,1.7645682597171465e-15,8.868161741378765e-16
111,1.1200000000000001e-10,1.6501758657039478e-15,8.950499893210724e-16
112,1.1300000000000001e-10,1.803969538163332e-15,9.123132712290783e-16
113,1.1400000000000001e-10,1.6985167788395912e-15,8.955654816203502e-16
114,1.15e-10,1.7547254168472208e-15,9.381170004265394e-16
115,1.1600000000000001e-10,1.8520560669897824e-15,9.019032545552374e-16
116,1.17e-10,1.7425310423069426e-15,8.884269534034967e-16
117,1.18e-10,1.8228149094182534e-15,9.111333182766257e-16
118,1.19e-10,1.6522396343900558e-15,9.219666881987044e-16
119,1.2e-10,1.6032876582668277e-15,8.756702056184025e-16
120,1.2100000000000002e-10,1.5605088073739895e-15,8.947983359459643e-16
121,1.2200000000000002e-10,1.6546865951006108e-15,8.997670606363512e-16
122,1.2300000000000001e-10,1.6393780990387102e-15,8.839798961715609e-16
123,1.24e-10,1.8433015265184025e-15,8.984308342050082e-16
124,1.25e-10,1.9362716227627024e-15,9.232940647417259e-16
125,1.26e-10,2.0199944020413317e-15,9.120781727831582e-16
126,1.27e-10,1.9626190164383637e-15,8.924897538539266e-16
127,1.28e-10,1.9668212433278776e-15,9.334117048000102e-16
128,1.2900000000000002e-10,1.9531718128541147e-15,8.81163485011417e-16
129,1.3000000000000002e-10,1.97530985997232e-15,9.180388830931617e-16
130,1.31e-10,1.9223130136753437e-15,8.960533840484072e-16
131,1.32e-10,1.9248349574250673e-15,9.369164491304523e-16
132,1.33e-10,2.0452631416488458e-15,8.973446531607492e-16
133,1.34e-10,2.2590428961388327e-15,9.515289521357106e-16
134,1.35e-10,2.0801798200608782e-15,9.657034778405535e-16
135,1.3600000000000002e-10,2.0307264064444726e-15,9.278920240767054e-16
136,1.3700000000000002e-10,2.046716960206691e-15,9.546726258698583e-16
137,1.3800000000000001e-10,2.1580331892125014e-15,9.00756913928483e-16
138,1.39e-10,2.1295499606629146e-15,9.776265757169378e-16
139,1.4e-10,1.972030790022148e-15,9.231925209013298e-16
140,1.41e-10,1.919893484065474e-15,9.464124469612576e-16
141,1.42e-10,1.9494038053949028e-15,9.633093268983699e-16
142,1.4300000000000002e-10,2.10326470477929e-15,9.670725064938991e-16
143,1.4400000000000002e-10,2.0639610779234368e-15,9.5061186973857e-16
144,1.4500000000000002e-10,2.0769986353297437e-15,9.97323287123884e-16
145,1.46e-10,2.2855460047287606e-15,1.0402358106348639e-15
146,1.47e-10,2.185120496218399e-15,1.0291104854793344e-15
147,1.48e-10,2.1628364599608107e-15,1.034391114335492e-15
148,1.49e-10,2.2084136182423927e-15,1.0264005171847412e-15
149,1.5e-10,2.3262569900078687e-15,1.0543031370052472e-15
150,1.5100000000000002e-10,2.2898158788988604e-15,1.048741271969742e-15
151,1.5200000000000002e-10,2.509010476745094e-15,1.074649234259151e-15
152,1.5300000000000001e-10,2.6429519698431564e-15,1.1342499087255738e-15
153,1.54e-10,2.6214639807033427e-15,1.0948730369969718e-15
154,1.55e-10,2.5494903763843005e-15,1.0692578878505687e-15
155,1.56e-10,2.4637338043255425e-15,1.142591438619076e-15
156,1.57e-10,2.401874436452146e-15,1.1005642214523427e-15
157,1.5800000000000002e-10,2.3638548461551817e-15,1.1098518764335014e-15
158,1.5900000000000002e-10,2.4233392974866826e-15,1.0984043323481234e-15
159,1.6000000000000002e-10,2.4560256453226135e-15,1.099252517443906e-15
160,1.61e-10,2.4445808527015625e-15,1.0776690671251601e-15
161,1.62e-10,2.4208202080113417e-15,1.0699426770827146e-15
162,1.63e-10,2.393554810285937e-15,1.0771278574014589e-15
163,1.64e-10,2.3938005684661837e-15,1.0955454195360794e-15
164,1.6500000000000002e-10,2.4951965524669923e-15,1.0929119654867501e-15
165,1.6600000000000002e-10,2.4603372125294728e-15,1.068168370743154e-15
166,1.6700000000000002e-10,2.4983513411887706e-15,1.103182515082727e-15
167,1.6800000000000001e-10,2.5575316394475036e-15,1.1513861369711175e-15
168,1.69e-10,2.484987066401286e-15,1.1556983810907662e-15
169,1.7e-10,2.4109926520736346e-15,1.1715008137149598e-15
170,1.71e-10,2.367288102464531e-15,1.1284596776226658e-15
171,1.72e-10,2.4583159704260287e-15,1.1452088320134011e-15
172,1.7300000000000002e-10,2.54074720163701e-15,1.150862384955579e-15
173,1.7400000000000002e-10,2.5265049488358163e-15,1.1569478533099077e-15
174,1.7500000000000002e-10,2.3968070941779956e-15,1.0986424873691593e-15
175,1.76e-10,2.5259948136907017e-15,1.1760301826776821e-15
176,1.77e-10,2.545421068192447e-15,1.1224190545650142e-15
177,1.78e-10,2.4818085490980893e-15,1.0831269918822135e-15
178,1.79e-10,2.2214821244951436e-15,1.0921775877257808e-15
179,1.8000000000000002e-10,2.241315337462931e-15,1.1255406524142891e-15
180,1.8100000000000002e-10,2.453441031152785e-15,1.099212193584595e-15
181,1.8200000000000002e-10,2.4355516103216592e-15,1.1135012551458847e-15
182,1.8300000000000001e-10,2.3378544832442886e-15,1.069657327252914e-15
183,1.84e-10,2.3453789385602516e-15,1.1252766739218833e-15
184,1.85e-10,2.3828729012393e-15,1.1482743510685232e-15
185,1.86e-10,2.4310909803055488e-15,1.1035137396164152e-15
186,1.8700000000000003e-10,2.5123564578589947e-15,1.124064518516631e-15
187,1.8800000000000002e-10,2.49589850081263e-15,1.0843915708961982e-15
188,1.8900000000000002e-10,2.4445288757449672e-15,1.0640543250579612e-15
189,1.9000000000000002e-10,2.3692613331783517e-15,1.068422136871281e-15
190,1.91e-10,2.3874289294460607e-15,1.0954584065169568e-15
191,1.92e-10,2.5608708791957914e-15,1.141784737732959e-15
192,1.93e-10,2.50633408474582e-15,1.0804462034588422e-15
193,1.94e-10,2.609349511549544e-15,1.1277544845728912e-15
194,1.9500000000000002e-10,2.4237891254101048e-15,1.1202994400222435e-15
195,1.9600000000000002e-10,2.423438540705893e-15,1.112469135029769e-15
196,1.9700000000000002e-10,2.3481370529908206e-15,1.1316090714316826e-15
197,1.9800000000000001e-10,2.5541278332908326e-15,1.128427685661695e-15
198,1.99e-10,2.610237694443705e-15,1.1769841782839547e-15
199,2e-10,2.5992252264408315e-15,1.154014370208428e-15
200,2.01e-10,2.674548898713367e-15,1.117764862932204e-15
201,2.0200000000000003e-10,2.4562616256335266e-15,1.1732218312698071e-15
202,2.0300000000000002e-10,2.6585113302952715e-15,1.2053409394165735e-15
203,2.0400000000000002e-10,2.5494486643119826e-15,1.1622093760261746e-15
204,2.0500000000000002e-10,2.423326440012243e-15,1.1701330303941463e-15
205,2.06e-10,2.454164398748387e-15,1.181086840174788e-15
206,2.07e-10,2.3343976147353145e-15,1.1708408901009615e-15
207,2.08e-10,2.5337862896719794e-15,1.1612009919610753e-15
208,2.0900000000000003e-10,2.5583377964007118e-15,1.157432509063183e-15
209,2.1000000000000002e-10,2.561970700239504e-15,1.1903507856825926e-15
210,2.1100000000000002e-10,2.5497474688746636e-15,1.1428720837967948e-15
211,2.1200000000000002e-10,2.584890316406559e-15,1.1923587897351444e-15
212,2.1300000000000001e-10,2.5081105475705616e-15,1.1973765680521458e-15
213,2.14e-10,2.448567873391995e-15,1.2088258508687371e-15
214,2.15e-10,2.512065348711197e-15,1.1662122876605094e-15
215,2.1600000000000003e-10,2.4890559658765095e-15,1.2074188114154875e-15
216,2.1700000000000003e-10,2.507324972711792e-15,1.2045626754548725e-15
217,2.1800000000000002e-10,2.3428956605728983e-15,1.1958587481464783e-15
218,2.1900000000000002e-10,2.5164411384008055e-15,1.1507083102104007e-15
219,2.2000000000000002e-10,2.497467971917044e-15,1.1837608618646333e-15
220,2.21e-10,2.4051810475036863e-15,1.184272297403431e-15
221,2.22e-10,2.5790726692283262e-15,1.1621751478028817e-15
222,2.23e-10,2.7845480764567703e-15,1.1840930375100634e-15
223,2.2400000000000003e-10,2.7015356438914786e-15,1.1869217805311533e-15
224,2.2500000000000002e-10,2.764113629145989e-15,1.1784502933714095e-15
225,2.2600000000000002e-10,2.8565210432173037e-15,1.225696865426536e-15
226,2.2700000000000002e-10,2.7495643874560258e-15,1.2388186731274625e-15
227,2.2800000000000001e-10,2.662002531346004e-15,1.1992146541382771e-15
228,2.29e-10,2.548127483058209e-15,1.2216488107854326e-15
229,2.3e-10,2.7267078315043543e-15,1.2423312771809113e-15
230,2.3100000000000003e-10,2.6164361309964274e-15,1.159370389460302e-15
231,2.3200000000000003e-10,2.5700265017375757e-15,1.181694038519078e-15
232,2.33e-10,2.772857257695507e-15,1.2168620597884623e-15
233,2.34e-10,2.842879813665005e-15,1.2183187239996809e-15
234,2.35e-10,2.8678287682679996e-15,1.2341874759306992e-15
235,2.36e-10,2.7657346010506287e-15,1.2300864739567274e-15
236,2.37e-10,2.8060859134625177e-15,1.2495736299685304e-15
237,2.38e-10,2.639415848182325e-15,1.235642699833256e-15
238,2.39e-10,2.697449734835133e-15,1.2476470338730617e-15
239,2.4e-10,2.605329367685404e-15,1.266714320406761e-15
240,2.41e-10,2.647672731216927e-15,1.2039284547640743e-15
241,2.4200000000000004e-10,2.6560395340889585e-15,1.2517526748535497e-15
242,2.4300000000000004e-10,2.517675404424882e-15,1.193615616702009e-15
243,2.4400000000000004e-10,2.5812424717150874e-15,1.2241372684408572e-15
244,2.4500000000000003e-10,2.463171374360032e-15,1.208043055043777e-15
245,2.4600000000000003e-10,2.4322213367852787e-15,1.2131001756121497e-15
246,2.4700000000000003e-10,2.5353706214625405e-15,1.1886897842030746e-15
247,2.48e-10,2.4555387629482973e-15,1.151215145308743e-15
248,2.49e-10,2.4310511216710493e-15,1.1726123384318213e-15
249,2.5e-10,2.4123227823342067e-15,1.176512860536513e-15
250,2.51e-10,2.3831051704459394e-15,1.1745753134589974e-15
251,2.52e-10,2.493150553071115e-15,1.2246660559063384e-15
252,2.53e-10,2.3632491020912005e-15,1.1611322551529721e-15
253,2.54e-10,2.3250380802595123e-15,1.1677472993315082e-15
254,2.55e-10,2.5194786241468362e-15,1.1920130497141498e-15
255,2.56e-10,2.5354770970862417e-15,1.212833024149487e-15
256,2.5700000000000004e-10,2.775501898930404e-15,1.2002231842823555e-15
257,2.5800000000000004e-10,2.899387230190134e-15,1.1672828504809803e-15
258,2.5900000000000004e-10,2.7703774053207713e-15,1.1819861088669297e-15
259,2.6000000000000003e-10,2.722536967249664e-15,1.1627421787837944e-15
260,2.6100000000000003e-10,2.7586508190395076e-15,1.2129441089232946e-15
261,2.62e-10,2.8700352812013082e-15,1.1610253886926748e-15
262,2.63e-10,2.7365386469106944e-15,1.1759393757588016e-15
263,2.64e-10,2.7121457644058853e-15,1.162846777047105e-15
264,2.65e-10,2.7706450834360543e-15,1.208191139167272e-15
265,2.66e-10,2.7181761540581386e-15,1.1823613012717242e-15
266,2.67e-10,2.7153822276791952e-15,1.2184729085756676e-15
267,2.68e-10,2.7046283243509637e-15,1.1916380158301019e-15
268,2.69e-10,2.6087291941579595e-15,1.1784474095003384e-15
269,2.7e-10,2.8335835375811643e-15,1.211773411333493e-15
270,2.7100000000000005e-10,2.8594560475819568e-15,1.2147658551638837e-15
271,2.7200000000000004e-10,2.6783572788583586e-15,1.2407491789034505e-15
272,2.7300000000000004e-10,2.863669892377732e-15,1.2118460806587794e-15
273,2.7400000000000004e-10,2.6662757012650947e-15,1.2597142151369409e-15
274,2.7500000000000003e-10,2.7193817196515326e-15,1.2515354324132114e-15
275,2.7600000000000003e-10,2.799030453948104e-15,1.2510514099359828e-15
276,2.77e-10,2.698585453652051e-15,1.2397779147322235e-15
277,2.78e-10,2.6760023675789765e-15,1.1990667103804694e-15
278,2.79e-10,2.6315925747726785e-15,1.1689177661202857e-15
279,2.8e-10,3.095795465926701e-15,1.2327608377848667e-15
280,2.81e-10,2.9552402020136273e-15,1.2828044064995907e-15
281,2.82e-10,2.6599529306522397e-15,1.3051125502173398e-15
282,2.83e-10,2.9867118486566224e-15,1.3073507898799548e-15
283,2.84e-10,3.0102942321823946e-15,1.3235789014276997e-15
284,2.85e-10,2.781112290563169e-15,1.332591773715904e-15
285,2.8600000000000005e-10,2.971555778125404e-15,1.3585165554087992e-15
286,2.8700000000000004e-10,2.9535867914028717e-15,1.3688525606811262e-15
287,2.8800000000000004e-10,3.0486545831764264e-15,1.2951254676473247e-15
288,2.8900000000000004e-10,2.9855705535530698e-15,1.2962733298218313e-15
289,2.9000000000000003e-10,2.8352123438812064e-15,1.3285583901581123e-15
290,2.9100000000000003e-10,2.9705737393676516e-15,1.3422001286666722e-15
291,2.92e-10,2.8581923942281118e-15,1.3095346740666032e-15
