,Time,BUT,DMA
0,1e-12,7.052455573446888e-17,7.697029428650957e-17
1,2e-12,1.1732794755632546e-16,1.0222115861315127e-16
2,3e-12,1.4055165793522778e-16,1.240384640572205e-16
3,4e-12,2.1252418683681249e-16,1.5011561600611227e-16
4,5.0000000000000005e-12,2.209512515542447e-16,1.6013025398797757e-16
5,6e-12,2.1963094975738867e-16,1.5863712142784048e-16
6,7.000000000000001e-12,2.4468763438626757e-16,1.7246354477372185e-16
7,8e-12,2.3668016309511174e-16,1.8689923332097995e-16
8,9.000000000000001e-12,2.5099495309085845e-16,2.147114937444854e-16
9,1.0000000000000001e-11,3.009813397598442e-16,2.6844185142591134e-16
10,1.1e-11,3.339300299412202e-16,2.7626598575505544e-16
11,1.2e-11,4.023875614772267e-16,2.902105542895467e-16
12,1.3e-11,3.979818696130755e-16,3.17056949582073e-16
13,1.4000000000000002e-11,3.9904545233311576e-16,3.158997009916687e-16
14,1.5e-11,4.040471296174563e-16,3.0810046993804753e-16
15,1.6e-11,5.134755633154938e-16,3.3874262779170067e-16
16,1.7000000000000003e-11,4.882484033148994e-16,3.5385804359402445e-16
17,1.8000000000000002e-11,5.460408729726403e-16,3.6598753203160936e-16
18,1.9000000000000002e-11,5.550190262943303e-16,4.077043079223729e-16
19,2.0000000000000002e-11,5.951960834398455e-16,4.658949661121882e-16
20,2.1000000000000002e-11,6.443065975573794e-16,4.2231674877841795e-16
21,2.2e-11,5.95446888390724e-16,4.39846466560577e-16
22,2.3e-11,6.770543177680061e-16,4.491217933404199e-16
23,2.4e-11,5.932651494229e-16,4.2303371367767207e-16
24,2.5e-11,6.159388272391514e-16,4.4020131884309515e-16
25,2.6e-11,6.652135038991288e-16,4.930284487228649e-16
26,2.7000000000000004e-11,7.35821225627234e-16,4.954843116665204e-16
27,2.8000000000000003e-11,7.464466906991455e-16,5.194749628679217e-16
28,2.9000000000000003e-11,7.716252063696697e-16,5.493611387799171e-16
29,3e-11,7.664148216952273e-16,5.192535248759369e-16
30,3.1e-11,7.217286962778597e-16,4.932378561205878e-16
31,3.2e-11,7.470136280739471e-16,4.729639065715255e-16
32,3.3e-11,7.200843277664678e-16,5.49812967806322e-16
33,3.4000000000000005e-11,8.356657788593774e-16,5.295951926263076e-16
34,3.5e-11,8.206423815457076e-16,5.364457563108691e-16
35,3.6000000000000005e-11,8.794623090906752e-16,5.669519616078101e-16
36,3.7e-11,9.51763991955429e-16,5.650659557228916e-16
37,3.8000000000000004e-11,9.379435912578744e-16,5.726256712306096e-16
38,3.9e-11,1.0445306418081174e-15,6.219486909468967e-16
39,4.0000000000000004e-11,9.912426071044863e-16,6.008857968203289e-16
40,4.1e-11,1.00291881263853e-15,6.364032953104869e-16
41,4.2000000000000004e-11,9.38921423343423e-16,5.991638928470616e-16
42,4.3e-11,9.53906576385775e-16,6.98754309953117e-16
43,4.4e-11,1.029257519932146e-15,6.632399217642816e-16
44,4.5000000000000006e-11,9.146143261750958e-16,6.22536672017342e-16
45,4.6e-11,8.216653827890714e-16,6.241132427507945e-16
46,4.7000000000000006e-11,9.7391507633991e-16,6.290352304472411e-16
47,4.8e-11,9.366226712028752e-16,6.291007951842571e-16
48,4.9000000000000005e-11,9.788766341731537e-16,6.7760821981221285e-16
49,5e-11,1.03151165616594e-15,6.598609421661931e-16
50,5.1000000000000005e-11,1.0523299847575372e-15,6.409825292335931e-16
51,5.2e-11,1.0259492001278126e-15,6.540339393345131e-16
52,5.3000000000000004e-11,1.0363016334040947e-15,6.594079175594459e-16
53,5.400000000000001e-11,9.172067794296204e-16,6.326491435099917e-16
54,5.5000000000000004e-11,9.872633206779589e-16,6.545885697497436e-16
55,5.600000000000001e-11,9.440261606053306e-16,6.678066941039747e-16
56,5.7000000000000003e-11,9.858793710418025e-16,6.43289868282514e-16
57,5.8000000000000007e-11,1.0000118959797586e-15,6.89097241511649e-16
58,5.9e-11,9.866525023758e-16,6.454431006936242e-16
59,6e-11,1.0038128773719189e-15,6.55039620761953e-16
60,6.100000000000001e-11,1.0335509982741508e-15,6.950033213312251e-16
61,6.2e-11,1.1344770243786125e-15,7.084813726493426e-16
62,6.3e-11,1.193879488250623e-15,7.320846357926479e-16
63,6.4e-11,1.1592149745421986e-15,7.630052134763352e-16
64,6.500000000000001e-11,1.0705733642852602e-15,7.534684847068451e-16
65,6.6e-11,1.0767446292114398e-15,7.436470575704601e-16
66,6.7e-11,1.1008640613361442e-15,7.488386401848977e-16
67,6.800000000000001e-11,1.0729112276656141e-15,7.423004815263444e-16
68,6.900000000000001e-11,1.1051368328610222e-15,7.260966811062924e-16
69,7e-11,1.0959109758197942e-15,7.438549909181394e-16
70,7.1e-11,1.0748374660773799e-15,7.467142695410185e-16
71,7.200000000000001e-11,1.1070357090976803e-15,7.87429520902735e-16
72,7.3e-11,1.104096106271968e-15,7.839717569734438e-16
73,7.4e-11,1.0770475504187e-15,7.434186560056451e-16
74,7.5e-11,1.0763437006840098e-15,7.963521943440972e-16
75,7.600000000000001e-11,1.1233239038055005e-15,8.106676094192761e-16
76,7.7e-11,1.0745187818803144e-15,7.974037460180794e-16
77,7.8e-11,1.047287266765632e-15,7.767451773802346e-16
78,7.900000000000001e-11,1.112530586469402e-15,8.023672221212866e-16
79,8.000000000000001e-11,1.1549559755146283e-15,7.852303893314477e-16
80,8.1e-11,1.1410091550932537e-15,8.034675326138607e-16
81,8.2e-11,1.152747442224083e-15,8.085449409874328e-16
82,8.300000000000001e-11,1.1722328087258208e-15,8.106910610926885e-16
83,8.400000000000001e-11,1.1399324885173094e-15,7.794942186260875e-16
84,8.5e-11,1.1165728148794932e-15,8.23956981862883e-16
85,8.6e-11,1.2117483748537055e-15,8.293330995760235e-16
86,8.700000000000001e-11,1.1292635153018504e-15,8.232718089884532e-16
87,8.8e-11,1.1731763823249172e-15,8.015739391516126e-16
88,8.9e-11,1.156775684113127e-15,7.88514043464972e-16
89,9.000000000000001e-11,1.1915503179883792e-15,8.025710666361425e-16
90,9.100000000000001e-11,1.1284042010903529e-15,7.838938837188381e-16
91,9.2e-11,1.146784445110335e-15,8.144216327800866e-16
92,9.3e-11,1.152337674009321e-15,8.200078129557376e-16
93,9.400000000000001e-11,1.1617590291230191e-15,7.829309851507593e-16
94,9.500000000000001e-11,1.095694320697729e-15,7.904548478189707e-16
95,9.6e-11,1.119253807946074e-15,7.925205766128662e-16
