,Time,OCM,BUT
0,1e-12,9.556609012671962e-18,1.07014598386956e-17
1,2e-12,1.230459898735031e-17,1.3745599323514465e-17
2,3e-12,1.6475286622752552e-17,1.784205890197706e-17
3,4e-12,1.885311834476398e-17,1.9573613272228907e-17
4,5.0000000000000005e-12,2.0590484807872807e-17,2.1289922784201863e-17
5,6e-12,2.504847453924173e-17,2.3971168378476078e-17
6,7.000000000000001e-12,2.5313938017931205e-17,2.5179688548687468e-17
7,8e-12,2.5248284759383682e-17,2.5537987875306933e-17
8,9.000000000000001e-12,2.4725543275651674e-17,2.551186349634076e-17
9,1.0000000000000001e-11,2.810921673464115e-17,2.6905671477402914e-17
10,1.1e-11,2.59815377461888e-17,2.94157320480799e-17
11,1.2e-11,2.5867277245830673e-17,3.3567411168083975e-17
12,1.3e-11,3.059818945675019e-17,4.2526443614485077e-17
13,1.4000000000000002e-11,2.834928305834867e-17,3.3196198482994295e-17
14,1.5e-11,2.9767115488494267e-17,4.2887142514042065e-17
15,1.6e-11,3.1463350086374037e-17,4.377421132594154e-17
16,1.7000000000000003e-11,3.58144519790316e-17,5.3644386952953213e-17
17,1.8000000000000002e-11,3.4752232820573e-17,4.774281882369402e-17
18,1.9000000000000002e-11,3.3466093357806294e-17,5.102585674908848e-17
19,2.0000000000000002e-11,3.532339565233185e-17,5.5099526010230624e-17
20,2.1000000000000002e-11,3.2650852504477006e-17,6.84531360759656e-17
21,2.2e-11,3.591246631452741e-17,7.645229660843289e-17
22,2.3e-11,3.8891141137302197e-17,8.097807489347731e-17
23,2.4e-11,4.0630540141688936e-17,8.53336258407997e-17
24,2.5e-11,4.580318661150135e-17,8.584036381381345e-17
25,2.6e-11,4.0411990962646105e-17,8.853602916240198e-17
26,2.7000000000000004e-11,4.08640429880504e-17,8.276487500985103e-17
27,2.8000000000000003e-11,4.0955229097877854e-17,8.258306411675117e-17
28,2.9000000000000003e-11,4.644914197044825e-17,8.989973850533859e-17
29,3e-11,4.62450642567398e-17,8.364319254950083e-17
30,3.1e-11,4.4647976299365753e-17,8.131640027499058e-17
31,3.2e-11,4.564045753410048e-17,8.616302025021236e-17
32,3.3e-11,4.6003954529785903e-17,8.503464655247667e-17
33,3.4000000000000005e-11,4.7458618085490204e-17,9.089856186268374e-17
34,3.5e-11,4.6880616584236036e-17,9.095796730877017e-17
35,3.6000000000000005e-11,4.59286250056816e-17,8.696170537092856e-17
36,3.7e-11,4.492151979184845e-17,8.398965645385725e-17
37,3.8000000000000004e-11,4.270758702653588e-17,8.660340661082046e-17
38,3.9e-11,4.863288044693075e-17,9.620942723494724e-17
39,4.0000000000000004e-11,4.7163090755827765e-17,9.352352327299013e-17
40,4.1e-11,4.852335186048725e-17,8.844123373401191e-17
41,4.2000000000000004e-11,4.649131945691439e-17,8.966759134780465e-17
42,4.3e-11,5.021984057828941e-17,9.298729022842234e-17
43,4.4e-11,4.868386001506946e-17,9.857033651032726e-17
44,4.5000000000000006e-11,4.6951755612351955e-17,9.098687999638882e-17
45,4.6e-11,4.317492604844633e-17,9.182867826133952e-17
46,4.7000000000000006e-11,4.520738034018526e-17,9.046811671132083e-17
47,4.8e-11,4.484623556914038e-17,9.205797449555002e-17
48,4.9000000000000005e-11,4.605628166795223e-17,9.279736949059182e-17
49,5e-11,4.165306866274025e-17,9.599392545837905e-17
50,5.1000000000000005e-11,4.539740738014438e-17,8.875764580792414e-17
51,5.2e-11,4.939426657454936e-17,1.0447389115988407e-16
52,5.3000000000000004e-11,4.8137868739298085e-17,8.933558295890621e-17
53,5.400000000000001e-11,4.597207268773517e-17,9.375752137440037e-17
54,5.5000000000000004e-11,4.863498901989592e-17,9.867831112337739e-17
55,5.600000000000001e-11,4.7966266337145526e-17,9.595915097729511e-17
56,5.7000000000000003e-11,5.0472183326689065e-17,9.204252720767561e-17
57,5.8000000000000007e-11,4.734176558339412e-17,9.839617214392987e-17
58,5.9e-11,5.201521185123623e-17,1.0496264299249008e-16
59,6e-11,4.8774421650231964e-17,9.469494189178228e-17
60,6.100000000000001e-11,5.0035355570545116e-17,9.78637385674645e-17
61,6.2e-11,4.629331685003279e-17,9.472799603050319e-17
62,6.3e-11,5.028588624414839e-17,9.359259628756394e-17
63,6.4e-11,4.997280561063635e-17,9.379133070049905e-17
64,6.500000000000001e-11,5.171286284650725e-17,9.606530322158742e-17
65,6.6e-11,4.9313921896230444e-17,9.898283497824487e-17
66,6.7e-11,5.135267475833456e-17,9.500240090769297e-17
67,6.800000000000001e-11,4.8080470240001617e-17,9.141724658048316e-17
68,6.900000000000001e-11,5.3025992956386524e-17,1.1013821955234756e-16
69,7e-11,5.4600437964795875e-17,9.455354935117652e-17
70,7.1e-11,5.3597201925216774e-17,9.705192985495432e-17
71,7.200000000000001e-11,5.178292733360294e-17,9.529458735044618e-17
72,7.3e-11,5.586874809469904e-17,1.025498838789622e-16
73,7.4e-11,5.90658813528668e-17,1.0888247824446071e-16
74,7.5e-11,5.555200121834935e-17,1.0565112295812059e-16
75,7.600000000000001e-11,5.855552542322798e-17,9.634782144544353e-17
76,7.7e-11,5.8489200148552e-17,1.0374325011182837e-16
77,7.8e-11,6.027940866581896e-17,1.0498315947363313e-16
78,7.900000000000001e-11,6.363558291567941e-17,1.0812202592284818e-16
79,8.000000000000001e-11,5.984323620848038e-17,1.0082859825239441e-16
80,8.1e-11,6.086311660221021e-17,1.0968617602743767e-16
81,8.2e-11,6.039195437164314e-17,1.0129372495875931e-16
82,8.300000000000001e-11,6.148507980970228e-17,1.0386387834378174e-16
83,8.400000000000001e-11,5.970448016523049e-17,1.0951652710917287e-16
84,8.5e-11,5.8818706880879e-17,1.0236506902927192e-16
85,8.6e-11,6.132375204844662e-17,1.0138723999393135e-16
86,8.700000000000001e-11,6.505308043233763e-17,1.0791867839355146e-16
87,8.8e-11,6.167004444389813e-17,1.0883349893279383e-16
88,8.9e-11,6.45436304553909e-17,1.1297707554590624e-16
89,9.000000000000001e-11,6.384187115200236e-17,1.0068922917726708e-16
90,9.100000000000001e-11,5.867150446237693e-17,9.755696988947307e-17
91,9.2e-11,5.893790288860477e-17,1.0266601369949226e-16
92,9.3e-11,6.292961463803655e-17,1.0581149157777963e-16
93,9.400000000000001e-11,6.562175740003155e-17,1.0647988749646183e-16
94,9.500000000000001e-11,6.200895251359427e-17,1.0585683882378519e-16
95,9.6e-11,6.308385097723051e-17,1.0574622120440302e-16
96,9.7e-11,6.773784235565104e-17,1.0890121052737439e-16
97,9.800000000000001e-11,6.572544992083118e-17,1.0842875869719914e-16
98,9.900000000000001e-11,6.503681710155296e-17,1.0327044650632083e-16
99,1e-10,6.407890751861869e-17,9.94042469994712e-17
100,1.0100000000000001e-10,6.09957770034469e-17,1.0519381314365787e-16
101,1.0200000000000001e-10,6.564604697672659e-17,1.0901652112839605e-16
102,1.03e-10,6.711575293912157e-17,1.183824870908874e-16
103,1.04e-10,6.38021230673775e-17,1.0677309115885182e-16
104,1.0500000000000001e-10,6.704824662495406e-17,1.1196198852633043e-16
105,1.0600000000000001e-10,6.579226127215972e-17,1.0253568914316024e-16
106,1.07e-10,6.478939495347942e-17,1.053117458227089e-16
107,1.0800000000000001e-10,6.427077232185277e-17,1.0462489669092633e-16
108,1.0900000000000001e-10,6.266703006208292e-17,1.0034017051252853e-16
109,1.1000000000000001e-10,6.047842482550134e-17,1.0573031394907644e-16
110,1.11e-10,6.270193367258913e-17,1.0563311025761708e-16
111,1.1200000000000001e-10,6.175349766578381e-17,1.0960318509194655e-16
