,Time,BUT,DMA
0,1e-12,9.593436998102522e-17,8.436725302696694e-17
1,2e-12,7.737049962347637e-17,9.291031701451368e-17
2,3e-12,7.873508386196633e-17,1.039242213271127e-16
3,4e-12,1.1473082370034137e-16,1.3010447777498295e-16
4,5.0000000000000005e-12,1.3099100984890996e-16,1.4443618010386856e-16
5,6e-12,1.7269422602888017e-16,1.6766851097937788e-16
6,7.000000000000001e-12,1.4084645326625734e-16,1.8636768998916798e-16
7,8e-12,1.549187681333402e-16,1.9639254314603183e-16
8,9.000000000000001e-12,2.631551048987622e-16,1.9978101390071365e-16
9,1.0000000000000001e-11,2.696505332957842e-16,2.49604194564177e-16
10,1.1e-11,2.623329191839461e-16,2.6816377610575754e-16
11,1.2e-11,2.0523292472159267e-16,2.4473824071844785e-16
12,1.3e-11,2.1414985173002797e-16,2.623487542389913e-16
13,1.4000000000000002e-11,2.6485840894516795e-16,2.716262105958197e-16
14,1.5e-11,3.1807618713723993e-16,2.826758583811864e-16
15,1.6e-11,2.6738399449103995e-16,3.260032736166761e-16
16,1.7000000000000003e-11,2.848614275827435e-16,3.1075699863128106e-16
17,1.8000000000000002e-11,2.9377020775327454e-16,3.375126569672142e-16
18,1.9000000000000002e-11,3.8825523056739624e-16,3.623859920380507e-16
19,2.0000000000000002e-11,4.384833099123656e-16,3.5941616420730344e-16
20,2.1000000000000002e-11,4.2828800750873113e-16,3.71139977456042e-16
21,2.2e-11,4.54575607205652e-16,3.7914676284218286e-16
22,2.3e-11,4.0936565069118127e-16,3.809411589993963e-16
23,2.4e-11,4.3716799849976605e-16,3.846521385336147e-16
24,2.5e-11,3.961687124768198e-16,3.819500612299545e-16
25,2.6e-11,3.457733740431103e-16,3.901121184634901e-16
26,2.7000000000000004e-11,5.028852527243073e-16,3.9171120745598214e-16
27,2.8000000000000003e-11,4.745386016924317e-16,4.276282434432906e-16
28,2.9000000000000003e-11,5.501107011615253e-16,4.0834959253953785e-16
29,3e-11,5.041150037792073e-16,3.931771263025019e-16
30,3.1e-11,5.178449657746366e-16,4.2537351461522e-16
31,3.2e-11,5.264220042499503e-16,4.317313613785878e-16
32,3.3e-11,4.958639115567543e-16,4.1146875886776553e-16
33,3.4000000000000005e-11,4.359837125454496e-16,3.98650791471423e-16
34,3.5e-11,3.6559636387444644e-16,3.9698109805674104e-16
35,3.6000000000000005e-11,4.675527899568378e-16,4.023214114470249e-16
36,3.7e-11,4.0871965720059265e-16,3.8712392935130977e-16
37,3.8000000000000004e-11,5.173041220804463e-16,3.9888135768489533e-16
38,3.9e-11,5.567118303810211e-16,3.9610517563727534e-16
39,4.0000000000000004e-11,5.389597270772236e-16,4.087913323641658e-16
40,4.1e-11,4.139356729156692e-16,4.564067839571954e-16
41,4.2000000000000004e-11,4.3222810594539543e-16,4.803681757116838e-16
42,4.3e-11,4.402203158628827e-16,4.4078951354680323e-16
43,4.4e-11,4.792844987187058e-16,4.3542074997432174e-16
44,4.5000000000000006e-11,5.116360604578142e-16,4.525015763530902e-16
45,4.6e-11,4.728223729715523e-16,4.543505328453687e-16
46,4.7000000000000006e-11,5.03815144160892e-16,4.695844926549344e-16
47,4.8e-11,4.494710545565302e-16,4.2100692505489493e-16
48,4.9000000000000005e-11,4.181687972119729e-16,4.329501913974134e-16
49,5e-11,4.0607197969623624e-16,4.846287278538137e-16
50,5.1000000000000005e-11,4.52945628141477e-16,4.363576344294235e-16
51,5.2e-11,4.939609584298558e-16,4.650547516558254e-16
52,5.3000000000000004e-11,5.974266998218263e-16,4.652573422477828e-16
53,5.400000000000001e-11,5.289449283162205e-16,4.737169882145685e-16
54,5.5000000000000004e-11,5.65319747327283e-16,4.762078396015776e-16
55,5.600000000000001e-11,5.7944892818857605e-16,4.842062865741916e-16
56,5.7000000000000003e-11,5.014124680766594e-16,4.699264751218769e-16
57,5.8000000000000007e-11,4.90829410705379e-16,4.935750655373147e-16
58,5.9e-11,5.256293461796782e-16,4.849653289045386e-16
59,6e-11,6.155006822601121e-16,4.750129349512694e-16
60,6.100000000000001e-11,6.155690067630874e-16,4.840310194437055e-16
61,6.2e-11,6.822541502354507e-16,5.189022903292721e-16
62,6.3e-11,6.727417839279312e-16,5.197573383392547e-16
63,6.4e-11,7.787998366969931e-16,5.187834070265172e-16
64,6.500000000000001e-11,7.572525518009007e-16,4.981129524807199e-16
65,6.6e-11,7.457791599086747e-16,5.146906200566462e-16
66,6.7e-11,6.514659502656382e-16,5.027405360754785e-16
67,6.800000000000001e-11,8.257654495073781e-16,4.846666680003365e-16
68,6.900000000000001e-11,7.560328212955394e-16,4.993565977154171e-16
69,7e-11,8.271535595050147e-16,5.097072313297947e-16
70,7.1e-11,7.701197336596682e-16,5.092442466657995e-16
71,7.200000000000001e-11,7.856338986242944e-16,5.066169082484288e-16
72,7.3e-11,7.978975225538864e-16,5.110630389864332e-16
73,7.4e-11,7.882112350230227e-16,5.478608713090992e-16
74,7.5e-11,7.263919623302575e-16,5.081243554041399e-16
75,7.600000000000001e-11,7.236754988780085e-16,5.065599347876995e-16
76,7.7e-11,8.479285248319219e-16,5.019353222943887e-16
77,7.8e-11,7.885356881876422e-16,4.965550524303463e-16
78,7.900000000000001e-11,7.74343844022099e-16,5.14789374475278e-16
79,8.000000000000001e-11,7.304866436921572e-16,4.838458820618548e-16
80,8.1e-11,7.241546991568981e-16,5.067704983260741e-16
81,8.2e-11,7.390151801509404e-16,5.28558572423339e-16
82,8.300000000000001e-11,6.996924768783544e-16,5.122411525727063e-16
83,8.400000000000001e-11,7.441003284934038e-16,5.098065197304305e-16
84,8.5e-11,7.362738985258623e-16,5.512461106078273e-16
85,8.6e-11,8.423922554920906e-16,5.321702138118319e-16
86,8.700000000000001e-11,8.110773629875514e-16,5.459676202875344e-16
87,8.8e-11,7.019586067749767e-16,5.607324176516608e-16
88,8.9e-11,7.03147571085828e-16,5.746950635530422e-16
89,9.000000000000001e-11,7.393515059212667e-16,5.517845857068335e-16
90,9.100000000000001e-11,7.459242677386619e-16,5.125287991093039e-16
91,9.2e-11,7.11228195450312e-16,5.218706387625203e-16
92,9.3e-11,7.702181113199456e-16,5.134822378531306e-16
93,9.400000000000001e-11,7.532233533791859e-16,5.3099611049217235e-16
94,9.500000000000001e-11,6.820354225991902e-16,5.389067953480876e-16
95,9.6e-11,7.619865218298414e-16,5.267906730244471e-16
96,9.7e-11,7.982885633224204e-16,4.903558782714149e-16
97,9.800000000000001e-11,7.990998583420037e-16,5.334753121674316e-16
98,9.900000000000001e-11,7.771720611978328e-16,5.190057597064635e-16
99,1e-10,7.192871487613203e-16,5.224365046223328e-16
100,1.0100000000000001e-10,6.891583529698427e-16,5.341023354507845e-16
101,1.0200000000000001e-10,7.353270244145593e-16,5.454635455412173e-16
102,1.03e-10,7.039701799871151e-16,5.426806936375278e-16
103,1.04e-10,6.993997062176918e-16,5.341129096430977e-16
104,1.0500000000000001e-10,7.546179342171027e-16,5.566180798820356e-16
105,1.0600000000000001e-10,7.694223806831856e-16,5.446913512518534e-16
106,1.07e-10,7.383020555145707e-16,5.257980066649036e-16
107,1.0800000000000001e-10,6.779122245260503e-16,5.257371591601345e-16
