,Time,DMA
0,1e-12,6.726861335200538e-17
1,2e-12,8.4986152300382e-17
2,3e-12,1.0680407141362019e-16
3,4e-12,1.0491235526338187e-16
4,5.0000000000000005e-12,1.3024943684354383e-16
5,6e-12,1.5006573911599199e-16
6,7.000000000000001e-12,1.7788839143515641e-16
7,8e-12,1.7533145654993622e-16
8,9.000000000000001e-12,1.796850517337218e-16
9,1.0000000000000001e-11,2.159217926923376e-16
10,1.1e-11,2.1770934164726842e-16
11,1.2e-11,2.2976682428072083e-16
12,1.3e-11,2.208550218984536e-16
13,1.4000000000000002e-11,2.287974095481065e-16
14,1.5e-11,2.3731474996283843e-16
15,1.6e-11,2.457972549489498e-16
16,1.7000000000000003e-11,2.4614581096235566e-16
17,1.8000000000000002e-11,2.5033961854207777e-16
18,1.9000000000000002e-11,2.578706339172363e-16
19,2.0000000000000002e-11,2.615246628034485e-16
20,2.1000000000000002e-11,2.680963093699155e-16
21,2.2e-11,2.8178068550557527e-16
22,2.3e-11,3.0397451124459927e-16
23,2.4e-11,3.4552821154648286e-16
24,2.5e-11,3.5260015176810237e-16
25,2.6e-11,3.6090395174865814e-16
26,2.7000000000000004e-11,3.611801087051148e-16
27,2.8000000000000003e-11,3.74401218074837e-16
28,2.9000000000000003e-11,3.9701991272206134e-16
29,3e-11,3.878278066370937e-16
30,3.1e-11,3.9294420262949124e-16
31,3.2e-11,4.093074670875361e-16
32,3.3e-11,3.715288442071128e-16
33,3.4000000000000005e-11,3.572901998214086e-16
34,3.5e-11,3.929370221048504e-16
35,3.6000000000000005e-11,3.7829743085862276e-16
36,3.7e-11,4.153005830122654e-16
37,3.8000000000000004e-11,3.992174519228725e-16
38,3.9e-11,3.9995212953026206e-16
39,4.0000000000000004e-11,4.257494827912641e-16
40,4.1e-11,4.222694638780515e-16
41,4.2000000000000004e-11,4.138901440897895e-16
42,4.3e-11,4.2064424510447604e-16
43,4.4e-11,4.509964761910383e-16
44,4.5000000000000006e-11,4.4136749783968155e-16
45,4.6e-11,4.207603616062011e-16
46,4.7000000000000006e-11,4.4300474337748976e-16
47,4.8e-11,4.547989996606801e-16
48,4.9000000000000005e-11,4.440546243375123e-16
49,5e-11,4.343060380183321e-16
50,5.1000000000000005e-11,4.543192535531748e-16
51,5.2e-11,4.606977434230453e-16
52,5.3000000000000004e-11,4.630805939841384e-16
53,5.400000000000001e-11,4.826559076498439e-16
54,5.5000000000000004e-11,4.680550135316237e-16
55,5.600000000000001e-11,4.95447082853179e-16
56,5.7000000000000003e-11,4.905003659461887e-16
57,5.8000000000000007e-11,4.960992851964663e-16
58,5.9e-11,4.719858395684081e-16
59,6e-11,4.915900704832496e-16
60,6.100000000000001e-11,4.864715799034331e-16
61,6.2e-11,4.916695676957695e-16
62,6.3e-11,4.690404780522686e-16
63,6.4e-11,5.013925652063104e-16
64,6.500000000000001e-11,4.930134892890877e-16
65,6.6e-11,5.236600871822445e-16
66,6.7e-11,5.016900160680654e-16
67,6.800000000000001e-11,5.391528545632741e-16
68,6.900000000000001e-11,5.305207900631342e-16
69,7e-11,5.092874144079939e-16
70,7.1e-11,5.110303549434233e-16
71,7.200000000000001e-11,5.155905141650521e-16
72,7.3e-11,5.145980955231784e-16
73,7.4e-11,5.053957667470516e-16
74,7.5e-11,5.080330529993582e-16
75,7.600000000000001e-11,5.212788551388972e-16
76,7.7e-11,4.790079735690369e-16
77,7.8e-11,5.233847235911178e-16
78,7.900000000000001e-11,4.81554514546428e-16
79,8.000000000000001e-11,5.020571047058091e-16
80,8.1e-11,5.059641669143516e-16
81,8.2e-11,5.075213512041974e-16
82,8.300000000000001e-11,5.202147896635809e-16
83,8.400000000000001e-11,5.182359765324868e-16
84,8.5e-11,5.255857692681428e-16
85,8.6e-11,5.426279918331841e-16
86,8.700000000000001e-11,5.430853120283233e-16
87,8.8e-11,4.93237215892767e-16
88,8.9e-11,5.235404738960796e-16
89,9.000000000000001e-11,5.242804385385011e-16
90,9.100000000000001e-11,5.2940059313913e-16
91,9.2e-11,5.165271862591982e-16
92,9.3e-11,5.082507780626029e-16
93,9.400000000000001e-11,5.177644093070494e-16
94,9.500000000000001e-11,5.475084748557984e-16
95,9.6e-11,5.556157790222368e-16
96,9.7e-11,5.628875869740647e-16
97,9.800000000000001e-11,5.597333388624951e-16
98,9.900000000000001e-11,5.627954771837224e-16
99,1e-10,5.794377957328861e-16
100,1.0100000000000001e-10,5.651067548113526e-16
101,1.0200000000000001e-10,5.6762960102086e-16
102,1.03e-10,5.852364142653992e-16
103,1.04e-10,6.188059012369148e-16
104,1.0500000000000001e-10,5.830176658060923e-16
105,1.0600000000000001e-10,6.055340027010974e-16
106,1.07e-10,6.234679469731896e-16
107,1.0800000000000001e-10,6.079123930781111e-16
108,1.0900000000000001e-10,6.102037714129088e-16
109,1.1000000000000001e-10,6.042296389158639e-16
110,1.11e-10,6.005964347880649e-16
111,1.1200000000000001e-10,6.220340455910363e-16
112,1.1300000000000001e-10,6.131098761891921e-16
113,1.1400000000000001e-10,6.332531898319335e-16
114,1.15e-10,6.27172529122208e-16
115,1.1600000000000001e-10,6.400340643669261e-16
116,1.17e-10,6.30330798261737e-16
117,1.18e-10,6.444251386239067e-16
118,1.19e-10,6.632746060636846e-16
119,1.2e-10,7.117909167218671e-16
120,1.2100000000000002e-10,6.906062192390456e-16
121,1.2200000000000002e-10,7.055708890130215e-16
122,1.2300000000000001e-10,6.930036147196762e-16
123,1.24e-10,7.066499011931347e-16
124,1.25e-10,7.016604035007059e-16
125,1.26e-10,7.142835993588058e-16
126,1.27e-10,7.305247399183273e-16
127,1.28e-10,7.496773533300157e-16
128,1.2900000000000002e-10,7.258114203547983e-16
129,1.3000000000000002e-10,7.312994010466443e-16
130,1.31e-10,7.455218965925912e-16
131,1.32e-10,7.3115952461501e-16
132,1.33e-10,7.17701883884923e-16
133,1.34e-10,7.115299819687775e-16
134,1.35e-10,7.390636620195423e-16
135,1.3600000000000002e-10,7.487780886397324e-16
136,1.3700000000000002e-10,7.522469557725099e-16
137,1.3800000000000001e-10,7.386115878671951e-16
138,1.39e-10,7.32367776311238e-16
139,1.4e-10,7.658358854811336e-16
140,1.41e-10,7.396251348068043e-16
141,1.42e-10,7.416506949060674e-16
142,1.4300000000000002e-10,7.466757293205434e-16
143,1.4400000000000002e-10,7.183904233064591e-16
144,1.4500000000000002e-10,6.886401395553505e-16
145,1.46e-10,7.131948291461075e-16
146,1.47e-10,7.431931353627066e-16
147,1.48e-10,7.444604965261006e-16
148,1.49e-10,7.340987010919112e-16
149,1.5e-10,7.026279234668572e-16
150,1.5100000000000002e-10,7.292256339403636e-16
151,1.5200000000000002e-10,6.871720829717666e-16
152,1.5300000000000001e-10,7.206376833763365e-16
153,1.54e-10,7.1309847445076e-16
154,1.55e-10,6.889482466352694e-16
155,1.56e-10,7.089169697822553e-16
156,1.57e-10,7.00057970509352e-16
157,1.5800000000000002e-10,6.850532159176017e-16
158,1.5900000000000002e-10,7.0284767590650225e-16
159,1.6000000000000002e-10,6.818479774582689e-16
160,1.61e-10,6.92316713142131e-16
161,1.62e-10,7.092689361620107e-16
162,1.63e-10,6.926721564874146e-16
163,1.64e-10,7.2410997809302515e-16
164,1.6500000000000002e-10,7.231439006674712e-16
165,1.6600000000000002e-10,7.00338969227422e-16
166,1.6700000000000002e-10,7.298763736161388e-16
167,1.6800000000000001e-10,7.317016178570254e-16
168,1.69e-10,7.445360771932651e-16
169,1.7e-10,7.177948726478104e-16
170,1.71e-10,7.023768040812766e-16
171,1.72e-10,7.427363668254721e-16
172,1.7300000000000002e-10,7.232638503801515e-16
173,1.7400000000000002e-10,7.525606202901123e-16
174,1.7500000000000002e-10,7.644076089070255e-16
175,1.76e-10,7.472949504185373e-16
176,1.77e-10,7.826557356101137e-16
177,1.78e-10,7.306325942818817e-16
178,1.79e-10,7.502818055032301e-16
179,1.8000000000000002e-10,7.565656992317782e-16
180,1.8100000000000002e-10,7.391345353934419e-16
181,1.8200000000000002e-10,7.629175595593621e-16
182,1.8300000000000001e-10,7.731093895441743e-16
183,1.84e-10,7.936845742708313e-16
184,1.85e-10,7.61620275452946e-16
185,1.86e-10,7.682551645664502e-16
186,1.8700000000000003e-10,7.920201312023032e-16
187,1.8800000000000002e-10,7.822789134982942e-16
188,1.8900000000000002e-10,8.27860080765011e-16
189,1.9000000000000002e-10,8.07274552163896e-16
190,1.91e-10,8.044499807203209e-16
191,1.92e-10,8.420438763028848e-16
192,1.93e-10,8.535534344423357e-16
193,1.94e-10,8.412725049657063e-16
194,1.9500000000000002e-10,8.375585356024545e-16
195,1.9600000000000002e-10,8.267092573026108e-16
196,1.9700000000000002e-10,8.037940676967488e-16
197,1.9800000000000001e-10,7.993700256966212e-16
198,1.99e-10,8.085756146299159e-16
199,2e-10,7.921238973628325e-16
200,2.01e-10,7.961601084747097e-16
201,2.0200000000000003e-10,8.126288636524852e-16
202,2.0300000000000002e-10,8.030897407759935e-16
203,2.0400000000000002e-10,8.133052524873121e-16
204,2.0500000000000002e-10,8.329684075733298e-16
205,2.06e-10,8.17885183555434e-16
206,2.07e-10,8.045823882631534e-16
207,2.08e-10,8.077358455279805e-16
208,2.0900000000000003e-10,8.0387038839920205e-16
209,2.1000000000000002e-10,8.183935909990942e-16
210,2.1100000000000002e-10,8.13086246543803e-16
211,2.1200000000000002e-10,7.980943105690621e-16
212,2.1300000000000001e-10,8.207570258232645e-16
213,2.14e-10,8.155945239906727e-16
214,2.15e-10,8.246458559711634e-16
215,2.1600000000000003e-10,8.644083597166441e-16
216,2.1700000000000003e-10,8.758914076872908e-16
217,2.1800000000000002e-10,8.773568554425259e-16
218,2.1900000000000002e-10,8.356593239229565e-16
219,2.2000000000000002e-10,8.379289600231776e-16
220,2.21e-10,8.57541041375643e-16
221,2.22e-10,8.791168099471093e-16
222,2.23e-10,8.485868328908613e-16
223,2.2400000000000003e-10,8.620204370339668e-16
224,2.2500000000000002e-10,9.04070442027793e-16
225,2.2600000000000002e-10,9.24887717691882e-16
226,2.2700000000000002e-10,9.232054116935989e-16
227,2.2800000000000001e-10,8.98580518579721e-16
228,2.29e-10,8.887282038724759e-16
229,2.3e-10,8.538180559202209e-16
230,2.3100000000000003e-10,9.190938190818614e-16
231,2.3200000000000003e-10,9.482267254485954e-16
